,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1,Trade_Date,CALL_NZDUSD,PUT_NZDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
474,474,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-24,24.02.2015,023399,IFED,1,23,128485,4377,392,2273,117358,116411,124008,119076,4477,9409,128485,4377,392,2273,117358,116411,124008,119076,4477,9409,0,0,0,0,0,0,0,0,0,0,2213.0,479.0,84.0,-324.0,1967.0,2657.0,2122.0,2417.0,91.0,-204.0,100,3.4,0.3,1.8,91.3,90.6,96.5,92.7,3.5,7.3,100,3.4,0.3,1.8,91.3,90.6,96.5,92.7,3.5,7.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2,1,2,24,22,26,25,34,2,1,2,24,22,26,25,0,0,0,0,0,0,0,0,53.0,58.9,75.4,78.3,52.3,58.9,74.2,78.2,53.0,58.9,75.4,78.3,52.3,58.9,74.2,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 2,500  MMBTU'S)",3985,0.835604948627,SHORT,947,0.00405100761863,SHORT,2015-03-02,1161.37,-3.2,-0.0230447237751,-3.2,-217242.78,0.0406897334345,0.00421584203877,0.0190877701195,0.0,-8648.96,0.143073437597,0.287838550358,-3.2,-221656.23
475,475,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-03,03.03.2015,02339Y,IFED,1,23,90378,0,0,0,80481,84141,80481,84141,9897,6237,90378,0,0,0,80481,84141,80481,84141,9897,6237,0,0,0,0,0,0,0,0,0,0,-276.0,0.0,0.0,0.0,-276.0,-276.0,-276.0,-276.0,0.0,0.0,100,0.0,0.0,0.0,89.0,93.1,89.0,93.1,11.0,6.9,100,0.0,0.0,0.0,89.0,93.1,89.0,93.1,11.0,6.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0,17,12,17,12,22,0,0,0,17,12,17,12,0,0,0,0,0,0,0,0,57.4,72.6,76.4,89.2,56.9,71.0,74.7,85.2,57.4,72.6,76.4,89.2,56.9,71.0,74.7,85.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,0,0.835604948627,LONG,-3660,-0.0222327513941,LONG,2015-03-09,1226.76,1401.05,-0.0262837590127,1226.76,-216016.02,-0.0191166674325,-0.0218077352796,-0.00499955239575,0.0,-8648.96,0.110208905191,0.258781028521,1226.76,-220429.47
476,476,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-10,10.03.2015,0233AG,IFED,1,23,77842,4749,558,0,71016,75232,75765,75790,2077,2052,77842,4749,558,0,71016,75232,75765,75790,2077,2052,0,0,0,0,0,0,0,0,0,0,9235.0,0.0,558.0,0.0,9173.0,8154.0,9173.0,8712.0,62.0,523.0,100,6.1,0.7,0.0,91.2,96.6,97.3,97.4,2.7,2.6,100,6.1,0.7,0.0,91.2,96.6,97.3,97.4,2.7,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,1,0,17,15,18,16,24,1,1,0,17,15,18,16,0,0,0,0,0,0,0,0,68.5,63.4,86.3,84.6,58.6,62.6,73.2,76.3,68.5,63.4,86.3,84.6,58.6,62.6,73.2,76.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,4191,0.789711701526,SHORT,-4216,-0.0288277446529,LONG,2015-03-16,-12078.54,1506.54,-0.0065949932588,-12078.54,-228094.56,0.00870036204613,-0.0290785564684,-0.0246287831701,0.0,-8648.96,0.0859494233483,0.172383617548,-12078.54,-232508.01
477,477,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-17,17.03.2015,0233AY,IFED,1,23,70172,1908,477,2814,55625,64166,60347,67457,9825,2715,70172,1908,477,2814,55625,64166,60347,67457,9825,2715,0,0,0,0,0,0,0,0,0,0,2322.0,-150.0,0.0,150.0,1466.0,2112.0,1466.0,2262.0,856.0,60.0,100,2.7,0.7,4.0,79.3,91.4,86.0,96.1,14.0,3.9,100,2.7,0.7,4.0,79.3,91.4,86.0,96.1,14.0,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2,1,2,20,20,23,22,27,2,1,2,20,20,23,22,0,0,0,0,0,0,0,0,50.8,47.0,66.1,67.4,39.3,40.1,46.2,54.6,50.8,47.0,66.1,67.4,39.3,40.1,46.2,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,1431,0.6,SHORT,-8541,-0.0712991794041,LONG,2015-03-23,1336.3,1447.58,-0.0424714347512,1336.3,-226758.26,0.00991741542607,-0.0720062829858,-0.0439402330694,0.0,-8648.96,0.0742545403765,0.162825334971,1336.3,-231171.71
478,478,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-24,24.03.2015,0233BH,IFED,1,23,111682,0,11366,809,106564,97051,107373,109226,4309,2456,111682,0,11366,809,106564,97051,107373,109226,4309,2456,0,0,0,0,0,0,0,0,0,0,3032.0,-976.0,83.0,161.0,3634.0,2575.0,2819.0,2819.0,213.0,213.0,100,0.0,10.2,0.7,95.4,86.9,96.1,97.8,3.9,2.2,100,0.0,10.2,0.7,95.4,86.9,96.1,97.8,3.9,2.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,3,1,20,20,21,23,30,0,3,1,20,20,21,23,0,0,0,0,0,0,0,0,61.9,60.0,80.2,80.7,60.5,51.1,75.7,71.1,61.9,60.0,80.2,80.7,60.5,51.1,75.7,71.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,-11366,-1.0,LONG,9513,0.0467205264838,SHORT,2015-03-30,1462.88,1626.5,0.118019705888,1626.5,-225131.76,0.00203263979059,0.046815492485,-0.0299590442429,0.0,-8648.96,0.0634269009426,0.29634158729,1626.5,-229545.21
479,479,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-31,31.03.2015,0233CH,IFED,1,23,271646,4554,8340,2844,256281,257178,263679,268362,7967,3284,271646,4554,8340,2844,256281,257178,263679,268362,7967,3284,0,0,0,0,0,0,0,0,0,0,3748.0,1177.0,-30.0,-321.0,2076.0,4201.0,2932.0,3850.0,816.0,-102.0,100,1.7,3.1,1.0,94.3,94.7,97.1,98.8,2.9,1.2,100,1.7,3.1,1.0,94.3,94.7,97.1,98.8,2.9,1.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,5,1,4,42,38,48,42,57,5,1,4,42,38,48,42,0,0,0,0,0,0,0,0,47.0,61.0,62.9,73.7,46.4,58.4,60.8,70.4,47.0,61.0,62.9,73.7,46.4,58.4,60.8,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mm btu,-3786,-0.293624941833,LONG,-897,-0.00174697492886,LONG,2015-04-06,1257.51,1433.44,-0.0484675014127,1257.51,-223874.25,0.01624240446,-0.00177535000224,0.0297469697137,0.0,-8648.96,0.0716358816119,0.289782950535,1257.51,-228287.7
480,480,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-07,07.04.2015,023651,NYME,1,23,1001636,231744,444349,275774,426947,238458,934465,958581,67171,43055,1001636,231744,444349,275774,426947,238458,934465,958581,67171,43055,0,0,0,0,0,0,0,0,0,0,-4184.0,-6976.0,-9704.0,-26020.0,32930.0,31820.0,-66.0,-3904.0,-4118.0,-280.0,100,23.1,44.4,27.5,42.6,23.8,93.3,95.7,6.7,4.3,100,23.1,44.4,27.5,42.6,23.8,93.3,95.7,6.7,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,86,154,130,66,52,238,262,321,86,154,130,66,52,238,262,0,0,0,0,0,0,0,0,18.6,19.3,29.3,31.4,10.7,11.5,18.5,18.9,18.6,19.3,29.3,31.4,10.7,11.5,18.5,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",-212605,-0.314461176199,LONG,188489,0.283269587695,SHORT,2015-04-13,-10237.06,1376.66,0.285016562624,1376.66,-222497.59,-0.0475477904788,0.26980074469,0.0932947269378,0.0,-8648.96,0.127513966278,0.45136456033,1376.66,-226911.04
481,481,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-14,14.04.2015,024656,NYME,1,24,90009,60837,46114,8294,19833,34277,88964,88685,1045,1324,90009,60837,46114,8294,19833,34277,88964,88685,1045,1324,0,0,0,0,0,0,0,0,0,0,4502.0,3426.0,2840.0,112.0,744.0,1285.0,4282.0,4237.0,220.0,265.0,100,67.6,51.2,9.2,22.0,38.1,98.8,98.5,1.2,1.5,100,67.6,51.2,9.2,22.0,38.1,98.8,98.5,1.2,1.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,16,17,18,17,17,43,42,53,16,17,18,17,17,43,42,0,0,0,0,0,0,0,0,48.4,33.7,67.8,56.2,46.5,33.5,62.4,53.0,48.4,33.7,67.8,56.2,46.5,33.5,62.4,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",14723,0.137661171939,SHORT,-14444,-0.26693771946,LONG,2015-04-20,1193.02,1282.35,-0.550207307155,1193.02,-221304.57,0.0188520130951,-0.271970032843,0.0889357205068,0.0,-8648.96,0.104164102388,0.634258868356,1193.02,-225718.02
482,482,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-21,21.04.2015,026603,CBT,0,26,394409,107238,89589,58108,184109,209830,349455,357527,44954,36882,231614,88205,77312,19432,97510,107874,205147,204618,26467,26996,162795,39553,32797,18156,86599,101956,144308,152909,18487,9886,16307.0,2382.0,-448.0,7582.0,4640.0,8038.0,14604.0,15172.0,1703.0,1135.0,100,27.2,22.7,14.7,46.7,53.2,88.6,90.6,11.4,9.4,100,38.1,33.4,8.4,42.1,46.6,88.6,88.3,11.4,11.7,100,24.3,20.1,11.2,53.2,62.6,88.6,93.9,11.4,6.1,299,87,84,91,86,77,232,210,289,96,80,61,76,70,207,180,208,62,51,47,72,50,159,124,12.7,24.0,19.4,32.8,10.2,17.5,15.8,24.7,14.1,20.5,22.0,31.1,13.0,18.4,20.4,29.0,15.1,32.5,24.2,45.3,11.7,23.4,19.0,33.6,(CONTRACTS OF 100 TONS),17649,0.0896675760947,SHORT,-25721,-0.0652918345226,LONG,2015-04-27,1582.26,1755.16,0.201645884937,1582.26,-219722.31,-0.113734645794,-0.0578658908499,-0.193762579446,1582.26,-7066.7,0.28468928718,0.615504069284,1582.26,-224135.76
483,483,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-28,28.04.2015,03565C,NYME,1,23,597704,31558,154532,117902,443337,321869,592797,594303,4907,3401,597704,31558,154532,117902,443337,321869,592797,594303,4907,3401,0,0,0,0,0,0,0,0,0,0,19663.0,5012.0,12190.0,-2747.0,17347.0,10799.0,19612.0,20242.0,51.0,-579.0,100,5.3,25.9,19.7,74.2,53.9,99.2,99.4,0.8,0.6,100,5.3,25.9,19.7,74.2,53.9,99.2,99.4,0.8,0.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,12,23,26,37,35,67,66,75,12,23,26,37,35,67,66,0,0,0,0,0,0,0,0,30.7,38.0,49.5,60.1,18.5,21.1,27.0,27.1,30.7,38.0,49.5,60.1,18.5,21.1,27.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 2,500  MMBTU'S)",-122974,-0.660830780805,LONG,121468,0.158738953955,SHORT,2015-05-04,1480.87,-895.66,0.224030788478,-895.66,-220617.97,0.221373575152,0.193879563708,0.0254181548581,0.0,-7066.7,0.574399288669,0.538021657615,0.0,-224135.76
484,484,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-05,05.05.2015,044601,CBT ,0,44,2782951,262167,500720,74680,2098418,1752914,2435265,2328314,347686,454637,2782951,262167,500720,74680,2098418,1752914,2435265,2328314,347686,454637,0,0,0,0,0,0,0,0,0,0,412312.0,-12056.0,87564.0,7668.0,328892.0,231948.0,324504.0,327180.0,87808.0,85132.0,100,9.4,18.0,2.7,75.4,63.0,87.5,83.7,12.5,16.3,100,9.4,18.0,2.7,75.4,63.0,87.5,83.7,12.5,16.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,34,71,36,107,134,168,214,271,34,71,36,107,134,168,214,0,0,0,0,0,0,0,0,33.5,19.4,47.5,28.5,28.9,11.2,38.4,17.8,33.5,19.4,47.5,28.5,28.9,11.2,38.4,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",-238553,-0.312697686551,LONG,345504,0.089710261281,SHORT,2015-05-11,1124.65,1252.81,-0.069028692674,1252.81,-219365.16,-0.0822297927303,0.0823334050901,0.131997011852,1252.81,-5813.89,0.417623477916,0.607086294815,1252.81,-222882.95
485,485,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-12,12.05.2015,052642,CME ,0,52,6400,605,1222,411,4433,3485,5449,5118,951,1282,6400,605,1222,411,4433,3485,5449,5118,951,1282,0,0,0,0,0,0,0,0,0,0,66.0,5.0,45.0,2.0,20.0,39.0,27.0,86.0,39.0,-20.0,100,9.5,19.1,6.4,69.3,54.5,85.1,80.0,14.9,20.0,100,9.5,19.1,6.4,69.3,54.5,85.1,80.0,14.9,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,6,12,8,19,13,29,29,41,6,12,8,19,13,29,29,0,0,0,0,0,0,0,0,38.7,31.1,54.7,48.3,37.7,29.3,52.1,43.1,38.7,31.1,54.7,48.3,37.7,29.3,52.1,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 44,000 LBS.)",-617,-0.337712096333,LONG,948,0.119727203839,SHORT,2015-05-18,1227.07,1320.59,0.030016942558,1320.59,-218044.57,-0.0901234897905,0.108936970406,0.0964396094748,0.0,-5813.89,0.346475997273,0.416145895177,1320.59,-221562.36
486,486,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-19,19.05.2015,058643,CME ,0,58,3982,1344,1916,473,1145,551,2962,2940,1020,1042,3982,1344,1916,473,1145,551,2962,2940,1020,1042,0,0,0,0,0,0,0,0,0,0,6.0,-6.0,53.0,-36.0,-10.0,117.0,-52.0,134.0,58.0,-128.0,100,33.8,48.1,11.9,28.8,13.8,74.4,73.8,25.6,26.2,100,33.8,48.1,11.9,28.8,13.8,74.4,73.8,25.6,26.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,15,23,7,18,14,39,39,62,15,23,7,18,14,39,39,0,0,0,0,0,0,0,0,23.7,30.1,39.3,43.6,20.1,25.3,34.0,35.5,23.7,30.1,39.3,43.6,20.1,25.3,34.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 110,000 BOARD FEET)",-572,-0.175460122699,LONG,594,0.350235849057,SHORT,2015-05-25,1013.45,-4902.99,0.230508645218,-4902.99,-222947.56,0.0274919242002,0.359864506471,0.20377525976,-4902.99,-10716.88,0.236276957874,0.432758880318,-4902.99,-226465.35
487,487,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-26,26.05.2015,064391,IFED,1,64,58011,436,1996,1923,55600,54092,57959,58011,52,0,58011,436,1996,1923,55600,54092,57959,58011,52,0,0,0,0,0,0,0,0,0,0,0,-1970.0,-26.0,129.0,-360.0,-1610.0,-1141.0,-1996.0,-1372.0,26.0,-598.0,100,0.8,3.4,3.3,95.8,93.2,99.9,100.0,0.1,0.0,100,0.8,3.4,3.3,95.8,93.2,99.9,100.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,1,8,2,29,24,32,32,40,1,8,2,29,24,32,32,0,0,0,0,0,0,0,0,58.3,45.9,77.9,72.6,38.0,36.1,51.3,50.9,58.3,45.9,77.9,72.6,38.0,36.1,51.3,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 400 MWh),-1560,-0.641447368421,LONG,1508,0.0137475841447,SHORT,2015-06-01,1188.09,1336.51,-0.336488264912,1336.51,-221611.05,-0.0122261723836,0.0135795038111,0.232406128221,1336.51,-9380.37,0.158552864167,0.507269609819,1336.51,-225128.84
488,488,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-02,02.06.2015,064396,IFED,1,64,309253,6293,4494,32321,269950,272437,308564,309252,689,1,309253,6293,4494,32321,269950,272437,308564,309252,689,1,0,0,0,0,0,0,0,0,0,0,-12322.0,3616.0,-1216.0,-283.0,-16344.0,-10824.0,-13011.0,-12323.0,689.0,1.0,100,2.0,1.5,10.5,87.3,88.1,99.8,100.0,0.2,0.0,100,2.0,1.5,10.5,87.3,88.1,99.8,100.0,0.2,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2,1,2,15,13,18,15,25,2,1,2,15,13,18,15,0,0,0,0,0,0,0,0,53.0,67.0,83.3,91.0,40.5,57.1,61.3,67.4,53.0,67.0,83.3,91.0,40.5,57.1,61.3,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 25 Megawatt Hours),1799,0.166774821544,SHORT,-2487,-0.00458528688925,LONG,2015-06-08,1393.08,1063.32,-0.018332871034,1393.08,-220217.97,-0.0920755074284,-0.00416309427222,0.00747884669878,0.0,-9380.37,0.247604239669,0.530177448011,1393.08,-223735.76
489,489,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-09,09.06.2015,06439F,IFED,1,64,68695,90,150,230,68123,68311,68443,68691,252,4,68695,90,150,230,68123,68311,68443,68691,252,4,0,0,0,0,0,0,0,0,0,0,415.0,0.0,50.0,0.0,415.0,665.0,415.0,715.0,0.0,-300.0,100,0.1,0.2,0.3,99.2,99.4,99.6,100.0,0.4,0.0,100,0.1,0.2,0.3,99.2,99.4,99.6,100.0,0.4,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,1,1,1,31,24,32,26,40,1,1,1,31,24,32,26,0,0,0,0,0,0,0,0,48.6,75.0,66.2,90.5,41.4,65.2,56.7,77.2,48.6,75.0,66.2,90.5,41.4,65.2,56.7,77.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 MW,-60,-0.25,LONG,-188,-0.00137795564156,LONG,2015-06-15,1361.59,1474.22,0.00320733124769,1361.59,-218856.38,0.135357307468,-0.00156447200701,-0.00352800168047,0.0,-9380.37,0.368962737769,0.542767138504,1361.59,-222374.17
490,490,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-16,16.06.2015,0643AZ,IFED,1,64,20445,1170,350,30,19215,20065,20415,20445,30,0,20445,1170,350,30,19215,20065,20415,20445,30,0,0,0,0,0,0,0,0,0,0,0,300.0,0.0,0.0,0.0,300.0,315.0,300.0,315.0,0.0,-15.0,100,5.7,1.7,0.1,94.0,98.1,99.9,100.0,0.1,0.0,100,5.7,1.7,0.1,94.0,98.1,99.9,100.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,1,1,1,22,22,23,24,36,1,1,1,22,22,23,24,0,0,0,0,0,0,0,0,49.2,62.6,72.1,87.2,48.8,54.8,66.2,70.9,49.2,62.6,72.1,87.2,48.8,54.8,66.2,70.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 MW,820,0.539473684211,SHORT,-850,-0.0216395112016,LONG,2015-06-22,981.65,1075.15,-0.02026155556,981.65,-217874.73,0.00684728708245,-0.0217876831471,-0.00852136026851,0.0,-9380.37,0.24128051778,0.539510314498,981.65,-221392.52
491,491,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-23,23.06.2015,0643BA,IFED,1,64,59376,0,10903,1407,57944,47026,59351,59336,25,40,59376,0,10903,1407,57944,47026,59351,59336,25,40,0,0,0,0,0,0,0,0,0,0,639.0,0.0,165.0,-21.0,840.0,495.0,819.0,639.0,-180.0,0.0,100,0.0,18.4,2.4,97.6,79.2,100.0,99.9,0.0,0.1,100,0.0,18.4,2.4,97.6,79.2,100.0,99.9,0.0,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,6,3,36,37,39,43,47,0,6,3,36,37,39,43,0,0,0,0,0,0,0,0,48.4,39.2,68.0,57.4,42.0,36.9,57.5,53.6,48.4,39.2,68.0,57.4,42.0,36.9,57.5,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 MW,-10903,-1.0,LONG,10918,0.104010669715,SHORT,2015-06-29,1158.94,-1504.33,0.125650180917,-1504.33,-219379.06,-0.00179725574263,0.103823735942,0.0222726252985,0.0,-9380.37,0.160506918674,0.318800430592,-1504.33,-222896.85
492,492,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-30,30.06.2015,0643BG,IFED,1,64,25937,5856,84,636,19319,24701,25811,25421,126,516,25937,5856,84,636,19319,24701,25811,25421,126,516,0,0,0,0,0,0,0,0,0,0,-129.0,-281.0,80.0,-110.0,262.0,-209.0,-129.0,-239.0,0.0,110.0,100,22.6,0.3,2.5,74.5,95.2,99.5,98.0,0.5,2.0,100,22.6,0.3,2.5,74.5,95.2,99.5,98.0,0.5,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,5,2,4,24,31,31,35,40,5,2,4,24,31,31,35,0,0,0,0,0,0,0,0,47.6,39.4,73.2,62.0,43.5,37.6,63.6,52.0,47.6,39.4,73.2,62.0,43.5,37.6,63.6,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800MWh,5772,0.971717171717,SHORT,-5382,-0.122262607905,LONG,2015-07-06,968.68,1143.76,-0.22627327762,968.68,-218410.38,0.00757553081323,-0.123188812058,0.0244908510943,0.0,-9380.37,0.112914471146,0.432097816416,968.68,-221928.17
