,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1,Trade_Date,CALL_USDCAD,PUT_USDCAD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
331,331,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-08,08.05.2012,064A54,NYME,1,64,86070,0,300,0,85919,85770,85919,86070,151,0,86070,0,300,0,85919,85770,85919,86070,151,0,0,0,0,0,0,0,0,0,0,0,1275.0,0.0,0.0,0.0,1275.0,1275.0,1275.0,1275.0,0.0,0.0,100,0.0,0.3,0.0,99.8,99.7,99.8,100.0,0.2,0.0,100,0.0,0.3,0.0,99.8,99.7,99.8,100.0,0.2,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,1,0,16,14,16,15,27,0,1,0,16,14,16,15,0,0,0,0,0,0,0,0,67.8,70.1,87.1,92.8,67.8,69.4,86.3,92.1,67.8,70.1,87.1,92.8,67.8,69.4,86.3,92.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),-300,-1.0,LONG,149,0.000867848260518,SHORT,2012-05-14,-7301.58,970.35,0.0,-7301.58,38894.79,0.934956875065,-1.93495687506,-1.51422628129,-7301.58,96186.51,1.16104186342,1.34267480714,-7301.58,35795.99
332,332,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-15,15.05.2012,064A55,NYME,1,64,1318272,0,0,0,1318272,1318272,1318272,1318272,0,0,1318272,0,0,0,1318272,1318272,1318272,1318272,0,0,0,0,0,0,0,0,0,0,0,0,-76048.0,0.0,0.0,0.0,-76048.0,-76048.0,-76048.0,-76048.0,0.0,0.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0,0,17,14,17,14,26,0,0,0,17,14,17,14,0,0,0,0,0,0,0,0,68.5,60.1,89.7,86.2,68.5,58.4,86.2,83.3,68.5,60.1,89.7,86.2,68.5,58.4,86.2,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 5 Megawatt Hours),0,-1.0,LONG,0,0.0,LONG,2012-05-21,1291.05,1032.05,0.0,1291.05,40185.84,-0.00692050884874,-0.993079491151,-0.996193720133,1291.05,97477.56,0.973607822566,1.34267480714,1291.05,37087.04
333,333,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-22,22.05.2012,064A56,NYME,1,64,47412,0,0,0,46902,47412,46902,47412,510,0,47412,0,0,0,46902,47412,46902,47412,510,0,0,0,0,0,0,0,0,0,0,0,660.0,0.0,0.0,0.0,660.0,660.0,660.0,660.0,0.0,0.0,100,0.0,0.0,0.0,98.9,100.0,98.9,100.0,1.1,0.0,100,0.0,0.0,0.0,98.9,100.0,98.9,100.0,1.1,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,0,13,17,13,17,23,0,0,0,13,17,13,17,0,0,0,0,0,0,0,0,74.7,47.6,92.2,76.7,69.9,47.6,82.7,73.6,74.7,47.6,92.2,76.7,69.9,47.6,82.7,73.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),0,-1.0,LONG,-510,-0.00540746866849,LONG,2012-05-28,-2689.26,944.88,0.0,-2689.26,37496.58,-0.00689958575902,-0.993100414241,-0.996205227833,-2689.26,94788.3,0.852308923393,0.0,0.0,37087.04
334,334,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-29,29.05.2012,064A56,NYME,1,64,220329,2710,0,0,217108,220329,219818,220329,511,0,220329,2710,0,0,217108,220329,219818,220329,511,0,0,0,0,0,0,0,0,0,0,0,77.0,0.0,0.0,0.0,-434.0,77.0,-434.0,77.0,511.0,0.0,100,1.2,0.0,0.0,98.5,100.0,99.8,100.0,0.2,0.0,100,1.2,0.0,0.0,98.5,100.0,99.8,100.0,0.2,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,2,0,0,27,32,29,32,41,2,0,0,27,32,29,32,0,0,0,0,0,0,0,0,63.3,55.3,84.2,76.7,63.2,54.0,82.5,73.0,63.3,55.3,84.2,76.7,63.2,54.0,82.5,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),2710,1.0,SHORT,-3221,-0.00736334603611,LONG,2012-06-04,1455.24,326.24,2.0,326.24,37822.82,-0.00687879035016,0.99312120965,0.0962166653074,0.0,94788.3,0.769456068963,1.34267480714,326.24,37413.28
335,335,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-05,05.06.2012,064A57,NYME,1,64,639380,0,0,0,639380,639380,639380,639380,0,0,639380,0,0,0,639380,639380,639380,639380,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0,0,17,16,17,16,26,0,0,0,17,16,17,16,0,0,0,0,0,0,0,0,74.8,42.8,91.7,76.2,70.8,40.2,80.4,69.0,74.8,42.8,91.7,76.2,70.8,40.2,80.4,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 5 MEGAWATT HOURS),0,1.0,LONG,0,0.0,LONG,2012-06-11,1400.38,1236.59,0.0,1236.59,39059.41,-0.00685809302865,0.993141906971,0.996228048834,1236.59,96024.89,0.71478020448,1.34267480714,1236.59,38649.87
336,336,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-12,12.06.2012,064A57,NYME,1,64,3684316,0,1540,0,3684316,3682776,3684316,3684316,0,0,3684316,0,1540,0,3684316,3682776,3684316,3684316,0,0,0,0,0,0,0,0,0,0,0,0,-110269.0,0.0,-2040.0,0.0,-110269.0,-108229.0,-110269.0,-110269.0,0.0,0.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,1,0,23,25,23,26,39,0,1,0,23,25,23,26,0,0,0,0,0,0,0,0,67.9,63.1,88.4,81.4,67.8,63.0,86.3,80.9,67.9,63.1,88.4,81.4,67.8,63.0,86.3,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 50 MEGAWATT HOURS),-1540,-1.0,LONG,1540,0.000209037704429,SHORT,2012-06-18,1177.08,1032.5,-2.0,1177.08,40236.49,-0.926154816574,-0.0738451834262,0.409385149116,1032.5,97057.39,1.12205642905,1.44279797597,1177.08,39826.95
337,337,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-19,19.06.2012,064A58,NYME,1,64,99343,10396,1435,2928,86019,94939,99343,99302,0,41,99343,10396,1435,2928,86019,94939,99343,99302,0,41,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,10.5,1.4,2.9,86.6,95.6,100.0,100.0,0.0,0.0,100,10.5,1.4,2.9,86.6,95.6,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,2,3,3,26,23,29,28,40,2,3,3,26,23,29,28,0,0,0,0,0,0,0,0,46.8,50.5,73.4,73.3,39.6,48.5,61.1,70.9,46.8,50.5,73.4,73.3,39.6,48.5,61.1,70.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),8961,0.757416955456,SHORT,-8920,-0.0492932061583,LONG,2012-06-25,1080.88,-1461.41,1.75741695546,-1461.41,38775.08,0.00191813606935,0.758869784238,-0.0326216186692,0.0,97057.39,0.969889852981,1.31989745948,-1461.41,38365.54
338,338,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-26,26.06.2012,064A58,NYME,1,64,63066,3558,1715,1407,58101,59689,63066,62811,0,255,63066,3558,1715,1407,58101,59689,63066,62811,0,255,0,0,0,0,0,0,0,0,0,0,2673.0,0.0,0.0,1275.0,1398.0,1883.0,2673.0,3158.0,0.0,-485.0,100,5.6,2.7,2.2,92.1,94.6,100.0,99.6,0.0,0.4,100,5.6,2.7,2.2,92.1,94.6,100.0,99.6,0.0,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4,2,2,24,24,30,27,40,4,2,2,24,24,30,27,0,0,0,0,0,0,0,0,49.8,58.2,68.8,72.7,45.0,55.1,58.3,67.1,49.8,58.2,68.8,72.7,45.0,55.1,58.3,67.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),1843,0.349516404324,SHORT,-1588,-0.0134816198319,LONG,2012-07-02,967.2,857.43,-0.407900551132,857.43,39632.51,0.907833453348,0.666819088663,0.70758812872,857.43,97914.82,1.24448159121,1.33333913929,857.43,39222.97
339,339,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-03,03.07.2012,064A59,NYME,1,64,1524936,307278,351470,5781,1211877,1167685,1524936,1524936,0,0,1524936,307278,351470,5781,1211877,1167685,1524936,1524936,0,0,0,0,0,0,0,0,0,0,0,0,23320.0,0.0,0.0,0.0,23320.0,23320.0,23320.0,23320.0,0.0,0.0,100,20.2,23.0,0.4,79.5,76.6,100.0,100.0,0.0,0.0,100,20.2,23.0,0.4,79.5,76.6,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,2,4,1,25,27,27,32,41,2,4,1,25,27,27,32,0,0,0,0,0,0,0,0,50.1,47.4,75.9,70.8,49.3,47.1,69.6,68.1,50.1,47.4,75.9,70.8,49.3,47.1,69.6,68.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 5 Megawatt Hours),-44192,-0.0670848336541,LONG,44192,0.0185714850044,SHORT,2012-07-09,874.16,767.52,-0.416601237978,874.16,40506.67,-0.813433564116,-0.0125157783167,0.150398703872,767.52,98682.34,1.32350623247,1.23966005119,0.0,39222.97
340,340,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-10,10.07.2012,064A59,NYME,1,64,1079570,26549,66240,0,1053021,1013330,1079570,1079570,0,0,1079570,26549,66240,0,1053021,1013330,1079570,1079570,0,0,0,0,0,0,0,0,0,0,0,0,1925.0,1925.0,0.0,0.0,0.0,1925.0,1925.0,1925.0,0.0,0.0,100,2.5,6.1,0.0,97.5,93.9,100.0,100.0,0.0,0.0,100,2.5,6.1,0.0,97.5,93.9,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,2,2,0,26,24,28,26,36,2,2,0,26,24,28,26,0,0,0,0,0,0,0,0,53.4,54.9,72.1,75.5,49.5,51.6,60.8,65.5,53.4,54.9,72.1,75.5,49.5,51.6,60.8,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 5 Megawatt Hours),-39691,-0.42775544515,LONG,39691,0.0192082564869,SHORT,2012-07-16,760.89,648.18,-0.360670611496,760.89,41267.56,0.187068953436,-0.507775208601,-0.309464539875,760.89,99443.23,1.13620372134,1.10851839891,0.0,39222.97
341,341,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-17,17.07.2012,064A60,NYME,1,64,30515,0,3290,0,30302,27012,30302,30302,213,213,30515,0,3290,0,30302,27012,30302,30302,213,213,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,10.8,0.0,99.3,88.5,99.3,99.3,0.7,0.7,100,0.0,10.8,0.0,99.3,88.5,99.3,99.3,0.7,0.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,3,0,14,8,14,11,20,0,3,0,14,8,14,11,0,0,0,0,0,0,0,0,62.2,81.6,86.6,97.5,60.1,71.1,75.6,82.2,62.2,81.6,86.6,97.5,60.1,71.1,75.6,82.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),-3290,-1.0,LONG,3290,0.057403077782,SHORT,2012-07-23,797.46,-6100.51,-0.57224455485,797.46,42065.02,0.188922357764,-1.18892235776,-0.846397247087,797.46,100240.69,0.997451491418,0.407116966978,0.0,39222.97
342,342,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-24,24.07.2012,064A60,NYME,1,64,53916,3855,110,0,50061,53806,53916,53916,0,0,53916,3855,110,0,50061,53806,53916,53916,0,0,0,0,0,0,0,0,0,0,0,0,-2029.0,-330.0,22.0,-22.0,-1677.0,-2029.0,-2029.0,-2029.0,0.0,0.0,100,7.2,0.2,0.0,92.8,99.8,100.0,100.0,0.0,0.0,100,7.2,0.2,0.0,92.8,99.8,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1,1,0,21,26,22,27,33,1,1,0,21,26,22,27,0,0,0,0,0,0,0,0,54.2,45.2,75.6,63.6,51.2,31.0,62.8,47.6,54.2,45.2,75.6,63.6,51.2,31.0,62.8,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),3745,0.944514501892,SHORT,-3745,-0.03605572511,LONG,2012-07-30,818.84,735.76,1.94451450189,735.76,42800.78,0.161364831346,1.09692592519,0.153309258856,735.76,100976.45,0.887781581709,1.16486597166,735.76,39958.73
343,343,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-31,31.07.2012,064A63,NYME,1,64,45449,126,7932,0,45323,37517,45449,45449,0,0,45449,126,7932,0,45323,37517,45449,45449,0,0,0,0,0,0,0,0,0,0,0,0,-322.0,0.0,-1346.0,0.0,-322.0,1024.0,-322.0,-322.0,0.0,0.0,100,0.3,17.5,0.0,99.7,82.5,100.0,100.0,0.0,0.0,100,0.3,17.5,0.0,99.7,82.5,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1,1,0,16,18,17,19,27,1,1,0,16,18,17,19,0,0,0,0,0,0,0,0,53.8,74.2,81.3,89.8,46.9,56.0,67.3,70.1,53.8,74.2,81.3,89.8,46.9,56.0,67.3,70.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),-7806,-0.968726731199,LONG,7806,0.0942298406567,SHORT,2012-08-06,738.27,193.12,-1.91324123309,738.27,43539.05,0.255543339395,-1.21627839505,-0.243921591427,738.27,101714.72,0.839804051723,1.23703372479,738.27,40697.0
344,344,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-07,07.08.2012,064A64,NYME,1,64,71872,1513,1107,4643,65504,65098,71660,70848,212,1024,71872,1513,1107,4643,65504,65098,71660,70848,212,1024,0,0,0,0,0,0,0,0,0,0,1044.0,387.0,132.0,-132.0,789.0,20.0,1044.0,20.0,0.0,1024.0,100,2.1,1.5,6.5,91.1,90.6,99.7,98.6,0.3,1.4,100,2.1,1.5,6.5,91.1,90.6,99.7,98.6,0.3,1.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1,1,1,23,18,25,19,31,1,1,1,23,18,25,19,0,0,0,0,0,0,0,0,46.9,67.6,73.3,87.6,40.6,48.0,52.7,57.4,46.9,67.6,73.3,87.6,40.6,48.0,52.7,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),406,0.154961832061,SHORT,406,0.00310868133719,SHORT,2012-08-13,656.79,603.51,1.12368856326,603.51,44142.56,-0.895916027293,0.0161290430989,-0.427056055335,656.79,102371.51,1.15271981225,1.09372540583,0.0,40697.0
345,345,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-14,14.08.2012,064A66,NYME,1,64,44602,2207,0,2268,39957,42164,44432,44432,170,170,44602,2207,0,2268,39957,42164,44432,44432,170,170,0,0,0,0,0,0,0,0,0,0,-960.0,0.0,0.0,0.0,-960.0,-960.0,-960.0,-960.0,0.0,0.0,100,4.9,0.0,5.1,89.6,94.5,99.6,99.6,0.4,0.4,100,4.9,0.0,5.1,89.6,94.5,99.6,99.6,0.4,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2,0,1,18,18,20,19,25,2,0,1,18,18,20,19,0,0,0,0,0,0,0,0,53.3,50.2,76.1,71.6,44.2,45.9,62.1,63.1,53.3,50.2,76.1,71.6,44.2,45.9,62.1,63.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),2207,1.0,SHORT,-2207,-0.0268749771678,LONG,2012-08-20,541.18,496.33,0.845038167939,496.33,44638.89,0.889712213887,1.88971221389,1.10907454207,496.33,102867.84,1.32006341398,1.00225187729,0.0,40697.0
346,346,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-21,21.08.2012,064A68,NYME,1,64,54752,105,0,0,54647,54752,54752,54752,0,0,54752,105,0,0,54647,54752,54752,54752,0,0,0,0,0,0,0,0,0,0,0,0,200.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,100,0.2,0.0,0.0,99.8,100.0,100.0,100.0,0.0,0.0,100,0.2,0.0,0.0,99.8,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1,0,0,23,18,24,18,31,1,0,0,23,18,24,18,0,0,0,0,0,0,0,0,43.2,60.3,71.7,84.3,42.6,57.5,66.1,78.5,43.2,60.3,71.7,84.3,42.6,57.5,66.1,78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),105,1.0,SHORT,-105,-0.000959789394784,LONG,2012-08-27,629.01,539.58,0.0,539.58,45178.47,-0.529831552021,0.470168447979,0.708592646389,539.58,103407.42,1.23411408882,1.193003072,0.0,40697.0
347,347,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-28,28.08.2012,064A68,NYME,1,64,16541,510,0,0,15521,16222,16031,16222,510,319,16541,510,0,0,15521,16222,16031,16222,510,319,0,0,0,0,0,0,0,0,0,0,200.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,100,3.1,0.0,0.0,93.8,98.1,96.9,98.1,3.1,1.9,100,3.1,0.0,0.0,93.8,98.1,96.9,98.1,3.1,1.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,0,0,16,13,17,13,21,1,0,0,16,13,17,13,0,0,0,0,0,0,0,0,62.0,67.1,79.3,88.0,59.9,59.3,76.9,78.2,62.0,67.1,79.3,88.0,59.9,59.3,76.9,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 80 Megawatt Hours),510,1.0,SHORT,-701,-0.0220836089847,LONG,2012-09-03,882.8,811.65,0.0,811.65,45990.12,-0.390803776558,0.609196223442,0.785057922893,811.65,104219.07,1.1271117718,1.02219439757,0.0,40697.0
348,348,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-04,04.09.2012,064A78,NYME,1,64,357710,27892,11850,23480,306338,322380,357710,357710,0,0,357710,27892,11850,23480,306338,322380,357710,357710,0,0,0,0,0,0,0,0,0,0,0,0,-24280.0,-2576.0,-3680.0,0.0,-21704.0,-20600.0,-24280.0,-24280.0,0.0,0.0,100,7.8,3.3,6.6,85.6,90.1,100.0,100.0,0.0,0.0,100,7.8,3.3,6.6,85.6,90.1,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,1,1,14,13,15,15,23,1,1,1,14,13,15,15,0,0,0,0,0,0,0,0,58.9,66.2,88.8,83.5,51.6,61.4,73.1,73.7,58.9,66.2,88.8,83.5,51.6,61.4,73.1,73.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 5 Megawatt Hours),16042,0.403653565497,SHORT,-16042,-0.0255154139058,LONG,2012-09-10,887.39,829.41,-0.596346434503,829.41,46819.53,0.0018695363137,0.404408210496,0.672424515773,829.41,105048.48,0.979346176965,0.878708007189,0.0,40697.0
349,349,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-11,11.09.2012,064A78,NYME,1,64,1045914,23400,18461,2400,1020114,1025053,1045914,1045914,0,0,1045914,23400,18461,2400,1020114,1025053,1045914,1045914,0,0,0,0,0,0,0,0,0,0,0,0,55089.0,0.0,0.0,0.0,55089.0,55089.0,55089.0,55089.0,0.0,0.0,100,2.2,1.8,0.2,97.5,98.0,100.0,100.0,0.0,0.0,100,2.2,1.8,0.2,97.5,98.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1,2,1,20,22,22,24,33,1,2,1,20,22,22,24,0,0,0,0,0,0,0,0,54.3,52.8,78.8,76.4,34.7,32.9,49.3,41.8,54.3,52.8,78.8,76.4,34.7,32.9,49.3,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 5 Megawatt Hours),4939,0.117985714627,SHORT,-4939,-0.00241496171217,LONG,2012-09-17,896.5,862.21,-0.28566785087,862.21,47681.74,0.00186413840228,0.118205656329,0.246657215454,862.21,105910.69,0.858404746425,0.716109430386,0.0,40697.0
350,350,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-18,18.09.2012,064A79,NYME,1,64,876681,0,12129,48016,828665,816536,876681,876681,0,0,876681,0,12129,48016,828665,816536,876681,876681,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,1.4,5.5,94.5,93.1,100.0,100.0,0.0,0.0,100,0.0,1.4,5.5,94.5,93.1,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,1,1,19,21,20,22,27,0,1,1,19,21,20,22,0,0,0,0,0,0,0,0,61.0,50.8,82.4,73.4,36.7,22.1,43.8,34.4,61.0,50.8,82.4,73.4,36.7,22.1,43.8,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 5 Megawatt Hours),-12129,-1.0,LONG,12129,0.00737235146344,SHORT,2012-09-24,831.25,778.83,-1.11798571463,831.25,48512.99,0.275791266821,-1.27579126682,-0.64859162517,831.25,106741.94,0.82587224765,0.928859055545,831.25,41528.25
