,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1,Trade_Date,CALL_USDCAD,PUT_USDCAD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
267,267,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-02-15,15.02.2011,058643,CME,0,58,9945,4270,4962,921,3019,2040,8210,7923,1735,2022,9945,4270,4962,921,3019,2040,8210,7923,1735,2022,0,0,0,0,0,0,0,0,0,0,-330.0,184.0,66.0,-135.0,-432.0,-209.0,-383.0,-278.0,53.0,-52.0,100,42.9,49.9,9.3,30.4,20.5,82.6,79.7,17.4,20.3,100,42.9,49.9,9.3,30.4,20.5,82.6,79.7,17.4,20.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,31,30,14,20,20,60,62,92,31,30,14,20,20,60,62,0,0,0,0,0,0,0,0,36.6,22.7,50.4,36.8,36.1,22.7,47.6,36.3,36.6,22.7,50.4,36.8,36.1,22.7,47.6,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 110,000 BOARD FEET)",-692,-0.0749566724437,LONG,979,0.193516505238,SHORT,2011-02-21,1021.57,254.46,-0.173857500067,254.46,-21073.01,0.0793360006633,0.208869330826,0.212039424315,254.46,26585.45,0.230706735091,0.251097244545,254.46,-54988.08
268,268,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-02-22,22.02.2011,058643,CME,0,58,7725,2756,3653,870,2723,1511,6349,6034,1376,1691,7725,2756,3653,870,2723,1511,6349,6034,1376,1691,0,0,0,0,0,0,0,0,0,0,-221.0,75.0,-14.0,-120.0,-74.0,87.0,-119.0,-47.0,-102.0,-174.0,100,35.7,47.3,11.3,35.2,19.6,82.2,78.1,17.8,21.9,100,35.7,47.3,11.3,35.2,19.6,82.2,78.1,17.8,21.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,20,24,10,15,13,40,45,69,20,24,10,15,13,40,45,0,0,0,0,0,0,0,0,34.3,29.6,54.8,45.7,34.3,29.2,52.3,40.2,34.3,29.6,54.8,45.7,34.3,29.2,52.3,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 110,000 BOARD FEET)",-897,-0.139959432049,LONG,1212,0.286254133207,SHORT,2011-02-28,1173.41,1072.37,0.092737627969,1072.37,-20000.64,-0.0404029497151,0.274688621857,0.273065179525,1072.37,27657.82,0.185755928368,0.306972486018,1072.37,-53915.71
269,269,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-01,01.03.2011,061641,CME,0,61,49681,16324,9754,8508,13630,10237,38462,28499,11219,21182,49681,16324,9754,8508,13630,10237,38462,28499,11219,21182,0,0,0,0,0,0,0,0,0,0,-1650.0,936.0,452.0,-990.0,-1662.0,-1298.0,-1716.0,-1836.0,66.0,186.0,100,32.9,19.6,17.1,27.4,20.6,77.4,57.4,22.6,42.6,100,32.9,19.6,17.1,27.4,20.6,77.4,57.4,22.6,42.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,64,40,39,72,84,160,146,224,64,40,39,72,84,160,146,0,0,0,0,0,0,0,0,14.1,16.8,21.6,22.4,11.3,11.0,17.3,14.5,14.1,16.8,21.6,22.4,11.3,11.0,17.3,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 50,000 POUNDS)",6570,0.251936498198,SHORT,3393,0.142162818955,SHORT,2011-03-07,983.04,860.69,-0.144091314252,860.69,-19139.95,0.065966769678,0.15154084089,0.154235106736,860.69,28518.51,0.200506440054,0.304281125632,860.69,-53055.02
270,270,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-08,08.03.2011,061641,CME,0,61,44705,21110,6915,7754,8700,10245,37564,24914,7141,19791,44705,21110,6915,7754,8700,10245,37564,24914,7141,19791,0,0,0,0,0,0,0,0,0,0,1401.0,579.0,-185.0,1009.0,-44.0,549.0,1544.0,1373.0,-143.0,28.0,100,47.2,15.5,17.3,19.5,22.9,84.0,55.7,16.0,44.3,100,47.2,15.5,17.3,19.5,22.9,84.0,55.7,16.0,44.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,64,39,43,31,61,124,125,188,64,39,43,31,61,124,125,0,0,0,0,0,0,0,0,13.5,8.7,23.7,15.5,13.1,7.9,22.4,13.1,13.5,8.7,23.7,15.5,13.1,7.9,22.4,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 50,000 POUNDS)",14195,0.506512042819,SHORT,-1545,-0.0815518606492,LONG,2011-03-14,1025.98,886.48,-0.223714679604,1025.98,-18113.97,0.101728931812,-0.0898480443203,-0.0852078270548,0.0,28518.51,0.247997340703,0.314416262931,1025.98,-52029.04
271,271,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-15,15.03.2011,061641,CME,0,61,25742,10667,2742,3463,6145,8690,20275,14895,5467,10847,25742,10667,2742,3463,6145,8690,20275,14895,5467,10847,0,0,0,0,0,0,0,0,0,0,940.0,707.0,292.0,-674.0,695.0,158.0,728.0,-224.0,212.0,1164.0,100,41.4,10.7,13.5,23.9,33.8,78.8,57.9,21.2,42.1,100,41.4,10.7,13.5,23.9,33.8,78.8,57.9,21.2,42.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,40,21,23,25,54,78,88,129,40,21,23,25,54,78,88,0,0,0,0,0,0,0,0,23.7,18.2,34.9,25.3,18.4,10.2,29.2,17.2,23.7,18.2,34.9,25.3,18.4,10.2,29.2,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 50,000 POUNDS)",7925,0.591020956074,SHORT,-2545,-0.171553758005,LONG,2011-03-21,970.89,790.83,-0.0900018973558,970.89,-17143.08,0.0416729648608,-0.178702911734,-0.176759890712,970.89,29489.4,0.196599851632,0.33579274421,970.89,-51058.15
272,272,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-22,22.03.2011,063642,CME,0,63,26290,5889,19519,209,19487,5435,25585,25163,705,1127,26290,5889,19519,209,19487,5435,25585,25163,705,1127,0,0,0,0,0,0,0,0,0,0,1794.0,776.0,1457.0,-9.0,987.0,181.0,1754.0,1629.0,40.0,165.0,100,22.4,74.2,0.8,74.1,20.7,97.3,95.7,2.7,4.3,100,22.4,74.2,0.8,74.1,20.7,97.3,95.7,2.7,4.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,17,13,5,19,12,38,28,54,17,13,5,19,12,38,28,0,0,0,0,0,0,0,0,57.3,74.5,70.3,88.8,57.3,74.5,70.3,88.8,57.3,74.5,70.3,88.8,57.3,74.5,70.3,88.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 20,000 POUNDS)",-13630,-0.536445214106,LONG,14052,0.563839178236,SHORT,2011-03-28,1057.27,-738.53,0.735392936241,-738.53,-17881.61,-0.329046154242,0.378310065026,0.367312788566,-738.53,28750.87,0.603495484532,0.73114187927,-738.53,-51796.68
273,273,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-29,29.03.2011,063642,CME,0,63,8262,166,4263,21,7412,2628,7599,6912,663,1350,7752,139,4146,21,6942,2448,7102,6615,650,1137,510,27,117,0,470,180,497,297,13,213,-268.0,105.0,-211.0,6.0,-409.0,-55.0,-298.0,-260.0,30.0,-8.0,100,2.0,51.6,0.3,89.7,31.8,92.0,83.7,8.0,16.3,100,1.8,53.5,0.3,89.6,31.6,91.6,85.3,8.4,14.7,100,5.3,22.9,0.0,92.2,35.3,97.5,58.2,2.5,41.8,26,2,8,3,12,8,16,17,26,2,8,3,12,8,16,17,16,1,4,0,8,3,9,7,81.0,61.9,88.1,77.1,81.0,61.8,87.4,75.4,80.5,64.0,87.7,78.4,80.5,63.8,86.9,76.6,89.6,56.1,97.3,58.2,89.6,56.1,97.3,58.2,"(CONTRACTS OF 20,000 POUNDS)",-4097,-0.925039512305,LONG,4784,0.476494023904,SHORT,2011-04-04,917.24,-1625.9,-0.087345154332,-1625.9,-19507.51,0.0404797111677,0.495782364365,0.497143500642,-1625.9,27124.97,0.345664393231,0.744568550299,-1625.9,-53422.58
274,274,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-05,05.04.2011,064363,ICE,1,64,173589,19222,1372,21981,130156,149426,171359,172779,2230,810,173589,19222,1372,21981,130156,149426,171359,172779,2230,810,0,0,0,0,0,0,0,0,0,0,-6660.0,-431.0,-403.0,-1701.0,-4826.0,-4102.0,-6958.0,-6206.0,298.0,-454.0,100,11.1,0.8,12.7,75.0,86.1,98.7,99.5,1.3,0.5,100,11.1,0.8,12.7,75.0,86.1,98.7,99.5,1.3,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,13,3,9,53,52,68,63,75,13,3,9,53,52,68,63,0,0,0,0,0,0,0,0,26.7,43.6,45.8,64.1,20.6,39.6,32.3,49.6,26.7,43.6,45.8,64.1,20.6,39.6,32.3,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 800 MWh),17850,0.866757307954,SHORT,-19270,-0.0689243227389,LONG,2011-04-11,950.37,852.81,-0.545418346643,950.37,-18557.14,0.246219417095,-0.0858948293073,-0.0746470522431,0.0,27124.97,0.495474969136,0.768791350576,950.37,-52472.21
275,275,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-12,12.04.2011,064391,IFED,1,64,54727,2394,323,2099,50234,52305,54727,54727,0,0,54727,2394,323,2099,50234,52305,54727,54727,0,0,0,0,0,0,0,0,0,0,0,0,-1729.0,-1702.0,12.0,652.0,-679.0,-2393.0,-1729.0,-1729.0,0.0,0.0,100,4.4,0.6,3.8,91.8,95.6,100.0,100.0,0.0,0.0,100,4.4,0.6,3.8,91.8,95.6,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,3,3,29,28,33,32,38,2,3,3,29,28,33,32,0,0,0,0,0,0,0,0,55.4,41.6,76.4,65.9,50.5,34.6,60.4,52.0,55.4,41.6,76.4,65.9,50.5,34.6,60.4,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 400 MWh),2071,0.762237762238,SHORT,-2071,-0.0201971932631,LONG,2011-04-18,977.42,-1805.95,0.0487271294758,977.42,-17579.72,-0.0206360059828,-0.0197804038621,-0.0207632822396,0.0,27124.97,0.287414044654,0.782680068016,977.42,-51494.79
276,276,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-19,19.04.2011,064392,IFED,1,64,387578,38752,0,20991,327835,366587,387578,387578,0,0,387578,38752,0,20991,327835,366587,387578,387578,0,0,0,0,0,0,0,0,0,0,0,0,3751.0,-327.0,0.0,0.0,4078.0,3751.0,3751.0,3751.0,0.0,0.0,100,10.0,0.0,5.4,84.6,94.6,100.0,100.0,0.0,0.0,100,10.0,0.0,5.4,84.6,94.6,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,3,0,1,20,17,23,18,29,3,0,1,20,17,23,18,0,0,0,0,0,0,0,0,61.5,64.6,87.0,88.3,52.4,59.7,75.7,79.1,61.5,64.6,87.0,88.3,52.4,59.7,75.7,79.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 25 MWh),38752,1.0,SHORT,-38752,-0.0558046836074,LONG,2011-04-25,1124.74,957.53,-0.0356074903443,1124.74,-16454.98,0.0172421763089,-0.056766877801,-0.0560354841103,0.0,27124.97,0.198133765562,0.664700949205,1124.74,-50370.05
277,277,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-26,26.04.2011,064392,ICE,1,64,581916,8361,8853,1631,571604,571432,581596,581916,320,0,581916,8361,8853,1631,571604,571432,581596,581916,320,0,0,0,0,0,0,0,0,0,0,0,14953.0,1128.0,-8976.0,1320.0,12185.0,22609.0,14633.0,14953.0,320.0,0.0,100,1.4,1.5,0.3,98.2,98.2,99.9,100.0,0.1,0.0,100,1.4,1.5,0.3,98.2,98.2,99.9,100.0,0.1,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4,3,4,28,27,34,32,40,4,3,4,28,27,34,32,0,0,0,0,0,0,0,0,52.9,56.0,75.9,75.5,46.8,42.3,57.9,54.6,52.9,56.0,75.9,75.5,46.8,42.3,57.9,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 25 MWh),-492,-0.0285813872429,LONG,172,0.000150476450435,SHORT,2011-05-02,-6076.31,1045.96,0.0559551600578,1045.96,-15409.02,-0.0238824148784,0.000146882709416,-0.00097214861692,0.0,27124.97,0.16644061706,0.670625074242,1045.96,-49324.09
278,278,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-03,03.05.2011,064394,IFED,1,64,1674564,300427,62731,38866,1335271,1572967,1674564,1674564,0,0,1674564,300427,62731,38866,1335271,1572967,1674564,1674564,0,0,0,0,0,0,0,0,0,0,0,0,8574.0,8960.0,5927.0,-1960.0,1574.0,4607.0,8574.0,8574.0,0.0,0.0,100,17.9,3.7,2.3,79.7,93.9,100.0,100.0,0.0,0.0,100,17.9,3.7,2.3,79.7,93.9,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,7,4,7,42,45,53,52,63,7,4,7,42,45,53,52,0,0,0,0,0,0,0,0,43.6,54.4,61.6,68.8,40.3,50.1,57.0,62.1,43.6,54.4,61.6,68.8,40.3,50.1,57.0,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 50 Megawatt Hours),237696,0.654525027674,SHORT,-237696,-0.0817319627898,LONG,2011-05-09,1292.83,1036.99,-0.0818824392402,1292.83,-14116.19,0.0380261788165,-0.0848399170219,-0.0831401091524,0.0,27124.97,0.169094219235,0.187373681671,1292.83,-48031.26
279,279,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-10,10.05.2011,064395,IFED,1,64,44590,314,6838,4119,40157,33633,44590,44590,0,0,44590,314,6838,4119,40157,33633,44590,44590,0,0,0,0,0,0,0,0,0,0,0,0,-2197.0,-64.0,-2224.0,463.0,-2572.0,-436.0,-2173.0,-2197.0,-24.0,0.0,100,0.7,15.3,9.2,90.1,75.4,100.0,100.0,0.0,0.0,100,0.7,15.3,9.2,90.1,75.4,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,4,4,5,25,22,31,29,37,4,4,5,25,22,31,29,0,0,0,0,0,0,0,0,49.4,50.6,77.5,74.1,37.9,36.3,56.3,52.1,49.4,50.6,77.5,74.1,37.9,36.3,56.3,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 400 Megawatt Hours),-6524,-0.912192393736,LONG,6524,0.0884130641008,SHORT,2011-05-16,1376.57,1129.23,0.170145026891,1129.23,-12986.96,-0.0751698292401,0.0817670691697,0.0784970885306,0.0,27124.97,0.200015282566,0.326884591812,1129.23,-46902.03
280,280,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-17,17.05.2011,064396,IFED,1,64,274684,0,54359,10293,264391,210032,274684,274684,0,0,274684,0,54359,10293,264391,210032,274684,274684,0,0,0,0,0,0,0,0,0,0,0,0,337.0,0.0,337.0,-337.0,674.0,337.0,337.0,337.0,0.0,0.0,100,0.0,19.8,3.7,96.3,76.5,100.0,100.0,0.0,0.0,100,0.0,19.8,3.7,96.3,76.5,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,3,2,13,15,15,18,27,0,3,2,13,15,15,18,0,0,0,0,0,0,0,0,67.3,62.7,88.2,89.1,58.0,49.4,74.1,69.8,67.3,62.7,88.2,89.1,58.0,49.4,74.1,69.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 25 Megawatt Hours),-54359,-1.0,LONG,54359,0.114579183556,SHORT,2011-05-23,1319.66,1085.82,0.0261661194552,1085.82,-11901.14,-0.0105029188583,0.113375767688,0.112876513617,1085.82,28210.79,0.163401175855,0.334496154615,1085.82,-45816.21
281,281,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-24,24.05.2011,064396,ICE,1,64,565755,0,13507,976,564779,551272,565755,565755,0,0,565755,0,13507,976,564779,551272,565755,565755,0,0,0,0,0,0,0,0,0,0,0,0,6071.0,0.0,951.0,328.0,5743.0,4792.0,6071.0,6071.0,0.0,0.0,100,0.0,2.4,0.2,99.8,97.4,100.0,100.0,0.0,0.0,100,0.0,2.4,0.2,99.8,97.4,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,4,1,23,24,24,28,33,0,4,1,23,24,24,28,0,0,0,0,0,0,0,0,64.7,55.2,85.9,75.8,46.0,41.3,57.9,52.6,64.7,55.2,85.9,75.8,46.0,41.3,57.9,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 25 Megawatt Hours),-13507,-1.0,LONG,13507,0.012102493524,SHORT,2011-05-30,1266.36,1078.78,-0.102476690032,1078.78,-10822.36,0.0472759126425,0.0126746499506,0.0147127406227,0.0,28210.79,0.17610706204,0.32745179738,1078.78,-44737.43
282,282,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-31,31.05.2011,06439B,IFED,1,64,59049,8944,0,2498,47248,55064,58690,57562,359,1487,59049,8944,0,2498,47248,55064,58690,57562,359,1487,0,0,0,0,0,0,0,0,0,0,147.0,-125.0,0.0,-42.0,293.0,231.0,126.0,189.0,21.0,-42.0,100,15.1,0.0,4.2,80.0,93.3,99.4,97.5,0.6,2.5,100,15.1,0.0,4.2,80.0,93.3,99.4,97.5,0.6,2.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,6,0,3,28,28,34,31,39,6,0,3,28,28,34,31,0,0,0,0,0,0,0,0,47.7,50.1,71.9,66.4,33.0,43.5,49.7,53.6,47.7,50.1,71.9,66.4,33.0,43.5,49.7,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800MWh,8944,1.0,SHORT,-7816,-0.0763937759012,LONG,2011-06-06,1120.96,964.09,-0.0884962694252,1120.96,-9701.4,0.0409967247907,-0.0795256705075,-0.0776931072269,0.0,28210.79,0.17402637112,0.326343718772,1120.96,-43616.47
283,283,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-07,07.06.2011,06439E,IFED,1,64,4850,600,150,0,3350,4450,3950,4600,900,250,4850,600,150,0,3350,4450,3950,4600,900,250,0,0,0,0,0,0,0,0,0,0,1400.0,500.0,50.0,-300.0,300.0,1450.0,500.0,1200.0,900.0,200.0,100,12.4,3.1,0.0,69.1,91.8,81.4,94.8,18.6,5.2,100,12.4,3.1,0.0,69.1,91.8,81.4,94.8,18.6,5.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2,1,0,14,13,16,14,25,2,1,0,14,13,16,14,0,0,0,0,0,0,0,0,53.6,52.6,68.0,77.3,53.6,50.5,66.0,73.2,53.6,52.6,68.0,77.3,53.6,50.5,66.0,73.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16 mwh,450,0.6,SHORT,-1100,-0.141025641026,LONG,2011-06-13,1107.03,990.72,-0.0646318651248,1107.03,-8594.37,0.0302782291326,-0.145295647699,-0.143917610263,1107.03,29317.82,0.165684466277,0.245375612607,1107.03,-42509.44
284,284,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-14,14.06.2011,06439K,IFED,1,64,848920,0,38800,0,848920,810120,848920,848920,0,0,848920,0,38800,0,848920,810120,848920,848920,0,0,0,0,0,0,0,0,0,0,0,0,83120.0,0.0,20400.0,0.0,83120.0,62720.0,83120.0,83120.0,0.0,0.0,100,0.0,4.6,0.0,100.0,95.4,100.0,100.0,0.0,0.0,100,0.0,4.6,0.0,100.0,95.4,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,1,0,17,17,17,18,30,0,1,0,17,17,17,18,0,0,0,0,0,0,0,0,64.8,60.1,89.4,81.7,59.5,60.1,84.1,79.9,64.8,60.1,89.4,81.7,59.5,60.1,84.1,79.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800MWh,-38800,-1.0,LONG,38800,0.0233870189989,SHORT,2011-06-20,1270.43,1109.11,0.164412660025,1109.11,-7485.26,-0.0725951850719,0.0216892340264,0.0184349365253,0.0,29317.82,0.196315759178,0.277047434741,1109.11,-41400.33
285,285,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-21,21.06.2011,06439R,IFED,1,64,9260,2885,148,44,6221,9024,9150,9216,110,44,9260,2885,148,44,6221,9024,9150,9216,110,44,0,0,0,0,0,0,0,0,0,0,134.0,0.0,23.0,0.0,111.0,111.0,111.0,134.0,23.0,0.0,100,31.2,1.6,0.5,67.2,97.5,98.8,99.5,1.2,0.5,100,31.2,1.6,0.5,67.2,97.5,98.8,99.5,1.2,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,3,3,1,13,15,17,18,25,3,3,1,13,15,17,18,0,0,0,0,0,0,0,0,51.1,54.4,76.9,82.3,49.1,51.0,70.3,69.7,51.1,54.4,76.9,82.3,49.1,51.0,70.3,69.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800 Mwh,2737,0.902406857896,SHORT,-2803,-0.183863561824,LONG,2011-06-27,1231.76,-15460.35,-0.207250580823,1231.76,-6253.5,0.0943342208823,-0.201208187677,-0.196716283544,1231.76,30549.58,0.237278585995,0.345424698594,1231.76,-40168.57
