,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1
415,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-05-27,27.05.2014,097741,CME,0,97,162820,83254,22942,2549,23331,16057,2554,24365,69150,2839,3576,4439,1213,143681,121743,19139,41077,-1999.0,2136.0,-5324.0,688.0,2201.0,-1145.0,-1216.0,133.0,4708.0,-364.0,-468.0,-1503.0,-18.0,3092.0,-4174.0,-5091.0,2175.0,100,51.1,14.1,1.6,14.3,9.9,1.6,15.0,42.5,1.7,2.2,2.7,0.7,88.2,74.8,11.8,25.2,111,7.0,12.0,5.0,8.0,13.0,9.0,18.0,40.0,11.0,5.0,8.0,,55.0,83.0,52.6,33.6,66.3,42.6,52.6,32.8,66.0,41.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.478907127199,LONG,0.567930995518,SHORT,0.184675535696,LONG
416,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-03,03.06.2014,097741,CME,0,97,171804,94759,14965,1919,25790,16606,623,25798,79927,2685,3633,5147,1222,156429,123094,15375,48710,8984.0,11505.0,-7977.0,-630.0,2459.0,549.0,-1931.0,1433.0,10777.0,-154.0,57.0,708.0,9.0,12748.0,1351.0,-3764.0,7633.0,100,55.2,8.7,1.1,15.0,9.7,0.4,15.0,46.5,1.6,2.1,3.0,0.7,91.1,71.6,8.9,28.4,112,10.0,9.0,5.0,8.0,13.0,5.0,12.0,46.0,11.0,4.0,10.0,,50.0,86.0,56.4,34.6,70.5,41.7,56.4,33.9,70.5,40.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.511979191298,LONG,0.727224672815,SHORT,0.216624209831,LONG
417,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-10,10.06.2014,097741,CME,0,97,201094,97764,16200,14005,28652,17570,1771,25188,85905,12158,3702,3719,1192,184432,152520,16662,48574,29290.0,3005.0,1235.0,12086.0,2862.0,964.0,1148.0,-610.0,5978.0,9473.0,69.0,-1428.0,-30.0,28003.0,29426.0,1287.0,-136.0,100,48.6,8.1,7.0,14.2,8.7,0.9,12.5,42.7,6.0,1.8,1.8,0.6,91.7,75.8,8.3,24.2,112,10.0,10.0,8.0,10.0,13.0,7.0,15.0,43.0,18.0,,6.0,,58.0,90.0,52.5,31.3,67.5,41.7,49.0,30.2,62.0,36.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.54654208636,LONG,0.71569969464,SHORT,0.239755960365,LONG
418,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-17,17.06.2014,097741,CME,0,97,153007,84148,7588,18,29402,17805,136,20271,80418,1590,2313,2688,0,137878,110243,15129,42764,-48087.0,-13616.0,-8612.0,-13987.0,750.0,235.0,-1635.0,-4917.0,-5487.0,-10568.0,-1389.0,-1031.0,-1192.0,-46554.0,-42277.0,-1533.0,-5810.0,100,55.0,5.0,0.0,19.2,11.6,0.1,13.2,52.6,1.0,1.5,1.8,0.0,90.1,72.1,9.9,27.9,103,10.0,6.0,,9.0,13.0,,13.0,44.0,7.0,,5.0,0.0,44.0,71.0,60.1,32.5,73.3,41.2,60.1,32.5,73.2,41.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.59735422936,LONG,0.834568762536,SHORT,0.245662719512,LONG
419,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-24,24.06.2014,097741,CME,0,97,148257,80770,9012,204,30574,16701,26,17172,75625,1699,2477,3700,0,132922,106967,15335,41290,-4750.0,-3378.0,1424.0,186.0,1172.0,-1104.0,-110.0,-3099.0,-4793.0,109.0,164.0,1012.0,0.0,-4956.0,-3276.0,206.0,-1474.0,100,54.5,6.1,0.1,20.6,11.3,0.0,11.6,51.0,1.1,1.7,2.5,0.0,89.7,72.1,10.3,27.9,108,9.0,9.0,5.0,9.0,13.0,,15.0,44.0,8.0,4.0,5.0,0.0,48.0,76.0,61.5,30.8,73.7,39.8,61.5,30.8,73.4,39.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.629901828723,LONG,0.799247065113,SHORT,0.293453199365,LONG
420,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-01,01.07.2014,097741,CME,0,97,156480,75858,23509,203,30855,16894,23,19599,72574,3235,3809,2467,0,133582,118905,22898,37575,8223.0,-4912.0,14497.0,-1.0,281.0,193.0,-3.0,2427.0,-3051.0,1536.0,1332.0,-1233.0,0.0,660.0,11938.0,7563.0,-3715.0,100,48.5,15.0,0.1,19.7,10.8,0.0,12.5,46.4,2.1,2.4,1.6,0.0,85.4,76.0,14.6,24.0,111,7.0,11.0,5.0,8.0,13.0,,15.0,47.0,12.0,6.0,4.0,0.0,49.0,81.0,56.6,27.2,68.6,36.5,56.6,26.9,68.3,36.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.574734466709,LONG,0.52682480099,SHORT,0.292383086557,LONG
421,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-08,08.07.2014,097741,CME,0,97,157710,84162,22591,244,31766,17336,24,16100,74561,2353,2886,1871,0,137535,118980,20175,38730,1230.0,8304.0,-918.0,41.0,911.0,442.0,1.0,-3499.0,1987.0,-882.0,-923.0,-596.0,0.0,3953.0,75.0,-2723.0,1155.0,100,53.4,14.3,0.2,20.1,11.0,0.0,10.2,47.3,1.5,1.8,1.2,0.0,87.2,75.4,12.8,24.6,101,7.0,12.0,8.0,8.0,13.0,,12.0,42.0,11.0,5.0,,0.0,47.0,76.0,57.5,28.7,70.0,38.4,57.5,28.6,70.0,38.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.644830743098,LONG,0.576761308816,SHORT,0.293878049774,LONG
422,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-15,15.07.2014,097741,CME,0,97,155127,84732,27713,321,32470,17046,162,13647,68318,2020,3364,2148,16,136732,117744,18395,37383,-2583.0,570.0,5122.0,77.0,704.0,-290.0,138.0,-2453.0,-6243.0,-333.0,478.0,277.0,16.0,-803.0,-1236.0,-1780.0,-1347.0,100,54.6,17.9,0.2,20.9,11.0,0.1,8.8,44.0,1.3,2.2,1.4,0.0,88.1,75.9,11.9,24.1,102,6.0,12.0,6.0,8.0,14.0,4.0,11.0,42.0,8.0,4.0,5.0,,43.0,78.0,59.4,33.7,72.1,42.5,59.4,33.5,72.0,42.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.667004209114,LONG,0.507083463026,SHORT,0.311495274255,LONG
423,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-22,22.07.2014,097741,CME,0,97,162029,84823,37392,430,33469,16638,76,17045,63261,2822,3056,1882,57,141778,122558,20251,39471,6902.0,91.0,9679.0,109.0,999.0,-408.0,-86.0,3398.0,-5057.0,802.0,-308.0,-266.0,41.0,5046.0,4814.0,1856.0,2088.0,100,52.4,23.1,0.3,20.7,10.3,0.0,10.5,39.0,1.7,1.9,1.2,0.0,87.5,75.6,12.5,24.4,102,6.0,13.0,7.0,9.0,12.0,,13.0,41.0,12.0,,5.0,,48.0,78.0,57.3,32.8,69.4,40.4,57.3,32.6,69.3,40.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.575498717406,LONG,0.388094751053,SHORT,0.335901171493,LONG
424,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-29,29.07.2014,097741,CME,0,97,172210,95609,26794,510,33813,18464,337,17776,76713,2573,3987,3484,38,154643,128913,17567,43297,10181.0,10786.0,-10598.0,80.0,344.0,1826.0,261.0,731.0,13452.0,-249.0,931.0,1602.0,-19.0,12865.0,6355.0,-2684.0,3826.0,100,55.5,15.6,0.3,19.6,10.7,0.2,10.3,44.5,1.5,2.3,2.0,0.0,89.8,74.9,10.2,25.1,104,7.0,13.0,5.0,8.0,15.0,4.0,10.0,43.0,9.0,4.0,4.0,,44.0,79.0,60.1,31.1,73.7,39.4,60.1,30.8,73.7,39.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.623744562859,LONG,0.562200272869,SHORT,0.29360904413,LONG
425,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-08-05,05.08.2014,097741,CME,0,97,192906,111391,10849,3084,34025,18889,351,23451,100618,2926,3482,2892,56,178766,139665,14140,53241,20696.0,15782.0,-15945.0,2574.0,212.0,425.0,14.0,5675.0,23905.0,353.0,-505.0,-592.0,18.0,24123.0,10752.0,-3427.0,9944.0,100,57.7,5.6,1.6,17.6,9.8,0.2,12.2,52.2,1.5,1.8,1.5,0.0,92.7,72.4,7.3,27.6,115,11.0,9.0,,8.0,16.0,5.0,14.0,48.0,8.0,4.0,5.0,,45.0,87.0,60.0,28.6,73.0,38.1,60.0,28.6,73.0,38.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.621968420798,LONG,0.822496727749,SHORT,0.28604906074,LONG
426,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-08-12,12.08.2014,097741,CME,0,97,192140,108904,28040,1742,34041,17598,452,25113,94908,2897,4571,1252,96,177816,146985,14324,45155,-766.0,-2487.0,17191.0,-1342.0,16.0,-1291.0,101.0,1662.0,-5710.0,-29.0,1089.0,-1640.0,40.0,-950.0,7320.0,184.0,-8086.0,100,56.7,14.6,0.9,17.7,9.2,0.2,13.1,49.4,1.5,2.4,0.7,0.0,92.5,76.5,7.5,23.5,106,11.0,9.0,4.0,9.0,14.0,6.0,11.0,46.0,13.0,,,,47.0,83.0,60.1,33.0,73.1,42.8,60.1,32.8,73.1,42.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.581523233434,LONG,0.590489543171,SHORT,0.318422122814,LONG
427,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-08-19,19.08.2014,097741,CME,0,97,203180,113309,18072,2145,34333,19366,266,31725,105370,3089,4892,1380,269,190028,149957,13152,53223,11040.0,4405.0,-9968.0,403.0,292.0,1768.0,-186.0,6612.0,10462.0,192.0,321.0,128.0,173.0,12212.0,2972.0,-1172.0,8068.0,100,55.8,8.9,1.1,16.9,9.5,0.1,15.6,51.9,1.5,2.4,0.7,0.1,93.5,73.8,6.5,26.2,110,10.0,8.0,,8.0,17.0,5.0,14.0,45.0,10.0,4.0,4.0,,49.0,80.0,57.5,28.8,70.3,39.5,57.5,28.3,70.3,38.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.537182245888,LONG,0.724891727114,SHORT,0.278720274121,LONG
428,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-08-26,26.08.2014,097741,CME,0,97,218009,128155,7250,2591,34314,19586,269,31770,122202,4241,3091,2069,482,204913,158690,13096,59319,14829.0,14846.0,-10822.0,446.0,-19.0,220.0,3.0,45.0,16832.0,1152.0,-1801.0,689.0,213.0,14885.0,8733.0,-56.0,6096.0,100,58.8,3.3,1.2,15.7,9.0,0.1,14.6,56.1,1.9,1.4,0.9,0.2,94.0,72.8,6.0,27.2,116,12.0,6.0,,8.0,17.0,5.0,16.0,49.0,12.0,,5.0,,52.0,86.0,54.1,29.5,68.1,39.9,54.1,29.5,68.1,39.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.587327566051,LONG,0.892913851039,SHORT,0.273246753247,LONG
429,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-09-02,02.09.2014,097741,CME,0,97,230937,143384,8272,2886,34883,19813,288,26430,130130,3386,3796,4155,381,215434,169311,15503,61626,12928.0,15229.0,1022.0,295.0,569.0,227.0,19.0,-5340.0,7928.0,-855.0,705.0,2086.0,-101.0,10521.0,10621.0,2407.0,2307.0,100,62.1,3.6,1.2,15.1,8.6,0.1,11.4,56.3,1.5,1.6,1.8,0.2,93.3,73.3,6.7,26.7,128,13.0,7.0,4.0,9.0,16.0,5.0,13.0,58.0,8.0,4.0,8.0,,51.0,96.0,51.6,29.4,69.4,38.9,51.6,29.4,69.4,38.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.662365866122,LONG,0.890911009126,SHORT,0.275522890157,LONG
430,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-09-09,09.09.2014,097741,CME,0,97,255624,130762,6892,24515,33766,22922,132,28874,115498,20108,1999,3583,181,240337,193831,15287,61793,24687.0,-12622.0,-1380.0,21629.0,-1117.0,3109.0,-156.0,2444.0,-14632.0,16722.0,-1797.0,-572.0,-200.0,24903.0,24520.0,-216.0,167.0,100,51.2,2.7,9.6,13.2,9.0,0.1,11.3,45.2,7.9,0.8,1.4,0.1,94.0,75.8,6.0,24.2,126,14.0,5.0,6.0,8.0,17.0,5.0,13.0,59.0,21.0,,6.0,,60.0,100.0,46.5,26.5,66.2,39.7,43.2,20.9,58.4,29.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.600005541241,LONG,0.899864878609,SHORT,0.191292689811,LONG
431,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-09-16,16.09.2014,097741,CME,0,97,208235,112322,3664,1,33687,27872,309,36991,113583,1520,11628,2465,11,196469,149425,11766,58810,-47389.0,-18440.0,-3228.0,-24514.0,-79.0,4950.0,177.0,8117.0,-1915.0,-18588.0,9629.0,-1118.0,-170.0,-43868.0,-44406.0,-3521.0,-2983.0,100,53.9,1.8,0.0,16.2,13.4,0.1,17.8,54.5,0.7,5.6,1.2,0.0,94.3,71.8,5.7,28.2,128,13.0,4.0,,9.0,18.0,5.0,16.0,56.0,5.0,5.0,7.0,,51.0,89.0,47.6,29.7,66.7,39.3,47.6,29.7,66.7,39.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.508666834912,LONG,0.93681996103,SHORT,0.094462223233,LONG
432,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-09-23,23.09.2014,097741,CME,0,97,222214,127486,4589,1,32602,29019,307,30416,124263,2501,11952,3224,391,205656,164295,16558,57919,13979.0,15164.0,925.0,0.0,-1085.0,1147.0,-2.0,-6575.0,10680.0,981.0,324.0,759.0,380.0,9187.0,14870.0,4792.0,-891.0,100,57.4,2.1,0.0,14.7,13.1,0.1,13.7,55.9,1.1,5.4,1.5,0.2,92.5,73.9,7.5,26.1,130,13.0,4.0,,9.0,19.0,5.0,20.0,53.0,7.0,4.0,8.0,,55.0,90.0,44.6,30.3,61.9,40.6,44.6,30.3,61.9,40.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.606721015781,LONG,0.93050918039,SHORT,0.0581457619967,LONG
433,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-09-30,30.09.2014,097741,CME,0,97,239477,140967,7629,275,31952,33894,323,35592,130165,2870,12311,7535,525,224815,183216,14662,56261,17263.0,13481.0,3040.0,274.0,-650.0,4875.0,16.0,5176.0,5902.0,369.0,359.0,4311.0,134.0,19159.0,18921.0,-1896.0,-1658.0,100,58.9,3.2,0.1,13.3,14.2,0.1,14.9,54.4,1.2,5.1,3.1,0.2,93.9,76.5,6.1,23.5,137,16.0,6.0,,9.0,21.0,4.0,19.0,52.0,8.0,4.0,10.0,,56.0,97.0,45.7,29.6,63.4,42.0,45.7,29.6,63.3,42.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.570552073216,LONG,0.89731890495,SHORT,-0.0294930595632,SHORT
434,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-10-07,07.10.2014,097741,CME,0,97,223255,123682,4361,682,32080,31997,579,27877,117443,3286,13026,6973,1441,202653,166762,20602,56493,-16222.0,-17285.0,-3268.0,407.0,128.0,-1897.0,256.0,-7715.0,-12722.0,416.0,715.0,-562.0,916.0,-22162.0,-16454.0,5940.0,232.0,100,55.4,2.0,0.3,14.4,14.3,0.3,12.5,52.6,1.5,5.8,3.1,0.6,90.8,74.7,9.2,25.3,127,15.0,4.0,,10.0,18.0,6.0,17.0,47.0,13.0,7.0,9.0,,62.0,88.0,46.3,30.8,63.2,40.8,46.3,30.8,62.6,40.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.616336361134,LONG,0.931882258304,SHORT,0.00129531657225,LONG
435,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-10-14,14.10.2014,097741,CME,0,97,212420,120134,8161,583,32797,33533,408,22986,106146,3735,14830,4892,1452,196925,158910,15495,53510,-10835.0,-3548.0,3800.0,-99.0,717.0,1536.0,-171.0,-4891.0,-11297.0,449.0,1804.0,-2081.0,11.0,-5728.0,-7852.0,-5107.0,-2983.0,100,56.6,3.8,0.3,15.4,15.8,0.2,10.8,50.0,1.8,7.0,2.3,0.7,92.7,74.8,7.3,25.2,117,15.0,6.0,,8.0,17.0,6.0,13.0,44.0,11.0,8.0,6.0,,57.0,80.0,46.0,33.3,64.1,42.2,46.0,33.3,63.7,42.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.643992194034,LONG,0.872777582914,SHORT,-0.0110960349766,SHORT
436,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-10-21,21.10.2014,097741,CME,0,97,185412,89552,9817,1174,33373,32689,249,28580,82071,3455,12136,3870,2189,170708,135514,14704,49898,-27008.0,-30582.0,1656.0,591.0,576.0,-844.0,-159.0,5594.0,-24075.0,-280.0,-2694.0,-1022.0,737.0,-26217.0,-23396.0,-791.0,-3612.0,100,48.3,5.3,0.6,18.0,17.6,0.1,15.4,44.3,1.9,6.5,2.1,1.2,92.1,73.1,7.9,26.9,108,15.0,5.0,4.0,9.0,15.0,4.0,16.0,36.0,13.0,8.0,4.0,,59.0,73.0,42.1,30.9,59.9,39.1,42.1,30.8,59.7,39.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.483420845722,LONG,0.802413227465,SHORT,0.0103539099634,LONG
437,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-10-28,28.10.2014,097741,CME,0,97,184120,87199,14450,1358,32129,32862,797,28276,74566,2648,12501,4419,1858,166766,132958,17354,51162,-1292.0,-2353.0,4633.0,184.0,-1244.0,173.0,548.0,-304.0,-7505.0,-807.0,365.0,549.0,-331.0,-3942.0,-2556.0,2650.0,1264.0,100,47.4,7.8,0.7,17.5,17.8,0.4,15.4,40.5,1.4,6.8,2.4,1.0,90.6,72.2,9.4,27.8,108,11.0,6.0,4.0,9.0,17.0,5.0,16.0,35.0,8.0,8.0,6.0,4.0,55.0,74.0,42.9,30.5,60.6,39.0,42.9,30.5,60.3,39.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.450107932557,LONG,0.715688299934,SHORT,-0.0112784847133,SHORT
438,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-11-04,04.11.2014,097741,CME,0,97,207974,100140,8743,907,30892,27429,898,33288,91103,3755,21077,13937,2087,193044,148859,14930,59115,23854.0,12941.0,-5707.0,-451.0,-1237.0,-5433.0,101.0,5012.0,16537.0,1107.0,8576.0,9518.0,229.0,26278.0,15901.0,-2424.0,7953.0,100,48.2,4.2,0.4,14.9,13.2,0.4,16.0,43.8,1.8,10.1,6.7,1.0,92.8,71.6,7.2,28.4,132,14.0,5.0,,9.0,17.0,6.0,19.0,46.0,12.0,8.0,14.0,4.0,62.0,95.0,38.4,25.0,56.3,33.5,38.4,25.0,56.2,33.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.464784429742,LONG,0.839405600507,SHORT,0.0593782685482,LONG
439,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-11-11,11.11.2014,097741,CME,0,97,227576,116647,11223,1459,27799,33196,901,39040,102178,3574,21222,16201,2186,212828,170918,14748,56658,19602.0,16507.0,2480.0,552.0,-3093.0,5767.0,3.0,5752.0,11075.0,-181.0,145.0,2264.0,99.0,19784.0,22059.0,-182.0,-2457.0,100,51.3,4.9,0.6,12.2,14.6,0.4,17.2,44.9,1.6,9.3,7.1,1.0,93.5,75.1,6.5,24.9,139,13.0,6.0,,9.0,19.0,5.0,22.0,45.0,11.0,12.0,13.0,4.0,65.0,96.0,38.3,30.4,55.7,40.2,38.3,30.4,55.7,40.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.447095979266,LONG,0.824462344569,SHORT,-0.0884826625133,SHORT
440,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-11-18,18.11.2014,097741,CME,0,97,238898,126680,9072,1842,27475,33297,773,39378,113035,3659,20636,18384,2015,222458,182077,16440,56821,11322.0,10033.0,-2151.0,383.0,-324.0,101.0,-128.0,338.0,10857.0,85.0,-586.0,2183.0,-171.0,9630.0,11159.0,1692.0,163.0,100,53.0,3.8,0.8,11.5,13.9,0.3,16.5,47.3,1.5,8.6,7.7,0.8,93.1,76.2,6.9,23.8,140,13.0,5.0,,10.0,17.0,7.0,24.0,46.0,14.0,12.0,13.0,4.0,70.0,98.0,40.6,30.7,56.9,40.1,40.6,30.7,56.9,40.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.483272424268,LONG,0.866344510578,SHORT,-0.0958006976897,SHORT
441,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-11-25,25.11.2014,097741,CME,0,97,253976,137981,6358,2304,29449,36985,1298,39754,117825,4758,18653,22066,2811,237008,194405,16968,59571,15078.0,11301.0,-2714.0,462.0,1974.0,3688.0,525.0,376.0,4790.0,1099.0,-1983.0,3682.0,796.0,14550.0,12328.0,528.0,2750.0,100,54.3,2.5,0.9,11.6,14.6,0.5,15.7,46.4,1.9,7.3,8.7,1.1,93.3,76.5,6.7,23.5,138,14.0,4.0,,10.0,17.0,7.0,23.0,49.0,14.0,10.0,11.0,4.0,69.0,97.0,42.2,30.9,57.5,40.0,42.2,30.9,57.5,40.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.495440382284,LONG,0.911901842191,SHORT,-0.11343589126,SHORT
442,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-12-02,02.12.2014,097741,CME,0,97,257828,142745,4499,2397,30081,36740,2261,36986,115410,6703,17659,25232,2962,241794,196204,16034,61624,3852.0,4764.0,-1859.0,93.0,632.0,-245.0,963.0,-2768.0,-2415.0,1945.0,-994.0,3166.0,151.0,4786.0,1799.0,-934.0,2053.0,100,55.4,1.7,0.9,11.7,14.2,0.9,14.3,44.8,2.6,6.8,9.8,1.1,93.8,76.1,6.2,23.9,133,13.0,4.0,4.0,10.0,16.0,7.0,25.0,42.0,19.0,11.0,12.0,4.0,70.0,97.0,43.6,27.8,58.8,39.3,43.6,27.7,58.8,39.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.51460668259,LONG,0.938890549021,SHORT,-0.0996543002948,SHORT
443,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-12-09,09.12.2014,097741,CME,0,97,279859,138885,15715,1234,31022,39040,2666,35286,104216,14278,15916,21353,20954,260241,219456,19618,60403,22031.0,-3860.0,11216.0,-1163.0,941.0,2300.0,405.0,-1700.0,-11194.0,7575.0,-1743.0,-3879.0,17992.0,18447.0,23252.0,3584.0,-1221.0,100,49.6,5.6,0.4,11.1,13.9,1.0,12.6,37.2,5.1,5.7,7.6,7.5,93.0,78.4,7.0,21.6,138,13.0,4.0,,9.0,19.0,6.0,24.0,49.0,24.0,11.0,9.0,5.0,74.0,102.0,40.7,28.0,56.6,42.7,37.3,25.2,52.2,38.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.494114779716,LONG,0.796701164295,SHORT,-0.114441494676,SHORT
444,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-12-16,16.12.2014,097741,CME,0,97,227685,80020,5313,0,32362,41579,4141,33384,102332,4521,57861,11205,843,213132,169934,14553,57751,-52174.0,-58865.0,-10402.0,-1234.0,1340.0,2539.0,1475.0,-1902.0,-1884.0,-9757.0,41945.0,-10148.0,-20111.0,-47109.0,-49522.0,-5065.0,-2652.0,100,35.1,2.3,0.0,14.2,18.3,1.8,14.7,44.9,2.0,25.4,4.9,0.4,93.6,74.6,6.4,25.4,127,10.0,5.0,0.0,9.0,20.0,8.0,16.0,46.0,10.0,11.0,10.0,,57.0,91.0,48.9,29.3,67.3,39.1,48.9,29.2,67.3,38.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.508031477497,LONG,0.875476076078,SHORT,-0.124653439905,SHORT
