,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_NZDUSD,PUT_NZDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
282,282,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-29,29.11.2011,112741,CME,0,112,28277,16332,16755,23,0,363,0,10019,8271,8,455,492,0,26837,25912,1440,2365,1407.0,3089.0,-1298.0,23.0,0.0,109.0,0.0,-1577.0,2625.0,6.0,-88.0,150.0,0.0,1453.0,1615.0,-46.0,-208.0,100,57.8,59.3,0.1,0.0,1.3,0.0,35.4,29.2,0.0,1.6,1.7,0.0,94.9,91.6,5.1,8.4,43,8.0,8.0,,0.0,,0.0,5.0,16.0,,,,0.0,18.0,28.0,76.0,47.5,88.9,64.6,76.0,47.5,88.9,64.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.0955713504647,SHORT,-0.0127844772872,LONG,-1.0,SHORT,2011-12-05,1546.44,-1308.55,0.0,1546.44,-200318.92,-0.00773125313777,-0.992268746862,-0.992268746862,1546.44,-146644.94,0.555405937406,0.0,0.0,-160205.87
283,283,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-06,06.12.2011,112741,CME,0,112,27597,15860,17626,204,0,294,0,9723,6607,170,165,485,0,26122,25386,1475,2211,-680.0,-472.0,871.0,181.0,0.0,-69.0,0.0,-296.0,-1664.0,162.0,-290.0,-7.0,0.0,-715.0,-526.0,35.0,-154.0,100,57.5,63.9,0.7,0.0,1.1,0.0,35.2,23.9,0.6,0.6,1.8,0.0,94.7,92.0,5.3,8.0,42,8.0,9.0,,0.0,,0.0,6.0,14.0,,,,0.0,19.0,28.0,73.2,51.8,87.3,69.9,73.2,51.1,87.2,69.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.190814451929,SHORT,-0.052738457863,LONG,-1.0,SHORT,2011-12-12,1478.04,1748.45,0.0,1478.04,-198840.88,-0.00770372336081,-0.992296276639,-0.992296276639,1478.04,-145166.9,0.552690969667,0.0,0.0,-160205.87
284,284,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-13,13.12.2011,112741,CME,0,112,28686,15677,18557,400,0,261,0,10126,5990,495,165,514,0,26863,26217,1823,2469,1089.0,-183.0,931.0,196.0,0.0,-33.0,0.0,403.0,-617.0,325.0,0.0,29.0,0.0,741.0,831.0,348.0,258.0,100,54.7,64.7,1.4,0.0,0.9,0.0,35.3,20.9,1.7,0.6,1.8,0.0,93.6,91.4,6.4,8.6,41,8.0,9.0,5.0,0.0,,0.0,5.0,14.0,4.0,,,0.0,19.0,31.0,69.7,52.4,84.5,68.8,69.3,51.8,84.0,67.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.256639364607,SHORT,-0.0841268913945,LONG,-1.0,SHORT,2011-12-19,-6947.94,1080.49,0.0,-6947.94,-205788.82,-0.00767638514202,-0.992323614858,-0.992323614858,-6947.94,-152114.84,0.550192710687,0.0,0.0,-160205.87
285,285,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-20,20.12.2011,112741,CME,0,112,9442,3289,1296,225,0,274,0,4115,4855,0,165,509,0,7794,7159,1648,2283,-19244.0,-12388.0,-17261.0,-175.0,0.0,13.0,0.0,-6011.0,-1135.0,-495.0,0.0,-5.0,0.0,-19069.0,-19058.0,-175.0,-186.0,100,34.8,13.7,2.4,0.0,2.9,0.0,43.6,51.4,0.0,1.7,5.4,0.0,82.5,75.8,17.5,24.2,31,8.0,,,0.0,,0.0,5.0,11.0,0.0,,,0.0,14.0,18.0,54.8,39.7,73.4,56.9,54.8,39.7,72.1,56.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.082497212932,LONG,0.4346782988,SHORT,-1.0,SHORT,2011-12-26,883.22,901.79,0.0,883.22,-204905.6,-0.00764923961655,-0.992350760383,-0.992350760383,883.22,-151231.62,0.547649041378,0.0,0.0,-160205.87
286,286,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-27,27.12.2011,112741,CME,0,112,10181,2890,1836,225,0,169,0,4956,5012,0,265,500,0,8336,7742,1845,2439,739.0,-399.0,540.0,0.0,0.0,-105.0,0.0,841.0,157.0,0.0,100.0,-9.0,0.0,542.0,583.0,197.0,156.0,100,28.4,18.0,2.2,0.0,1.7,0.0,48.7,49.2,0.0,2.6,4.9,0.0,81.9,76.0,18.1,24.0,32,7.0,,,0.0,,0.0,5.0,13.0,0.0,,,0.0,14.0,19.0,57.0,39.2,72.4,55.0,57.0,39.2,71.7,55.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.00561797752809,LONG,0.223021582734,SHORT,-1.0,SHORT,2012-01-02,1189.43,1283.53,0.0,1189.43,-203716.17,-0.00762228628546,-0.992377713715,-0.992377713715,1189.43,-150042.19,0.545206492583,0.0,0.0,-160205.87
287,287,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-03,03.01.2012,112741,CME,0,112,10812,2043,2469,225,0,200,0,6336,5394,0,165,342,0,8769,8630,2043,2182,631.0,-847.0,633.0,0.0,0.0,31.0,0.0,1380.0,382.0,0.0,-100.0,-158.0,0.0,433.0,888.0,198.0,-257.0,100,18.9,22.8,2.1,0.0,1.8,0.0,58.6,49.9,0.0,1.5,3.2,0.0,81.1,79.8,18.9,20.2,30,4.0,4.0,,0.0,,0.0,7.0,12.0,0.0,,,0.0,12.0,19.0,63.8,43.7,75.5,59.6,63.8,43.7,74.0,59.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.0803069053708,SHORT,-0.094414893617,LONG,-1.0,SHORT,2012-01-09,919.59,1054.57,0.0,919.59,-202796.58,-0.00759552300151,-0.992404476998,-0.992404476998,919.59,-149122.6,0.542521897799,0.0,0.0,-160205.87
288,288,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-10,10.01.2012,112741,CME,0,112,14173,1788,5865,225,0,430,0,9247,5047,141,165,675,0,11566,12383,2607,1790,3361.0,-255.0,3396.0,0.0,0.0,230.0,0.0,2911.0,-347.0,141.0,0.0,333.0,0.0,2797.0,3753.0,564.0,-392.0,100,12.6,41.4,1.6,0.0,3.0,0.0,65.2,35.6,1.0,1.2,4.8,0.0,81.6,87.4,18.4,12.6,36,4.0,7.0,,0.0,,0.0,9.0,11.0,,,,0.0,15.0,23.0,66.4,48.2,74.3,65.3,66.4,48.2,73.1,65.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.293829578844,SHORT,-0.532732261858,LONG,-1.0,SHORT,2012-01-16,-9831.02,1039.9,0.0,-9831.02,-212627.6,-0.0075689475868,-0.992431052413,-0.992431052413,-9831.02,-158953.62,0.539976189068,0.0,0.0,-160205.87
289,289,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-17,17.01.2012,112741,CME,0,112,20955,1516,11925,225,183,547,0,15809,6033,141,165,443,0,18039,19314,2916,1641,6782.0,-272.0,6060.0,0.0,183.0,117.0,0.0,6562.0,986.0,0.0,0.0,-232.0,0.0,6473.0,6931.0,309.0,-149.0,100,7.2,56.9,1.1,0.9,2.6,0.0,75.4,28.8,0.7,0.8,2.1,0.0,86.1,92.2,13.9,7.8,36,,8.0,,,,0.0,9.0,10.0,,,,0.0,15.0,23.0,73.2,61.2,80.7,76.2,73.2,61.2,80.1,76.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.447578060617,SHORT,-0.774421546016,LONG,-0.498630136986,SHORT,2012-01-23,964.57,1089.82,0.501369863014,964.57,-211663.03,-0.00754255498848,-0.494869191759,-0.494869191759,964.57,-157989.05,0.537394878931,0.672256414821,964.57,-159241.3
290,290,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-24,24.01.2012,112741,CME,0,112,25569,1702,16053,225,101,601,0,19979,6569,141,165,342,0,22313,23931,3256,1638,4614.0,186.0,4128.0,0.0,-82.0,54.0,0.0,4170.0,536.0,0.0,0.0,-101.0,0.0,4274.0,4617.0,340.0,-3.0,100,6.7,62.8,0.9,0.4,2.4,0.0,78.1,25.7,0.6,0.6,1.3,0.0,87.3,93.6,12.7,6.4,42,4.0,9.0,,,,0.0,15.0,9.0,,,,0.0,22.0,22.0,70.2,67.5,78.2,81.9,70.2,67.5,78.0,81.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.505122796444,SHORT,-0.808279357927,LONG,-0.712250712251,SHORT,2012-01-30,-1580.63,1306.41,-0.213620575265,-1580.63,-213243.66,-0.00751634990301,-0.706897186679,-0.706897186679,-1580.63,-159569.68,0.532183501094,0.654323204086,-1580.63,-160821.93
291,291,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-31,31.01.2012,112741,CME,0,112,31627,1634,19157,205,0,449,0,25072,9571,175,420,443,0,27506,30000,4121,1627,6058.0,-68.0,3104.0,-20.0,-101.0,-152.0,0.0,5093.0,3002.0,34.0,255.0,101.0,0.0,5193.0,6069.0,865.0,-11.0,100,5.2,60.6,0.6,0.0,1.4,0.0,79.3,30.3,0.6,1.3,1.4,0.0,87.0,94.9,13.0,5.1,49,,12.0,,0.0,,0.0,18.0,10.0,,,,0.0,25.0,26.0,64.4,67.5,75.6,80.1,64.4,67.5,75.6,80.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.447449701238,SHORT,-0.842816603338,LONG,-1.0,SHORT,2012-02-06,1139.64,1220.6,-0.287749287749,1139.64,-212104.02,-0.0578407178838,-0.942159282116,-0.942159282116,1139.64,-158430.04,0.533585541342,0.610745145737,1139.64,-159682.29
292,292,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-02-07,07.02.2012,112741,CME,0,112,35020,1712,22070,205,265,190,0,27747,10504,175,469,342,0,30573,33486,4447,1534,3393.0,78.0,2913.0,0.0,265.0,-259.0,0.0,2675.0,933.0,0.0,49.0,-101.0,0.0,3067.0,3486.0,326.0,-93.0,100,4.9,63.0,0.6,0.8,0.5,0.0,79.2,30.0,0.5,1.3,1.0,0.0,87.3,95.6,12.7,4.4,47,,11.0,,,,0.0,19.0,9.0,,,,0.0,27.0,22.0,62.8,64.7,74.5,81.2,62.8,64.7,74.5,81.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.450785600376,SHORT,-0.856025565554,LONG,0.164835164835,LONG,2012-02-13,1060.79,1158.83,1.16483516483,1158.83,-210945.19,0.016472763946,0.167550455595,0.167550455595,1158.83,-157271.21,0.528538573691,0.883353296243,1158.83,-158523.46
293,293,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-02-14,14.02.2012,112741,CME,0,112,36704,1692,22974,205,457,353,0,29368,10935,216,454,342,0,32392,35025,4312,1679,1684.0,-20.0,904.0,0.0,192.0,163.0,0.0,1621.0,431.0,41.0,-15.0,0.0,0.0,1819.0,1539.0,-135.0,145.0,100,4.6,62.6,0.6,1.2,1.0,0.0,80.0,29.8,0.6,1.2,0.9,0.0,88.3,95.4,11.7,4.6,52,,12.0,,,,0.0,22.0,9.0,,,,0.0,30.0,24.0,60.2,61.3,71.8,79.9,60.2,61.3,71.8,79.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.457360494256,SHORT,-0.862807102895,LONG,0.128395061728,LONG,2012-02-20,1120.56,1228.94,-0.036440103107,1228.94,-209716.25,0.0227072152741,0.131310556035,0.131310556035,1228.94,-156042.27,0.524500132361,0.953143298569,1228.94,-157294.52
294,294,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-02-21,21.02.2012,112741,CME,0,112,36889,1591,23348,245,540,350,0,29261,10708,213,702,342,0,32552,35206,4337,1683,185.0,-101.0,374.0,40.0,83.0,-3.0,0.0,-107.0,-227.0,-3.0,248.0,0.0,0.0,160.0,181.0,25.0,4.0,100,4.3,63.3,0.7,1.5,0.9,0.0,79.3,29.0,0.6,1.9,0.9,0.0,88.2,95.4,11.8,4.6,54,,12.0,,,,0.0,24.0,8.0,,4.0,,0.0,34.0,23.0,58.7,60.2,69.7,78.9,58.7,60.2,69.7,78.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.464184743176,SHORT,-0.872408677172,LONG,0.213483146067,LONG,2012-02-27,1020.44,-5649.14,0.085088084339,-5649.14,-215365.39,-0.138020531005,0.184018088886,0.184018088886,-5649.14,-161691.41,0.55475219907,0.973411606261,-5649.14,-162943.66
295,295,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-02-28,28.02.2012,112741,CME,0,112,35159,1648,22324,230,541,399,0,26994,9861,213,908,342,0,30534,33369,4625,1790,-1730.0,57.0,-1024.0,-15.0,1.0,49.0,0.0,-2267.0,-847.0,0.0,206.0,0.0,0.0,-2018.0,-1837.0,288.0,107.0,100,4.7,63.5,0.7,1.5,1.1,0.0,76.8,28.0,0.6,2.6,1.0,0.0,86.8,94.9,13.2,5.1,53,,13.0,,,,0.0,22.0,7.0,,4.0,,0.0,33.0,23.0,53.0,59.8,65.1,78.5,53.0,59.8,65.1,78.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.464875864876,SHORT,-0.8625062573,LONG,0.151063829787,LONG,2012-03-05,1088.72,1169.4,-0.06241931628,1169.4,-214195.99,0.000935553298446,0.151205158051,0.151205158051,1169.4,-160522.01,0.552332645377,0.9976693063,1169.4,-161774.26
296,296,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-03-06,06.03.2012,112741,CME,0,112,29950,1584,14894,230,744,401,0,22096,11667,425,949,338,0,26028,27955,3922,1995,-5209.0,-64.0,-7430.0,0.0,203.0,2.0,0.0,-4898.0,1806.0,212.0,41.0,-4.0,0.0,-4506.0,-5414.0,-703.0,205.0,100,5.3,49.7,0.8,2.5,1.3,0.0,73.8,39.0,1.4,3.2,1.1,0.0,86.9,93.3,13.1,6.7,53,,13.0,,,,0.0,21.0,8.0,,4.0,,0.0,33.0,25.0,53.8,62.8,65.6,78.3,53.6,62.8,65.4,78.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.308888428161,SHORT,-0.807743658211,LONG,0.299563318777,LONG,2012-03-12,1073.11,1215.37,0.14849948899,1215.37,-212980.62,-0.0123496483733,0.295863817125,0.295863817125,1215.37,-159306.64,0.548498570642,0.293887027715,0.0,-161774.26
297,297,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-03-13,13.03.2012,112741,CME,0,112,32911,1614,11192,3920,848,325,0,18199,11409,3983,393,338,0,28957,31167,3954,1744,2961.0,30.0,-3702.0,3690.0,104.0,-76.0,0.0,-3897.0,-258.0,3558.0,-556.0,0.0,0.0,2929.0,3212.0,32.0,-251.0,100,4.9,34.0,11.9,2.6,1.0,0.0,55.3,34.7,12.1,1.2,1.0,0.0,88.0,94.7,12.0,5.3,51,,13.0,5.0,,,0.0,21.0,7.0,6.0,,,0.0,35.0,27.0,49.6,55.9,64.3,76.6,36.1,51.8,47.9,61.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.229329910835,SHORT,-0.747930657504,LONG,0.445865302643,LONG,2012-03-19,1013.35,1108.14,0.146301983866,1108.14,-211872.48,0.0039662738549,0.447633726536,0.447633726536,1108.14,-158198.5,0.542750591599,0.28011700079,0.0,-161774.26
298,298,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-03-20,20.03.2012,112741,CME,0,112,20288,1826,11058,0,626,388,0,14135,6449,216,399,338,0,17202,18449,3086,1839,-12623.0,212.0,-134.0,-3920.0,-222.0,63.0,0.0,-4064.0,-4960.0,-3767.0,6.0,0.0,0.0,-11755.0,-12718.0,-868.0,95.0,100,9.0,54.5,0.0,3.1,1.9,0.0,69.7,31.8,1.1,2.0,1.7,0.0,84.8,90.9,15.2,9.1,42,,7.0,0.0,,,0.0,18.0,7.0,,,,0.0,26.0,17.0,52.5,67.2,65.0,80.5,52.5,67.2,64.5,80.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.373396813059,SHORT,-0.716547656007,LONG,0.234714003945,LONG,2012-03-26,1038.8,1160.02,-0.211151298698,1160.02,-210712.46,-0.0191791537995,0.230212387964,0.230212387964,1160.02,-157038.48,0.537271469774,0.331710516748,0.0,-161774.26
299,299,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-03-27,27.03.2012,112741,CME,0,112,20247,1934,11956,0,551,305,0,13728,6166,152,427,338,0,16792,18917,3455,1330,-41.0,108.0,898.0,0.0,-75.0,-83.0,0.0,-407.0,-283.0,-64.0,28.0,0.0,0.0,-410.0,468.0,369.0,-509.0,100,9.6,59.1,0.0,2.7,1.5,0.0,67.8,30.5,0.8,2.1,1.7,0.0,82.9,93.4,17.1,6.6,47,4.0,7.0,0.0,,,0.0,18.0,11.0,,,,0.0,27.0,21.0,49.1,66.6,62.5,80.3,49.1,66.6,62.5,80.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.380114607419,SHORT,-0.721526277898,LONG,0.28738317757,LONG,2012-04-02,1055.96,1144.78,0.052669173625,1144.78,-209567.68,-0.0182557616649,0.282136778774,0.282136778774,1144.78,-155893.7,0.531484167414,0.343161561184,0.0,-161774.26
300,300,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-04-03,03.04.2012,112741,CME,0,112,20753,1860,13955,0,506,255,0,14040,4486,150,614,338,0,17170,19184,3583,1569,506.0,-74.0,1999.0,0.0,-45.0,-50.0,0.0,312.0,-1680.0,-2.0,187.0,0.0,0.0,378.0,267.0,128.0,239.0,100,9.0,67.2,0.0,2.4,1.2,0.0,67.7,21.6,0.7,3.0,1.6,0.0,82.7,92.4,17.3,7.6,47,,8.0,0.0,,,0.0,19.0,9.0,,4.0,,0.0,28.0,20.0,46.4,67.0,61.3,80.0,46.4,67.0,61.3,80.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.515707654108,SHORT,-0.764780271894,LONG,0.329829172142,LONG,2012-04-09,934.73,1027.04,0.042445994572,1027.04,-208540.64,0.0210861631977,0.336784003893,0.336784003893,1027.04,-154866.66,0.526341995863,0.3805559527,0.0,-161774.26
301,301,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-04-10,10.04.2012,112741,CME,0,112,21802,2027,15180,0,544,379,10,15257,4118,143,430,338,0,18411,20168,3391,1634,1049.0,167.0,1225.0,0.0,38.0,124.0,10.0,1217.0,-368.0,-7.0,-184.0,0.0,0.0,1241.0,984.0,-192.0,65.0,100,9.3,69.6,0.0,2.5,1.7,0.0,70.0,18.9,0.7,2.0,1.6,0.0,84.4,92.5,15.6,7.5,51,4.0,9.0,0.0,,,,20.0,10.0,,,,0.0,30.0,23.0,49.1,62.9,63.0,78.1,49.1,62.9,63.0,78.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.574916129032,SHORT,-0.764398210031,LONG,0.178764897075,LONG,2012-04-16,983.96,1102.14,-0.151064275067,1102.14,-207438.5,-0.00843518169895,0.177256982687,0.177256982687,1102.14,-153764.52,0.519486277097,0.382181148085,0.0,-161774.26
302,302,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-04-17,17.04.2012,112741,CME,0,112,23952,2026,17195,0,568,113,0,16937,4615,0,619,338,0,20150,22261,3802,1691,2150.0,-1.0,2015.0,0.0,24.0,-266.0,-10.0,1680.0,497.0,-143.0,189.0,0.0,0.0,1739.0,2093.0,411.0,57.0,100,8.5,71.8,0.0,2.4,0.5,0.0,70.7,19.3,0.0,2.6,1.4,0.0,84.1,92.9,15.9,7.1,50,4.0,9.0,0.0,,,0.0,21.0,9.0,0.0,,,0.0,30.0,20.0,48.7,66.7,62.4,80.5,48.7,66.7,62.4,80.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.571733481811,SHORT,-0.789188907965,LONG,0.668135095448,LONG,2012-04-23,976.24,1075.39,0.489370198373,1075.39,-206363.11,-0.00711179267424,0.663383457171,0.663383457171,1075.39,-152689.13,0.512207287345,0.614499899595,1075.39,-160698.87
303,303,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-04-24,24.04.2012,112741,CME,0,112,19126,1992,13136,2,550,109,0,12207,3943,101,537,338,0,15389,17629,3737,1497,-4826.0,-34.0,-4059.0,2.0,-18.0,-4.0,0.0,-4730.0,-672.0,101.0,-82.0,0.0,0.0,-4761.0,-4632.0,-65.0,-194.0,100,10.4,68.7,0.0,2.9,0.6,0.0,63.8,20.6,0.5,2.8,1.8,0.0,80.5,92.2,19.5,7.8,47,,8.0,,,,0.0,16.0,12.0,,4.0,,0.0,26.0,23.0,47.1,64.5,60.8,75.8,47.1,64.5,60.8,75.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.511702786378,SHORT,-0.736647276573,LONG,0.669195751138,LONG,2012-04-30,795.62,-13221.67,0.00106065569,-13221.67,-219584.78,0.0141882643696,0.67869047737,0.67869047737,-13221.67,-165910.8,0.505321010301,0.631887605683,-13221.67,-173920.54
304,304,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-01,01.05.2012,112741,CME,0,112,19815,2561,14657,42,392,0,0,11931,3275,125,531,338,0,15582,18437,4233,1378,689.0,569.0,1521.0,40.0,-158.0,-109.0,0.0,-276.0,-668.0,24.0,-6.0,0.0,0.0,193.0,808.0,496.0,-119.0,100,12.9,74.0,0.2,2.0,0.0,0.0,60.2,16.5,0.6,2.7,1.7,0.0,78.6,93.0,21.4,7.0,45,4.0,10.0,,,0.0,0.0,16.0,9.0,,4.0,,0.0,26.0,21.0,44.7,71.3,58.9,81.7,44.7,71.3,58.9,81.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.569248980666,SHORT,-0.702520617958,LONG,1.0,LONG,2012-05-07,870.74,-6411.95,0.330804248862,-6411.95,-225996.73,-0.0574867713788,0.942513228621,0.942513228621,-6411.95,-172322.75,0.506498349487,0.618857861601,-6411.95,-180332.49
305,305,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-08,08.05.2012,112741,CME,0,112,17969,2495,9006,94,385,100,0,9968,5718,125,2173,448,0,15240,15491,2729,2478,-1846.0,-66.0,-5651.0,52.0,-7.0,100.0,0.0,-1963.0,2443.0,0.0,1642.0,110.0,0.0,-342.0,-2946.0,-1504.0,1100.0,100,13.9,50.1,0.5,2.1,0.6,0.0,55.5,31.8,0.7,12.1,2.5,0.0,84.8,86.2,15.2,13.8,47,6.0,5.0,,,,0.0,15.0,13.0,,4.0,,0.0,26.0,23.0,48.1,51.9,60.2,69.3,48.1,51.9,60.2,69.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.270942241489,SHORT,-0.56612468481,LONG,0.587628865979,LONG,2012-05-14,1006.34,-6230.5,-0.412371134021,-6230.5,-232227.23,-0.0011765726943,0.586937477901,0.586937477901,-6230.5,-178553.25,0.498376699478,0.622398244585,-6230.5,-186562.99
306,306,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-15,15.05.2012,112741,CME,0,112,17263,4093,6853,0,402,0,0,7320,7935,162,2771,462,0,14748,15412,2515,1851,-706.0,1598.0,-2153.0,-94.0,17.0,-100.0,0.0,-2648.0,2217.0,37.0,598.0,14.0,0.0,-492.0,-79.0,-214.0,-627.0,100,23.7,39.7,0.0,2.3,0.0,0.0,42.4,46.0,0.9,16.1,2.7,0.0,85.4,89.3,14.6,10.7,46,7.0,5.0,0.0,,0.0,0.0,9.0,17.0,,4.0,,0.0,22.0,25.0,47.9,54.7,63.3,69.8,47.9,54.7,63.3,69.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0403146509341,LONG,-0.252146902978,LONG,1.0,LONG,2012-05-21,1093.13,1388.36,0.412371134021,1388.36,-230838.87,-0.037668694691,0.962331305309,0.962331305309,1388.36,-177164.89,0.494294293112,0.594233244637,1388.36,-185174.63
