,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_AUDUSD,PUT_AUDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
88,88,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-19,19.02.2008,232741,CME,0,232,94144,2249,60419,2968,2550,7019,0,56298,13199,160,2282,1008,0,66507,84773,27637,9371,7301.0,156.0,4524.0,382.0,77.0,286.0,0.0,6099.0,1559.0,160.0,0.0,-805.0,0.0,6874.0,6106.0,427.0,1195.0,100,2.4,64.2,3.2,2.7,7.5,0.0,59.8,14.0,0.2,2.4,1.1,0.0,70.6,90.0,29.4,10.0,62,,12.0,7.0,,4.0,0.0,30.0,9.0,,,,0.0,43.0,27.0,21.8,43.6,36.7,65.7,21.8,43.6,36.7,64.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.620156265738,SHORT,-0.928224931384,LONG,-0.467028947643,SHORT,2008-02-25,1991.89,1739.99,-0.0033822779,1739.99,-97455.01,9.01879509203e-05,0.620212196361,0.620212196361,1739.99,-93549.84,0.114317506806,0.592613947187,1739.99,-101525.64
89,89,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-26,26.02.2008,232741,CME,0,232,94774,2587,59343,2971,2573,7515,0,54093,14881,227,4131,1080,0,66582,86017,28192,8757,630.0,338.0,-1076.0,3.0,23.0,496.0,0.0,-2205.0,1682.0,67.0,1849.0,72.0,0.0,75.0,1244.0,555.0,-614.0,100,2.7,62.6,3.1,2.7,7.9,0.0,57.1,15.7,0.2,4.4,1.1,0.0,70.3,90.8,29.7,9.2,62,,13.0,7.0,,4.0,0.0,28.0,8.0,,,,0.0,43.0,27.0,22.8,40.1,36.2,63.8,22.8,40.1,36.2,62.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.568504073999,SHORT,-0.916454061037,LONG,-0.489888977002,SHORT,2008-03-03,748.81,1818.37,-0.051652191739,1818.37,-95636.64,0.00309677544627,0.570264603456,0.570264603456,1818.37,-91731.47,0.121425112471,0.379844102527,1818.37,-99707.27
90,90,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-04,04.03.2008,232741,CME,0,232,90774,3023,56194,2682,1752,7309,16,50372,13787,231,3891,1145,0,61967,81364,28807,9410,-4000.0,436.0,-3149.0,-289.0,-821.0,-206.0,16.0,-3721.0,-1094.0,4.0,-240.0,65.0,0.0,-4615.0,-4653.0,615.0,653.0,100,3.3,61.9,3.0,1.9,8.1,0.0,55.5,15.2,0.3,4.3,1.3,0.0,68.3,89.6,31.7,10.4,60,,15.0,7.0,,4.0,,25.0,7.0,,,,0.0,40.0,29.0,22.8,42.1,37.8,64.3,22.8,41.5,37.8,62.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.570223974813,SHORT,-0.897900940608,LONG,-0.613287716588,SHORT,2008-03-10,2087.52,1784.92,0.001719900814,1784.92,-93851.72,-0.000227611388265,0.570094185342,0.570094185342,1784.92,-89946.55,0.114193182254,0.210119892699,1784.92,-97922.35
91,91,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-11,11.03.2008,232741,CME,0,232,93044,5410,50517,10072,1649,7481,15,43066,12561,2232,3161,912,0,65605,83790,27439,9254,2270.0,2387.0,-5677.0,7390.0,-103.0,172.0,-1.0,-7306.0,-1226.0,2001.0,-730.0,-233.0,0.0,3638.0,2426.0,-1368.0,-156.0,100,5.8,54.3,10.8,1.8,8.0,0.0,46.3,13.5,2.4,3.4,1.0,0.0,70.5,90.1,29.5,9.9,57,5.0,12.0,10.0,,4.0,,23.0,8.0,,,,0.0,40.0,31.0,22.4,42.0,34.9,64.1,21.5,38.7,31.1,59.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.548384777177,SHORT,-0.806533516906,LONG,-0.638773274918,SHORT,2008-03-17,2405.96,2099.36,-0.021839197636,2099.36,-91752.36,0.00123981387041,0.54906467223,0.54906467223,2099.36,-87847.19,0.115694636502,0.204520901318,2099.36,-95822.99
92,92,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-18,18.03.2008,232741,CME,0,232,72466,4879,44877,1355,2191,7610,15,35042,6231,15,3131,1106,0,46628,61209,25838,11257,-20578.0,-531.0,-5640.0,-8717.0,542.0,129.0,0.0,-8024.0,-6330.0,-2217.0,-30.0,194.0,0.0,-18977.0,-22581.0,-1601.0,2003.0,100,6.7,61.9,1.9,3.0,10.5,0.0,48.4,8.6,0.0,4.3,1.5,0.0,64.3,84.5,35.7,15.5,49,,9.0,,,4.0,,20.0,6.0,,,,0.0,32.0,22.0,24.5,53.8,37.6,68.1,24.5,51.9,37.6,66.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.698059263926,SHORT,-0.80388294879,LONG,-0.552902765024,SHORT,2008-03-24,2088.92,1806.79,0.149674486749,1806.79,-89945.57,-0.00944325675768,0.691467311065,0.691467311065,1806.79,-86040.4,0.15520603079,0.343871407465,1806.79,-94016.2
93,93,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-25,25.03.2008,232741,CME,0,232,71646,14058,43827,1453,521,9815,0,31860,7378,19,1374,1094,0,49285,63586,22361,8060,-820.0,9179.0,-1050.0,98.0,-1670.0,2205.0,-15.0,-3182.0,1147.0,4.0,-1757.0,-12.0,0.0,2657.0,2377.0,-3477.0,-3197.0,100,19.6,61.2,2.0,0.7,13.7,0.0,44.5,10.3,0.0,1.9,1.5,0.0,68.8,88.8,31.2,11.2,51,8.0,8.0,5.0,,6.0,0.0,18.0,7.0,,,,0.0,33.0,24.0,25.7,50.4,38.4,69.0,25.7,48.6,38.4,67.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.623935980427,SHORT,-0.514278310443,LONG,-0.899187306502,SHORT,2008-03-31,2183.91,2022.93,-0.074123283499,2022.93,-87922.64,0.0044964320464,0.626741466164,0.626741466164,2022.93,-84017.47,0.129409315225,0.345020321687,2022.93,-91993.27
94,94,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-01,01.04.2008,232741,CME,0,232,72433,14004,46501,1443,998,10966,0,33737,4064,17,1392,1020,0,51591,64011,20842,8422,787.0,-54.0,2674.0,-10.0,477.0,1151.0,0.0,1877.0,-3314.0,-2.0,18.0,-74.0,0.0,2306.0,425.0,-1519.0,362.0,100,19.3,64.2,2.0,1.4,15.1,0.0,46.6,5.6,0.0,1.9,1.4,0.0,71.2,88.4,28.8,11.6,54,9.0,9.0,8.0,,6.0,0.0,19.0,5.0,,,,0.0,39.0,24.0,24.2,51.8,38.5,69.7,24.2,50.1,38.5,68.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.784979233354,SHORT,-0.53709610776,LONG,-0.833166165162,SHORT,2008-04-07,1691.19,1534.07,0.161043252927,1534.07,-86388.57,-0.0101513829487,0.777010608549,0.777010608549,1534.07,-82483.4,0.161302589952,0.344233745405,1534.07,-90459.2
95,95,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-08,08.04.2008,232741,CME,0,232,88174,6198,59103,324,930,11088,0,54942,8777,0,2056,1868,0,64450,81160,23724,7014,15741.0,-7806.0,12602.0,-1119.0,-68.0,122.0,0.0,21205.0,4713.0,-17.0,664.0,848.0,0.0,12859.0,17149.0,2882.0,-1408.0,100,7.0,67.0,0.4,1.1,12.6,0.0,62.3,10.0,0.0,2.3,2.1,0.0,73.1,92.0,26.9,8.0,57,5.0,11.0,6.0,,5.0,0.0,22.0,7.0,0.0,,,0.0,36.0,27.0,35.7,50.3,47.8,67.9,35.7,50.3,47.8,67.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.724509173088,SHORT,-0.810171360316,LONG,-0.845232151772,SHORT,2008-04-14,1876.88,-1191.26,-0.060470060266,-1191.26,-87579.83,0.0036460139085,0.72715074361,0.72715074361,-1191.26,-83674.66,0.125455350024,0.30427957754,-1191.26,-91650.46
96,96,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-15,15.04.2008,232741,CME,0,232,90258,8783,58299,446,527,11065,0,52770,10656,425,2765,1231,0,65716,82122,24542,8136,2084.0,2585.0,-804.0,122.0,-403.0,-23.0,0.0,-2172.0,1879.0,425.0,709.0,-637.0,0.0,1266.0,962.0,818.0,1122.0,100,9.7,64.6,0.5,0.6,12.3,0.0,58.5,11.8,0.5,3.1,1.4,0.0,72.8,91.0,27.2,9.0,55,7.0,10.0,7.0,,5.0,0.0,18.0,9.0,,,,0.0,35.0,28.0,34.2,51.8,48.0,70.3,34.2,51.8,48.0,70.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.663986377826,SHORT,-0.738141379208,LONG,-0.909075224293,SHORT,2008-04-21,1500.16,1386.99,-0.060522795262,1386.99,-86192.84,0.00364929861251,0.666409462393,0.666409462393,1386.99,-82287.67,0.124164004643,0.295480562452,1386.99,-90263.47
97,97,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-22,22.04.2008,232741,CME,0,232,101469,3417,71511,884,1450,10345,0,65671,9465,427,2061,1266,0,73910,93898,27559,7571,11211.0,-5366.0,13212.0,438.0,923.0,-720.0,0.0,12901.0,-1191.0,2.0,-704.0,35.0,0.0,8194.0,11776.0,3017.0,-565.0,100,3.4,70.5,0.9,1.4,10.2,0.0,64.7,9.3,0.4,2.0,1.2,0.0,72.8,92.5,27.2,7.5,63,,14.0,7.0,,5.0,0.0,26.0,8.0,,,,0.0,41.0,30.0,36.7,54.5,49.7,68.4,36.7,54.5,49.7,68.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.748056856899,SHORT,-0.908792440743,LONG,-0.754133107249,SHORT,2008-04-28,1531.53,1376.49,0.084070479073,1376.49,-84816.35,-0.005356980785,0.744049530691,0.744049530691,1376.49,-80911.18,0.127827664939,0.293115995466,1376.49,-88886.98
98,98,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-29,29.04.2008,232741,CME,0,232,96564,8723,68435,1411,1450,9288,0,54860,6754,0,2261,1430,0,68705,87318,27859,9246,-4905.0,5306.0,-3076.0,527.0,0.0,-1057.0,0.0,-10811.0,-2711.0,-427.0,200.0,164.0,0.0,-5205.0,-6580.0,300.0,1675.0,100,9.0,70.9,1.5,1.5,9.6,0.0,56.8,7.0,0.0,2.3,1.5,0.0,71.1,90.4,28.9,9.6,58,5.0,12.0,9.0,,5.0,0.0,21.0,8.0,0.0,,,0.0,37.0,30.0,33.1,57.3,48.5,71.6,33.1,57.1,48.5,71.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.780764112052,SHORT,-0.773892532207,LONG,-0.729931085863,SHORT,2008-05-05,1472.9,1320.27,0.032707255153,1320.27,-83496.08,-0.00215772032487,0.779079441458,0.779079441458,1320.27,-79590.91,0.116066423814,0.194591680358,1320.27,-87566.71
99,99,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-06,06.05.2008,232741,CME,0,232,106209,5520,75730,1555,1455,7994,0,67555,10207,0,2286,1560,0,78371,97046,27838,9163,9645.0,-3203.0,7295.0,144.0,5.0,-1294.0,0.0,12695.0,3453.0,0.0,25.0,130.0,0.0,9666.0,9728.0,-21.0,-83.0,100,5.2,71.3,1.5,1.4,7.5,0.0,63.6,9.6,0.0,2.2,1.5,0.0,73.8,91.4,26.2,8.6,62,5.0,13.0,7.0,,4.0,0.0,25.0,8.0,0.0,,,0.0,41.0,28.0,35.6,56.5,48.1,70.9,35.6,56.3,48.1,70.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.737481031866,SHORT,-0.864123076923,LONG,-0.692030902741,SHORT,2008-05-12,1559.34,1363.48,-0.043283080186,1363.48,-82132.6,0.00257548870384,0.739380405933,0.739380405933,1363.48,-78227.43,0.119496743036,0.201102568286,1363.48,-86203.23
100,100,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-13,13.05.2008,232741,CME,0,232,101516,12199,68184,1366,1457,7009,0,59948,13349,298,2286,2285,0,77554,92491,23962,9025,-4693.0,6679.0,-7546.0,-189.0,2.0,-985.0,0.0,-7607.0,3142.0,298.0,0.0,725.0,0.0,-817.0,-4555.0,-3876.0,-138.0,100,12.0,67.2,1.3,1.4,6.9,0.0,59.1,13.1,0.3,2.3,2.3,0.0,76.4,91.1,23.6,8.9,62,7.0,10.0,6.0,,4.0,0.0,22.0,11.0,,,,0.0,40.0,29.0,33.1,59.3,48.1,69.9,33.1,59.2,48.1,69.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.63575589724,SHORT,-0.696478111043,LONG,-0.655799669265,SHORT,2008-05-19,1500.36,1284.62,-0.101725134626,1284.62,-80847.98,0.00621566818848,0.639707544946,0.639707544946,1284.62,-76942.81,0.138588718137,0.243141382028,1284.62,-84918.61
101,101,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-20,20.05.2008,232741,CME,0,232,111047,11713,78767,1411,1406,6282,0,64687,11610,409,2306,2832,0,81932,101311,29115,9736,9531.0,-486.0,10583.0,45.0,-51.0,-727.0,0.0,4739.0,-1739.0,111.0,20.0,547.0,0.0,4378.0,8820.0,5153.0,711.0,100,10.5,70.9,1.3,1.3,5.7,0.0,58.3,10.5,0.4,2.1,2.6,0.0,73.8,91.2,26.2,8.8,66,6.0,12.0,8.0,,,0.0,28.0,8.0,,,4.0,0.0,46.0,29.0,27.4,55.6,42.8,71.0,27.3,55.5,42.8,70.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.695663001166,SHORT,-0.741091954023,LONG,-0.634235171696,SHORT,2008-05-26,1402.18,1279.36,0.059907103926,1279.36,-79568.62,-0.00385191695155,0.692983365059,0.692983365059,1279.36,-75663.45,0.121427726954,0.233922693739,1279.36,-83639.25
102,102,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-27,27.05.2008,232741,CME,0,232,107884,11417,76855,1424,1406,6309,0,59233,11013,480,3243,2203,0,77203,98284,30681,9600,-3163.0,-296.0,-1912.0,13.0,0.0,27.0,0.0,-5454.0,-597.0,71.0,937.0,-629.0,0.0,-4729.0,-3027.0,1566.0,-136.0,100,10.6,71.2,1.3,1.3,5.8,0.0,54.9,10.2,0.4,3.0,2.0,0.0,71.6,91.1,28.4,8.9,63,7.0,10.0,9.0,,,0.0,27.0,8.0,,,,0.0,45.0,28.0,26.8,57.0,41.6,72.4,26.8,56.9,41.6,72.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.686444779774,SHORT,-0.7413222766,LONG,-0.635515230071,SHORT,2008-06-02,1436.52,1290.49,-0.009218221392,1290.49,-78278.13,0.000453691287287,0.68675621379,0.68675621379,1290.49,-74372.96,0.114679876094,0.263232656301,1290.49,-82348.76
103,103,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-06-03,03.06.2008,232741,CME,0,232,109056,14788,69138,2202,2152,6289,0,53202,7760,76,3733,2286,0,76153,87751,32903,21305,1172.0,3371.0,-7717.0,778.0,746.0,-20.0,0.0,-6031.0,-3253.0,-404.0,490.0,83.0,0.0,-1050.0,-10533.0,2222.0,11705.0,100,13.6,63.4,2.0,2.0,5.8,0.0,48.8,7.1,0.1,3.4,2.1,0.0,69.8,80.5,30.2,19.5,62,6.0,11.0,6.0,4.0,,0.0,28.0,4.0,,,,0.0,45.0,24.0,23.7,55.9,37.1,66.4,23.6,55.7,37.0,66.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.745415176667,SHORT,-0.647594309272,LONG,-0.490107807132,SHORT,2008-06-09,1513.33,1357.9,0.058970396893,1357.9,-76920.23,-0.00379357229277,0.742587390306,0.742587390306,1357.9,-73015.06,0.120410556172,0.261173929854,1357.9,-80990.86
104,104,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-06-10,10.06.2008,232741,CME,0,232,106214,17704,59755,5225,2575,6426,0,46838,8843,76,3263,2173,0,75681,82498,30533,23716,-2842.0,2916.0,-9383.0,3023.0,423.0,137.0,0.0,-6364.0,1083.0,0.0,-470.0,-113.0,0.0,-472.0,-5253.0,-2370.0,2411.0,100,16.7,56.3,4.9,2.4,6.1,0.0,44.1,8.3,0.1,3.1,2.0,0.0,71.3,77.7,28.7,22.3,59,6.0,12.0,8.0,4.0,,0.0,23.0,6.0,,,,0.0,40.0,28.0,23.1,49.7,36.8,60.0,21.6,48.5,35.4,58.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.682369210323,SHORT,-0.542880749816,LONG,-0.427841350961,SHORT,2008-06-16,1365.06,601.32,-0.063045966344,601.32,-76318.91,0.00380645933687,0.684966620975,0.684966620975,601.32,-72413.74,0.124739690897,0.215542067717,601.32,-80389.54
105,105,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-06-17,17.06.2008,232741,CME,0,232,72514,2296,35226,1098,3394,6571,0,36546,2514,322,2376,1254,0,46032,46985,26482,25529,-33700.0,-15408.0,-24529.0,-4127.0,819.0,145.0,0.0,-10292.0,-6329.0,246.0,-887.0,-919.0,0.0,-29649.0,-35513.0,-4051.0,1813.0,100,3.2,48.6,1.5,4.7,9.1,0.0,50.4,3.5,0.4,3.3,1.7,0.0,63.5,64.8,36.5,35.2,44,,9.0,7.0,4.0,,0.0,17.0,5.0,,,,0.0,32.0,21.0,25.4,41.1,40.4,55.1,25.4,41.1,40.4,54.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.871274961598,SHORT,-0.877618463835,LONG,-0.318815855494,SHORT,2008-06-23,1317.54,1180.25,0.188905751275,1180.25,-75138.66,-0.0118868540209,0.860918243317,0.860918243317,1180.25,-71233.49,0.176165836686,0.371595063431,1180.25,-79209.29
106,106,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-06-24,24.06.2008,232741,CME,0,232,88918,1985,59858,1701,3516,5222,35,50768,4010,220,3022,2251,0,61247,73297,27671,15621,16404.0,-311.0,24632.0,603.0,122.0,-1349.0,35.0,14222.0,1496.0,-102.0,646.0,997.0,0.0,15215.0,26312.0,1189.0,-9908.0,100,2.2,67.3,1.9,4.0,5.9,0.0,57.1,4.5,0.2,3.4,2.5,0.0,68.9,82.4,31.1,17.6,51,,10.0,7.0,4.0,,,21.0,6.0,,,,0.0,37.0,23.0,30.3,55.5,44.7,70.2,30.3,54.7,44.7,69.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.853590857644,SHORT,-0.935805184095,LONG,-0.195239185168,SHORT,2008-06-30,1327.12,1198.86,-0.017684103954,1198.86,-73939.8,0.000981005604295,0.854428235059,0.854428235059,1198.86,-70034.63,0.117653957362,0.365396463932,1198.86,-78010.43
107,107,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-01,01.07.2008,232741,CME,0,232,96429,3039,45759,2248,3777,6462,0,55672,5789,370,3052,18253,0,68158,78881,28271,17548,7511.0,1054.0,-14099.0,547.0,261.0,1240.0,-35.0,4904.0,1779.0,150.0,30.0,16002.0,0.0,6911.0,5584.0,600.0,1927.0,100,3.2,47.5,2.3,3.9,6.7,0.0,57.7,6.0,0.4,3.2,18.9,0.0,70.7,81.8,29.3,18.2,53,,9.0,8.0,4.0,4.0,0.0,21.0,7.0,,,4.0,0.0,36.0,26.0,29.6,54.3,45.3,67.4,29.6,53.7,45.3,66.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.81162037715,SHORT,-0.875445714988,LONG,-0.262232639906,SHORT,2008-07-07,1220.13,-4009.11,-0.041970480494,-4009.11,-77948.91,0.0024937308239,0.813644339902,0.813644339902,-4009.11,-74043.74,0.119260984446,0.370851777806,-4009.11,-82019.54
108,108,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-08,08.07.2008,232741,CME,0,232,97165,2185,44998,2220,4153,6527,0,55761,6617,0,3052,17963,0,67371,78325,29794,18840,736.0,-854.0,-761.0,-28.0,376.0,65.0,0.0,89.0,828.0,-370.0,0.0,-290.0,0.0,-787.0,-556.0,1523.0,1292.0,100,2.2,46.3,2.3,4.3,6.7,0.0,57.4,6.8,0.0,3.1,18.5,0.0,69.3,80.6,30.7,19.4,56,,10.0,8.0,4.0,4.0,0.0,23.0,7.0,0.0,,4.0,0.0,38.0,26.0,26.2,54.4,41.6,66.1,26.2,53.7,41.6,64.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.787841867325,SHORT,-0.907381896022,LONG,-0.222284644195,SHORT,2008-07-14,1252.43,1146.24,-0.023778509825,1146.24,-76802.67,0.0013606077835,0.788913811102,0.788913811102,1146.24,-72897.5,0.116112626483,0.382616082776,1146.24,-80873.3
109,109,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-15,15.07.2008,232741,CME,0,232,105902,2862,60822,1981,4217,6811,0,63455,7514,563,3052,18917,0,76130,96608,29772,9294,8737.0,677.0,15824.0,-239.0,64.0,284.0,0.0,7694.0,897.0,563.0,0.0,954.0,0.0,8759.0,18283.0,-22.0,-9546.0,100,2.7,57.4,1.9,4.0,6.4,0.0,59.9,7.1,0.5,2.9,17.9,0.0,71.9,91.2,28.1,8.8,65,,14.0,8.0,4.0,4.0,0.0,26.0,8.0,,,4.0,0.0,44.0,30.0,28.4,57.5,42.7,70.9,28.4,56.7,42.7,70.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.78824557201,SHORT,-0.910118711136,LONG,-0.235219441422,SHORT,2008-07-21,-8244.85,1110.61,0.000403704685,1110.61,-75692.06,-0.0001456294971,0.788130780204,0.788130780204,1110.61,-71786.89,0.114046773444,0.175849438623,1110.61,-79762.69
110,110,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-22,22.07.2008,232741,CME,0,232,107776,3703,59974,1999,3109,6731,0,65228,7343,1035,3052,18624,0,78126,95706,29650,12070,1874.0,841.0,-848.0,18.0,-1108.0,-80.0,0.0,1773.0,-171.0,472.0,0.0,-293.0,0.0,1996.0,-902.0,-122.0,2776.0,100,3.4,55.6,1.9,2.9,6.2,0.0,60.5,6.8,1.0,2.8,17.3,0.0,72.5,88.8,27.5,11.2,60,4.0,10.0,8.0,,4.0,0.0,27.0,7.0,,,4.0,0.0,44.0,26.0,27.9,57.1,41.3,70.5,27.9,56.2,41.3,69.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.797632663185,SHORT,-0.883694269516,LONG,-0.368089430894,SHORT,2008-07-28,-12519.74,1060.51,0.009387091175,1060.51,-74631.55,-0.000705177574539,0.797070190518,0.797070190518,1060.51,-70726.38,0.113944496735,0.180905450566,1060.51,-78702.18
111,111,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-29,29.07.2008,232741,CME,0,232,85686,7693,40398,4551,2957,6734,0,38386,8839,924,3784,15555,70,58365,77071,27321,8615,-22090.0,3990.0,-19576.0,2552.0,-152.0,3.0,0.0,-26842.0,1496.0,-111.0,732.0,-3069.0,70.0,-19761.0,-18635.0,-2329.0,-3455.0,100,9.0,47.1,5.3,3.5,7.9,0.0,44.8,10.3,1.1,4.4,18.2,0.1,68.1,89.9,31.9,10.1,58,6.0,9.0,7.0,,4.0,0.0,20.0,11.0,,,,,40.0,28.0,19.1,55.2,31.9,70.8,19.1,54.0,31.8,67.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.625664372684,SHORT,-0.680064877004,LONG,-0.389743060572,SHORT,2008-08-04,-29212.75,1235.51,-0.171968290501,1235.51,-73396.04,0.0105909027247,0.632290723193,0.632290723193,1235.51,-69490.87,0.172920119725,0.382046327955,1235.51,-77466.67
