,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Pos,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Pos,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Pos,Asset_Mgr_Diff,Asset_Mgr_Signal1
132,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2008-12-22,22.12.2008,043602,CBT,0,43,1050731,16769,110350,50271,498426,323377,125233,106817,77769,10995,63180,116249,330,872021,814574,178710,236157,-50754.0,-16438.0,-2991.0,-24476.0,635.0,-396.0,-5544.0,254.0,-441.0,370.0,2375.0,969.0,-1807.0,-44631.0,-34316.0,-6123.0,-16438.0,100,1.6,10.5,4.8,47.4,30.8,11.9,10.2,7.4,1.0,6.0,11.1,0.0,83.0,77.5,17.0,22.5,182,8.0,24.0,9.0,37.0,44.0,42.0,23.0,27.0,10.0,10.0,9.0,4.0,113.0,132.0,28.4,22.5,41.4,29.9,28.2,17.0,39.3,23.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,29048,0.157368381134,SHORT,-93581,-0.736168472062,LONG,175049,0.213006036727,LONG
133,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2008-12-30,30.12.2008,043602,CBT,0,43,1034318,50990,138374,13973,484539,322719,128465,108657,67620,9573,55142,119051,170,851509,799945,182809,234373,-16413.0,34221.0,28024.0,-36298.0,-13887.0,-658.0,3232.0,1840.0,-10149.0,-1422.0,-8038.0,2802.0,-160.0,-20512.0,-14629.0,4099.0,-1784.0,100,4.9,13.4,1.4,46.8,31.2,12.4,10.5,6.5,0.9,5.3,11.5,0.0,82.3,77.3,17.7,22.7,174,14.0,20.0,8.0,36.0,43.0,41.0,25.0,18.0,10.0,8.0,9.0,4.0,113.0,122.0,28.2,22.9,41.2,30.2,27.9,19.1,39.2,25.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,41037,0.232798379823,SHORT,-87384,-0.461460467671,LONG,161820,0.200456359677,LONG
134,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-01-06,06.01.2009,043602,CBT,0,43,1038214,54773,109364,14630,485709,335636,113970,112771,79636,10337,52383,119114,548,845121,783235,193093,254979,3896.0,3783.0,-29010.0,657.0,1170.0,12917.0,-14495.0,4114.0,12016.0,764.0,-2759.0,63.0,378.0,-6388.0,-16710.0,10284.0,20606.0,100,5.3,10.5,1.4,46.8,32.3,11.0,10.9,7.7,1.0,5.0,11.5,0.1,81.4,75.4,18.6,24.6,178,12.0,21.0,7.0,35.0,43.0,40.0,29.0,21.0,11.0,8.0,9.0,4.0,113.0,125.0,28.3,22.4,40.2,31.5,28.0,18.2,38.0,26.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,33135,0.172213069171,SHORT,-54591,-0.332594113454,LONG,150073,0.1827161546,LONG
135,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-01-13,13.01.2009,043602,CBT,0,43,1026341,55287,113121,14960,479679,345942,126152,92461,69756,7792,56936,85858,724,833991,764305,192350,262036,-11873.0,514.0,3757.0,330.0,-6030.0,10306.0,12182.0,-20310.0,-9880.0,-2545.0,4553.0,-33256.0,176.0,-11130.0,-18930.0,-743.0,7057.0,100,5.4,11.0,1.5,46.7,33.7,12.3,9.0,6.8,0.8,5.5,8.4,0.1,81.3,74.5,18.7,25.5,188,16.0,21.0,8.0,35.0,44.0,42.0,31.0,24.0,14.0,9.0,8.0,4.0,125.0,131.0,29.4,20.1,40.4,28.9,29.1,16.4,38.9,23.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,22705,0.139966834549,SHORT,-57834,-0.343415989739,LONG,133737,0.161983525128,LONG
136,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-01-20,20.01.2009,043602,CBT,0,43,1042775,60878,121554,13180,479503,346133,123150,91173,92016,12031,57535,54909,190,837640,763163,205135,279612,16434.0,5591.0,8433.0,-1780.0,-176.0,191.0,-3002.0,-1288.0,22260.0,4239.0,599.0,-30949.0,-534.0,3649.0,-1142.0,12785.0,17576.0,100,5.8,11.7,1.3,46.0,33.2,11.8,8.7,8.8,1.2,5.5,5.3,0.0,80.3,73.2,19.7,26.8,191,16.0,24.0,8.0,32.0,48.0,41.0,28.0,27.0,18.0,6.0,10.0,4.0,121.0,139.0,28.4,18.2,39.3,25.9,28.1,13.6,38.2,20.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-843,-0.00460180469351,LONG,-60676,-0.332595158744,LONG,133370,0.161536076431,LONG
137,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-01-27,27.01.2009,043602,CBT,0,43,1031443,57604,137407,18641,445564,341928,129933,107743,82354,15980,62667,44291,1569,839701,772103,191742,259340,-11332.0,-3274.0,15853.0,5461.0,-33939.0,-4205.0,6783.0,16570.0,-9662.0,3949.0,5132.0,-10618.0,1379.0,2061.0,8940.0,-13393.0,-20272.0,100,5.6,13.3,1.8,43.2,33.2,12.6,10.4,8.0,1.5,6.1,4.3,0.2,81.4,74.9,18.6,25.1,186,15.0,23.0,11.0,33.0,48.0,41.0,34.0,18.0,26.0,10.0,5.0,5.0,132.0,137.0,27.4,18.2,38.2,26.5,27.1,13.9,36.7,20.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,25389,0.133558130849,SHORT,-79803,-0.409223069468,LONG,103636,0.131602606757,LONG
138,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-02-03,03.02.2009,043602,CBT,0,43,1068229,60014,166411,24682,463914,312266,138784,104480,105512,16781,72506,39965,1406,882567,805807,185662,262422,36786.0,2410.0,29004.0,6041.0,18350.0,-29662.0,8851.0,-3263.0,23158.0,801.0,9839.0,-4326.0,-163.0,42866.0,33704.0,-6080.0,3082.0,100,5.6,15.6,2.3,43.4,29.2,13.0,9.8,9.9,1.6,6.8,3.7,0.1,82.6,75.4,17.4,24.6,199,20.0,24.0,14.0,34.0,48.0,44.0,32.0,26.0,30.0,10.0,5.0,4.0,141.0,150.0,25.2,17.4,36.9,24.8,23.9,12.6,34.2,19.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-1032,-0.0049144729323,LONG,-106397,-0.469899525229,LONG,151648,0.195377360921,LONG
139,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-02-10,10.02.2009,043602,CBT,0,43,1054846,36684,178224,33632,443370,317645,125836,114294,105126,17216,79123,31397,2219,852374,811295,202472,243551,-13383.0,-23330.0,11813.0,8950.0,-20544.0,5379.0,-12948.0,9814.0,-386.0,435.0,6617.0,-8568.0,813.0,-30193.0,5488.0,16810.0,-18871.0,100,3.5,16.9,3.2,42.0,30.1,11.9,10.8,10.0,1.6,7.5,3.0,0.2,80.8,76.9,19.2,23.1,206,18.0,30.0,16.0,39.0,44.0,43.0,34.0,26.0,18.0,10.0,5.0,4.0,140.0,147.0,24.2,16.2,34.9,22.8,22.5,11.5,31.7,17.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,9168,0.0417828821438,SHORT,-141540,-0.658607404098,LONG,125725,0.165206993292,LONG
140,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-02-17,17.02.2009,043602,CBT,0,43,1066453,29155,218029,25522,428341,283043,127892,103927,103225,18930,89827,27006,1977,825571,805624,240882,260829,11607.0,-7529.0,39805.0,-8110.0,-15029.0,-34602.0,2056.0,-10367.0,-1901.0,1714.0,10704.0,-4391.0,-242.0,-26803.0,-5671.0,38410.0,17278.0,100,2.7,20.4,2.4,40.2,26.5,12.0,9.7,9.7,1.8,8.4,2.5,0.2,77.4,75.5,22.6,24.5,204,15.0,36.0,18.0,36.0,42.0,44.0,32.0,29.0,22.0,9.0,5.0,4.0,138.0,152.0,22.8,18.0,33.7,24.6,21.6,13.8,31.2,19.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,702,0.00338881594192,SHORT,-188874,-0.764102854554,LONG,145298,0.20424693274,LONG
141,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-02-24,24.02.2009,043602,CBT,0,43,888595,29663,155064,29937,389579,253508,122338,73787,101858,18440,82554,25539,1326,747624,708010,140971,180585,-177858.0,508.0,-62965.0,4415.0,-38762.0,-29535.0,-5554.0,-30140.0,-1367.0,-490.0,-7273.0,-1467.0,-651.0,-77947.0,-97614.0,-99911.0,-80244.0,100,3.3,17.5,3.4,43.8,28.5,13.8,8.3,11.5,2.1,9.3,2.9,0.1,84.1,79.7,15.9,20.3,180,11.0,27.0,18.0,36.0,39.0,43.0,24.0,27.0,17.0,12.0,4.0,4.0,126.0,134.0,26.0,16.3,37.2,24.2,25.7,12.3,35.6,19.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-28071,-0.159816675681,LONG,-125401,-0.678844998295,LONG,136071,0.211590344697,LONG
142,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-03-03,03.03.2009,043602,CBT,0,43,996372,24321,167453,56237,386223,237174,120354,57095,126505,16103,97369,28390,549,758251,752765,238121,243607,107777.0,-5342.0,12389.0,26300.0,-3356.0,-16334.0,-1984.0,-16692.0,24647.0,-2337.0,14815.0,2851.0,-777.0,10627.0,44755.0,97150.0,63022.0,100,2.4,16.8,5.6,38.8,23.8,12.1,5.7,12.7,1.6,9.8,2.8,0.1,76.1,75.6,23.9,24.4,184,12.0,33.0,20.0,31.0,37.0,33.0,20.0,35.0,12.0,11.0,5.0,4.0,113.0,137.0,23.7,16.5,34.7,22.6,23.5,11.9,33.2,17.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-69410,-0.378050108932,LONG,-143132,-0.746357691866,LONG,149049,0.239091622193,LONG
143,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-03-10,10.03.2009,043602,CBT,0,43,958394,24163,161887,26523,427057,262716,110489,62842,128911,18289,94512,25462,487,764362,734764,194032,223630,-37978.0,-158.0,-5566.0,-29714.0,40834.0,25542.0,-9865.0,5747.0,2406.0,2186.0,-2857.0,-2928.0,-62.0,6111.0,-18001.0,-44089.0,-19977.0,100,2.5,16.9,2.8,44.6,27.4,11.5,6.6,13.5,1.9,9.9,2.7,0.1,79.8,76.7,20.2,23.3,191,11.0,36.0,18.0,34.0,38.0,41.0,22.0,34.0,13.0,11.0,5.0,4.0,121.0,143.0,25.6,16.3,38.5,23.1,24.8,12.9,36.5,19.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-66069,-0.344552627599,LONG,-137724,-0.740252620263,LONG,164341,0.238253744348,LONG
144,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-03-17,17.03.2009,043602,CBT,0,43,976975,38295,201261,14551,419032,231014,117603,67530,157942,17050,97509,19959,587,772157,759967,204818,217008,18581.0,14132.0,39374.0,-11972.0,-8025.0,-31702.0,7114.0,4688.0,29031.0,-1239.0,2997.0,-5503.0,100.0,7795.0,25203.0,10786.0,-6622.0,100,3.9,20.6,1.5,42.9,23.6,12.0,6.9,16.2,1.7,10.0,2.0,0.1,79.0,77.8,21.0,22.2,199,19.0,31.0,13.0,35.0,35.0,37.0,27.0,35.0,13.0,11.0,4.0,4.0,126.0,137.0,24.9,20.1,37.4,26.6,24.1,16.5,35.2,22.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-90412,-0.400989923361,LONG,-162966,-0.68028352452,LONG,188018,0.289237992388,LONG
145,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-03-24,24.03.2009,043602,CBT,0,43,1033840,53206,241448,12252,442220,245316,111413,77079,155250,20073,85198,14623,540,801981,800915,231859,232925,56865.0,14911.0,40187.0,-2299.0,23188.0,14302.0,-6190.0,9549.0,-2692.0,3023.0,-12311.0,-5336.0,-47.0,29824.0,40948.0,27041.0,15917.0,100,5.1,23.4,1.2,42.8,23.7,10.8,7.5,15.0,1.9,8.2,1.4,0.1,77.6,77.5,22.4,22.5,203,20.0,33.0,9.0,36.0,33.0,35.0,34.0,32.0,17.0,10.0,4.0,4.0,135.0,130.0,24.0,24.7,35.0,32.1,23.2,21.1,32.1,28.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-78171,-0.336466820758,LONG,-188242,-0.638857778954,LONG,196904,0.286390821717,LONG
146,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-03-31,31.03.2009,043602,CBT,0,43,1043174,39727,217886,24449,435785,251587,104684,110295,170037,8945,93163,14170,240,817288,791998,225886,251176,9334.0,-13479.0,-23562.0,12197.0,-6435.0,6271.0,-6729.0,33216.0,14787.0,-11128.0,7965.0,-453.0,-300.0,15307.0,-8917.0,-5973.0,18251.0,100,3.8,20.9,2.3,41.8,24.1,10.0,10.6,16.3,0.9,8.9,1.4,0.0,78.3,75.9,21.7,24.1,190,16.0,24.0,8.0,35.0,35.0,38.0,28.0,36.0,13.0,10.0,6.0,4.0,123.0,127.0,22.9,24.3,34.5,31.7,21.7,21.2,31.9,28.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-59742,-0.21311159625,LONG,-178159,-0.691576123876,LONG,184198,0.26797425557,LONG
147,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-04-07,07.04.2009,043602,CBT,0,43,979463,47089,178444,19612,426526,258439,107549,60768,149426,13127,98440,15062,540,773651,742199,205812,237264,-63711.0,7362.0,-39442.0,-4837.0,-9259.0,6852.0,2865.0,-49527.0,-20611.0,4182.0,5277.0,892.0,300.0,-43637.0,-49799.0,-20074.0,-13912.0,100,4.8,18.2,2.0,43.5,26.4,11.0,6.2,15.3,1.3,10.1,1.5,0.1,79.0,75.8,21.0,24.2,196,17.0,29.0,9.0,35.0,36.0,38.0,25.0,39.0,17.0,12.0,4.0,4.0,126.0,135.0,23.8,20.9,36.6,28.3,22.6,17.7,33.0,24.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-88658,-0.421791297563,LONG,-131355,-0.582420310997,LONG,168087,0.245395020184,LONG
148,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-04-14,14.04.2009,043602,CBT,0,43,1044608,64092,211070,13265,457508,260352,116341,90640,161071,11946,83154,21621,625,837571,796291,207037,248317,65145.0,17003.0,32626.0,-6347.0,30982.0,1913.0,8792.0,29872.0,11645.0,-1181.0,-15286.0,6559.0,85.0,63920.0,54092.0,1225.0,11053.0,100,6.1,20.2,1.3,43.8,24.9,11.1,8.7,15.4,1.1,8.0,2.1,0.1,80.2,76.2,19.8,23.8,206,15.0,33.0,8.0,35.0,38.0,38.0,26.0,44.0,16.0,9.0,7.0,4.0,123.0,146.0,25.1,20.3,37.0,27.8,23.9,17.3,32.9,23.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-70431,-0.279808987291,LONG,-146978,-0.53415079117,LONG,197156,0.274644081019,LONG
149,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-04-21,21.04.2009,043602,CBT,0,43,1012372,65155,174200,14246,470777,268024,112642,62388,162406,6930,65186,23157,1709,799033,763314,213339,249058,-32236.0,1063.0,-36870.0,981.0,13269.0,7672.0,-3699.0,-28252.0,1335.0,-5016.0,-17968.0,1536.0,1084.0,-38538.0,-32977.0,6302.0,741.0,100,6.4,17.2,1.4,46.5,26.5,11.1,6.2,16.0,0.7,6.4,2.3,0.2,78.9,75.4,21.1,24.6,202,22.0,28.0,9.0,36.0,38.0,39.0,25.0,37.0,13.0,9.0,7.0,4.0,129.0,135.0,27.8,19.8,39.4,27.4,26.1,15.7,35.9,22.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-100018,-0.44493180423,LONG,-109045,-0.455578533977,LONG,202753,0.274435199736,LONG
150,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-04-28,28.04.2009,043602,CBT,0,43,1036469,67230,171398,16302,469377,276362,122695,64392,141175,5107,65085,33940,2048,812236,769027,224233,267442,24097.0,2075.0,-2802.0,2056.0,-1400.0,8338.0,10053.0,2004.0,-21231.0,-1823.0,-101.0,10783.0,339.0,13203.0,5713.0,10894.0,18384.0,100,6.5,16.5,1.6,45.3,26.7,11.8,6.2,13.6,0.5,6.3,3.3,0.2,78.4,74.2,21.6,25.8,202,26.0,24.0,12.0,33.0,40.0,38.0,24.0,41.0,19.0,9.0,5.0,4.0,134.0,139.0,27.1,20.1,38.6,26.6,25.3,16.1,35.2,22.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-76783,-0.373518123045,LONG,-104168,-0.436528823105,LONG,193015,0.258823797602,LONG
151,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-05-05,05.05.2009,043602,CBT,0,43,1027353,71971,218464,22549,453603,236953,117300,65745,145413,8456,80495,15743,3744,823863,768622,203490,258731,-9116.0,4741.0,47066.0,6247.0,-15774.0,-39409.0,-5395.0,1353.0,4238.0,3349.0,15410.0,-18197.0,1696.0,11627.0,-405.0,-20743.0,-8711.0,100,7.0,21.3,2.2,44.2,23.1,11.4,6.4,14.2,0.8,7.8,1.5,0.4,80.2,74.8,19.8,25.2,204,28.0,28.0,15.0,36.0,36.0,39.0,27.0,36.0,19.0,10.0,5.0,4.0,138.0,140.0,25.0,21.7,36.4,28.3,23.6,17.9,32.2,24.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-79668,-0.377290938539,LONG,-146493,-0.50439168833,LONG,216650,0.313732702344,LONG
152,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-05-12,12.05.2009,043602,CBT,0,43,1127987,75444,245539,31876,443391,207539,165663,88715,146567,12518,99902,42889,5614,923123,858205,204864,269782,100634.0,3473.0,27075.0,9327.0,-10212.0,-29414.0,48363.0,22970.0,1154.0,4062.0,19407.0,27146.0,1870.0,99260.0,89583.0,1374.0,11051.0,100,6.7,21.8,2.8,39.3,18.4,14.7,7.9,13.0,1.1,8.9,3.8,0.5,81.8,76.1,18.2,23.9,216,26.0,30.0,13.0,37.0,37.0,41.0,32.0,36.0,22.0,12.0,6.0,4.0,148.0,146.0,23.4,22.8,34.7,28.8,21.3,17.2,29.0,22.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-57852,-0.245883663009,LONG,-170095,-0.52991902998,LONG,235852,0.362330818982,LONG
153,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-05-19,19.05.2009,043602,CBT,0,43,1151282,84896,227208,43138,432350,210048,181696,67417,151997,24377,107673,40100,6695,948242,885259,203040,266023,23295.0,9452.0,-18331.0,11262.0,-11041.0,2509.0,16033.0,-21298.0,5430.0,11859.0,7771.0,-2789.0,1081.0,25119.0,27054.0,-1824.0,-3759.0,100,7.4,19.7,3.7,37.6,18.2,15.8,5.9,13.2,2.1,9.4,3.5,0.6,82.4,76.9,17.6,23.1,220,28.0,28.0,18.0,39.0,39.0,42.0,30.0,37.0,29.0,12.0,6.0,4.0,162.0,150.0,22.5,23.4,34.0,29.2,20.6,17.2,28.5,22.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-84580,-0.385481327536,LONG,-142312,-0.455976213057,LONG,222302,0.346050267902,LONG
154,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-05-26,26.05.2009,043602,CBT,0,43,1216363,57600,223854,28873,461526,198200,175455,55253,174616,63088,100560,44212,7321,949676,915619,266687,300744,65081.0,-27296.0,-3354.0,-14265.0,29176.0,-11848.0,-6241.0,-12164.0,22619.0,38711.0,-7113.0,4112.0,626.0,1434.0,30360.0,63647.0,34721.0,100,4.7,18.4,2.4,37.9,16.3,14.4,4.5,14.4,5.2,8.3,3.6,0.6,78.1,75.3,21.9,24.7,192,18.0,26.0,21.0,31.0,37.0,41.0,20.0,42.0,26.0,9.0,7.0,4.0,130.0,154.0,24.9,21.0,36.3,27.7,23.0,15.9,30.6,21.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-119363,-0.519265320683,LONG,-166254,-0.590696881196,LONG,263326,0.39914449332,LONG
155,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-06-02,02.06.2009,043602,CBT,0,43,1159731,67340,194972,40592,373952,170278,171734,62824,186601,61045,113898,43910,10025,901410,879157,258321,280574,-56632.0,9740.0,-28882.0,11719.0,-87574.0,-27922.0,-3721.0,7571.0,11985.0,-2043.0,13338.0,-302.0,2704.0,-48266.0,-36462.0,-8366.0,-20170.0,100,5.8,16.8,3.5,32.2,14.7,14.8,5.4,16.1,5.3,9.8,3.8,0.9,77.7,75.8,22.3,24.2,202,30.0,20.0,27.0,36.0,31.0,39.0,23.0,44.0,21.0,10.0,6.0,4.0,143.0,149.0,18.0,20.7,31.6,27.1,16.9,14.5,25.1,20.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-123777,-0.496249373559,LONG,-127632,-0.486565616518,LONG,203674,0.374242507763,LONG
156,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-06-09,09.06.2009,043602,CBT,0,43,1076898,104649,167464,37811,301342,171074,188661,61260,158893,38254,88435,42089,10292,830704,814538,246194,262360,-82833.0,37309.0,-27508.0,-2781.0,-72610.0,796.0,16927.0,-1564.0,-27708.0,-22791.0,-25463.0,-1821.0,267.0,-70706.0,-64619.0,-12127.0,-18214.0,100,9.7,15.6,3.5,28.0,15.9,17.5,5.7,14.8,3.6,8.2,3.9,1.0,77.1,75.6,22.9,24.4,211,39.0,22.0,18.0,35.0,30.0,39.0,27.0,42.0,17.0,11.0,4.0,4.0,147.0,141.0,17.8,20.6,28.6,27.8,13.2,13.0,20.0,19.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-97633,-0.443477944884,LONG,-62815,-0.230841598895,LONG,130268,0.275748492854,LONG
157,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-06-16,16.06.2009,043602,CBT,0,43,1089636,118088,126741,41517,298174,166572,204316,75006,182284,27543,59541,45018,11143,835328,805134,254308,284502,12738.0,13439.0,-40723.0,3706.0,-3168.0,-4502.0,15655.0,13746.0,23391.0,-10711.0,-28894.0,2929.0,851.0,4624.0,-9404.0,8114.0,22142.0,100,10.8,11.6,3.8,27.4,15.3,18.8,6.9,16.7,2.5,5.5,4.1,1.0,76.7,73.9,23.3,26.1,223,39.0,23.0,17.0,40.0,29.0,42.0,30.0,43.0,12.0,13.0,5.0,4.0,156.0,142.0,17.4,17.5,26.4,25.6,11.8,10.9,17.3,17.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-107278,-0.416953632088,LONG,-8653,-0.035343035343,LONG,131602,0.283169731423,LONG
158,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-06-23,23.06.2009,043602,CBT,0,43,1031424,80231,88762,35805,335776,192564,194792,65195,164230,21126,46710,33787,12271,791906,743337,239518,288087,-58212.0,-37857.0,-37979.0,-5712.0,37602.0,25992.0,-9524.0,-9811.0,-18054.0,-6417.0,-12831.0,-11231.0,1128.0,-43422.0,-61797.0,-14790.0,3585.0,100,7.8,8.6,3.5,32.6,18.7,18.9,6.3,15.9,2.0,4.5,3.3,1.2,76.8,72.1,23.2,27.9,215,31.0,25.0,14.0,41.0,29.0,41.0,31.0,39.0,15.0,13.0,5.0,5.0,151.0,139.0,19.1,17.9,28.7,27.0,13.2,11.4,19.6,18.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-99035,-0.431666121826,LONG,-8531,-0.0504813808856,LONG,143212,0.271060302078,LONG
159,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2009-06-30,30.06.2009,043602,CBT,0,43,1024645,104203,80354,17904,368689,202543,176695,73318,195129,7712,43251,52862,12924,804696,746123,219949,278522,-6779.0,23972.0,-8408.0,-17901.0,32913.0,9979.0,-18097.0,8123.0,30899.0,-13414.0,-3459.0,19075.0,653.0,12790.0,2786.0,-19569.0,-9565.0,100,10.2,7.8,1.7,36.0,19.8,17.2,7.2,19.0,0.8,4.2,5.2,1.3,78.5,72.8,21.5,27.2,199,25.0,20.0,8.0,43.0,32.0,44.0,18.0,42.0,10.0,10.0,7.0,5.0,129.0,137.0,18.9,17.9,29.0,27.3,14.3,11.4,20.5,18.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-121811,-0.453761822632,LONG,23849,0.129222950091,SHORT,166146,0.290855554311,LONG
