,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Pos,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Pos,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Pos,Asset_Mgr_Diff,Asset_Mgr_Signal1
130,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2008-12-09,09.12.2008,020601,CBT,0,20,760912,4169,144573,15043,457038,149179,90459,46094,165387,22860,15545,34907,579,651787,622987,109125,137925,23198.0,-6167.0,36493.0,-9601.0,87575.0,673.0,-5688.0,-11727.0,20867.0,-12530.0,-13271.0,6023.0,5.0,28596.0,36242.0,-5398.0,-13044.0,100,0.5,19.0,2.0,60.1,19.6,11.9,6.1,21.7,3.0,2.0,4.6,0.1,85.7,81.9,14.3,18.1,155,4.0,20.0,11.0,37.0,23.0,34.0,20.0,38.0,15.0,4.0,9.0,4.0,97.0,121.0,33.2,18.2,48.6,27.2,30.7,18.2,42.4,25.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-119293,-0.564083771119,LONG,-140404,-0.943943203668,LONG,307859,0.507836302842,LONG
131,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2008-12-16,16.12.2008,020601,CBT,0,20,770320,9889,135102,9738,474284,145181,85124,47832,192713,19017,16738,31826,521,663143,619222,107177,151098,9408.0,5720.0,-9471.0,-5305.0,17246.0,-3998.0,-5335.0,1738.0,27326.0,-3843.0,1193.0,-3081.0,-58.0,11356.0,-3765.0,-1948.0,13173.0,100,1.3,17.5,1.3,61.6,18.8,11.1,6.2,25.0,2.5,2.2,4.1,0.1,86.1,80.4,13.9,19.6,156,5.0,19.0,9.0,37.0,24.0,32.0,19.0,41.0,13.0,4.0,7.0,4.0,94.0,118.0,35.3,16.1,49.3,25.5,32.9,15.7,43.8,24.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-144881,-0.602303103369,LONG,-125213,-0.863591533268,LONG,329103,0.531269724682,LONG
132,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2008-12-22,22.12.2008,020601,CBT,0,20,758306,6617,154172,10089,486460,148105,73280,44182,189206,14504,19087,32698,369,654588,622423,103718,135883,-12014.0,-3272.0,19070.0,351.0,12176.0,2924.0,-11844.0,-3650.0,-3507.0,-4513.0,2349.0,872.0,-152.0,-8555.0,3201.0,-3459.0,-15215.0,100,0.9,20.3,1.3,64.2,19.5,9.7,5.8,25.0,1.9,2.5,4.3,0.0,86.3,82.1,13.7,17.9,160,4.0,22.0,6.0,36.0,26.0,34.0,17.0,43.0,12.0,7.0,5.0,4.0,92.0,122.0,37.1,17.8,51.1,26.8,34.9,17.2,47.2,26.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-145024,-0.621385846744,LONG,-147555,-0.917693374547,LONG,338355,0.533207788012,LONG
133,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2008-12-30,30.12.2008,020601,CBT,0,20,761182,4888,158358,5960,484808,155872,73170,42435,192377,13235,18086,18832,369,642951,618173,118231,143009,2876.0,-1729.0,4186.0,-4129.0,-1652.0,7767.0,-110.0,-1747.0,3171.0,-1269.0,-1001.0,-13866.0,0.0,-11637.0,-4250.0,14513.0,7126.0,100,0.6,20.8,0.8,63.7,20.5,9.6,5.6,25.3,1.7,2.4,2.5,0.0,84.5,81.2,15.5,18.8,146,4.0,18.0,5.0,33.0,25.0,33.0,15.0,41.0,9.0,5.0,5.0,4.0,81.0,114.0,37.2,17.3,51.2,26.3,35.1,17.2,47.4,26.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-149942,-0.63856191336,LONG,-153470,-0.940114918589,LONG,328936,0.513416994443,LONG
134,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-01-06,06.01.2009,020601,CBT,0,20,737426,9297,150567,6210,438892,154701,77118,46003,168537,17362,18879,17080,542,614303,592117,123123,145309,-23756.0,4409.0,-7791.0,250.0,-45916.0,-1171.0,3948.0,3568.0,-23840.0,4127.0,793.0,-1752.0,173.0,-28648.0,-26056.0,4892.0,2300.0,100,1.3,20.4,0.8,59.5,21.0,10.5,6.2,22.9,2.4,2.6,2.3,0.1,83.3,80.3,16.7,19.7,142,4.0,18.0,5.0,33.0,23.0,32.0,18.0,37.0,8.0,6.0,5.0,4.0,84.0,105.0,35.0,19.5,47.0,28.1,32.6,19.4,43.1,27.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-122534,-0.571147571548,LONG,-141270,-0.88368863534,LONG,284191,0.478764068983,LONG
135,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-01-13,13.01.2009,020601,CBT,0,20,733037,9891,171360,6421,464692,152795,70069,38730,151477,18651,16589,16850,592,625635,588215,107402,144822,-4389.0,594.0,20793.0,211.0,25800.0,-1906.0,-7049.0,-7273.0,-17060.0,1289.0,-2290.0,-230.0,50.0,11332.0,-3902.0,-15721.0,-487.0,100,1.3,23.4,0.9,63.4,20.8,9.6,5.3,20.7,2.5,2.3,2.3,0.1,85.3,80.2,14.7,19.8,143,5.0,18.0,5.0,33.0,25.0,31.0,14.0,40.0,8.0,5.0,5.0,4.0,81.0,108.0,35.8,20.4,49.1,28.6,33.5,20.1,45.6,28.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-112747,-0.592759467317,LONG,-161469,-0.890858533194,LONG,311897,0.505106990107,LONG
136,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-01-20,20.01.2009,020601,CBT,0,20,718023,8224,168087,6793,471051,147965,68322,26939,144463,17566,13514,16853,564,612973,570613,105050,147410,-15014.0,-1667.0,-3273.0,372.0,6359.0,-4830.0,-1747.0,-11791.0,-7014.0,-1085.0,-3075.0,3.0,-28.0,-12662.0,-17602.0,-2352.0,2588.0,100,1.1,23.4,0.9,65.6,20.6,9.5,3.8,20.1,2.4,1.9,2.3,0.1,85.4,79.5,14.6,20.5,141,5.0,17.0,4.0,34.0,24.0,31.0,11.0,42.0,9.0,5.0,5.0,4.0,80.0,107.0,37.3,22.2,51.3,30.5,35.3,21.8,48.0,29.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-117524,-0.685662944423,LONG,-159863,-0.906710301683,LONG,323086,0.52193481267,LONG
137,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-01-27,27.01.2009,020601,CBT,0,20,717586,15265,183740,7138,463104,142149,69500,23800,133527,15419,14961,19025,639,609826,571137,107760,146449,-437.0,7041.0,15653.0,345.0,-7947.0,-5816.0,1178.0,-3139.0,-10936.0,-2147.0,1447.0,2172.0,75.0,-3147.0,524.0,2710.0,-961.0,100,2.1,25.6,1.0,64.5,19.8,9.7,3.3,18.6,2.1,2.1,2.7,0.1,85.0,79.6,15.0,20.4,142,6.0,18.0,7.0,35.0,24.0,33.0,11.0,39.0,9.0,4.0,5.0,4.0,86.0,108.0,36.5,24.9,49.8,32.4,34.5,24.4,46.1,31.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-109727,-0.697445448016,LONG,-168475,-0.846586769177,LONG,320955,0.530282377783,LONG
138,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-02-03,03.02.2009,020601,CBT,0,20,717270,22168,179884,11797,463492,142608,59841,24177,138418,16602,14480,20085,1148,613705,570383,103565,146887,-316.0,6903.0,-3856.0,4659.0,388.0,459.0,-9659.0,377.0,4891.0,1183.0,-481.0,1060.0,509.0,3879.0,-754.0,-4195.0,438.0,100,3.1,25.1,1.6,64.6,19.9,8.3,3.4,19.3,2.3,2.0,2.8,0.2,85.6,79.5,14.4,20.5,146,8.0,17.0,7.0,35.0,23.0,35.0,12.0,41.0,10.0,4.0,6.0,4.0,89.0,112.0,35.2,26.7,47.4,34.2,33.1,25.8,44.0,33.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-114241,-0.702610781389,LONG,-157716,-0.780571338071,LONG,320884,0.529424187428,LONG
139,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-02-10,10.02.2009,020601,CBT,0,20,716371,28200,179693,15846,455188,140711,57595,24492,133574,14227,14402,20377,1017,610967,563040,105404,153331,-899.0,6032.0,-191.0,4049.0,-8304.0,-1897.0,-2246.0,315.0,-4844.0,-2375.0,-78.0,292.0,-131.0,-2738.0,-7343.0,1839.0,6444.0,100,3.9,25.1,2.2,63.5,19.6,8.0,3.4,18.6,2.0,2.0,2.8,0.1,85.3,78.6,14.7,21.4,136,8.0,14.0,7.0,35.0,22.0,34.0,12.0,37.0,13.0,4.0,5.0,4.0,88.0,105.0,34.5,27.5,46.8,35.1,32.7,26.2,43.5,33.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-109082,-0.690104133716,LONG,-151493,-0.728706594258,LONG,314477,0.527735404825,LONG
140,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-02-17,17.02.2009,020601,CBT,0,20,739838,20246,198199,24946,466161,128902,58798,28695,135228,15541,14699,24976,1102,630188,587692,109650,152146,23467.0,-7954.0,18506.0,9100.0,10973.0,-11809.0,1203.0,4203.0,1654.0,1314.0,297.0,4599.0,85.0,19221.0,24652.0,4246.0,-1185.0,100,2.7,26.8,3.4,63.0,17.4,7.9,3.9,18.3,2.1,2.0,3.4,0.1,85.2,79.4,14.8,20.6,143,7.0,19.0,7.0,35.0,20.0,33.0,15.0,38.0,15.0,4.0,6.0,4.0,93.0,107.0,34.0,27.5,46.6,34.7,32.6,24.7,43.4,31.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-106533,-0.649896597793,LONG,-177953,-0.814635262881,LONG,337259,0.566761838662,LONG
141,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-02-24,24.02.2009,020601,CBT,0,20,757285,23286,182298,23746,446466,126399,60296,22230,129114,47150,17533,28196,1821,642528,599020,114757,158265,17447.0,3040.0,-15901.0,-1200.0,-19695.0,-2503.0,1498.0,-6465.0,-6114.0,31609.0,2834.0,3220.0,719.0,12340.0,11328.0,5107.0,6119.0,100,3.1,24.1,3.1,59.0,16.7,8.0,2.9,17.0,6.2,2.3,3.7,0.2,84.8,79.1,15.2,20.9,132,6.0,16.0,9.0,34.0,20.0,35.0,10.0,36.0,19.0,4.0,7.0,5.0,94.0,106.0,33.8,26.3,44.5,34.7,32.4,23.2,40.6,29.5,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-106884,-0.706232159848,LONG,-159012,-0.773464861079,LONG,320067,0.558712785735,LONG
142,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-03-03,03.03.2009,020601,CBT,0,20,740494,18053,204348,18441,458458,121913,64469,21930,126413,32354,27088,26470,1153,641946,595561,98548,144933,-16791.0,-5233.0,22050.0,-5305.0,11992.0,-4486.0,4173.0,-300.0,-2701.0,-14796.0,9555.0,-1726.0,-668.0,-582.0,-3459.0,-16209.0,-13332.0,100,2.4,27.6,2.5,61.9,16.5,8.7,3.0,17.1,4.4,3.7,3.6,0.2,86.7,80.4,13.3,19.6,143,7.0,21.0,11.0,36.0,22.0,36.0,9.0,35.0,14.0,5.0,7.0,5.0,92.0,114.0,35.8,24.4,46.5,32.4,34.1,23.4,42.7,29.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-104483,-0.704333874871,LONG,-186295,-0.837653607673,LONG,336545,0.579879077349,LONG
143,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-03-10,10.03.2009,020601,CBT,0,20,711263,15045,208171,6637,459941,108518,62974,24089,132254,17868,24985,26694,1047,612586,564163,98677,147100,-29231.0,-3008.0,3823.0,-11804.0,1483.0,-13395.0,-1495.0,2159.0,5841.0,-14486.0,-2103.0,224.0,-106.0,-29360.0,-31398.0,129.0,2167.0,100,2.1,29.3,0.9,64.7,15.3,8.9,3.4,18.6,2.5,3.5,3.8,0.1,86.1,79.3,13.9,20.7,147,7.0,23.0,12.0,37.0,20.0,34.0,16.0,31.0,10.0,4.0,7.0,5.0,94.0,111.0,37.6,24.4,48.4,31.5,35.6,24.2,44.3,30.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-108165,-0.691844214324,LONG,-193126,-0.865197835281,LONG,351423,0.618202895899,LONG
144,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-03-17,17.03.2009,020601,CBT,0,20,700966,11534,211629,1605,442011,100195,63131,21951,141153,15603,37795,21088,1047,594677,555451,106289,145515,-10297.0,-3511.0,3458.0,-5032.0,-17930.0,-8323.0,157.0,-2138.0,8899.0,-2265.0,12810.0,-5606.0,0.0,-17909.0,-8712.0,7612.0,-1585.0,100,1.6,30.2,0.2,63.1,14.3,9.0,3.1,20.1,2.2,5.4,3.0,0.1,84.8,79.2,15.2,20.8,146,7.0,19.0,4.0,37.0,20.0,34.0,20.0,32.0,12.0,5.0,7.0,5.0,95.0,103.0,36.8,27.1,47.8,34.9,35.1,27.0,44.3,34.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-119202,-0.730834314303,LONG,-200095,-0.896631610079,LONG,341816,0.630417221499,LONG
145,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-03-24,24.03.2009,020601,CBT,0,20,708745,8819,248641,2497,444820,95559,53914,28010,144054,13470,47460,22574,1029,600019,581738,108726,127007,7779.0,-2715.0,37012.0,892.0,2809.0,-4636.0,-9217.0,6059.0,2901.0,-2133.0,9665.0,1486.0,-18.0,5342.0,26287.0,2437.0,-18508.0,100,1.2,35.1,0.4,62.8,13.5,7.6,4.0,20.3,1.9,6.7,3.2,0.1,84.7,82.1,15.3,17.9,155,8.0,20.0,4.0,38.0,18.0,33.0,20.0,36.0,10.0,8.0,7.0,5.0,98.0,107.0,34.9,30.2,45.1,37.9,33.0,30.1,42.2,37.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-116044,-0.674423470337,LONG,-239822,-0.931492270644,LONG,349261,0.646326004526,LONG
146,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-03-31,31.03.2009,020601,CBT,0,20,720074,5618,270817,4107,456917,87861,55430,35493,143294,6576,48952,21365,372,613465,589822,106609,130252,11329.0,-3201.0,22176.0,1610.0,12097.0,-7698.0,1516.0,7483.0,-760.0,-6894.0,1492.0,-1209.0,-657.0,13446.0,8084.0,-2117.0,3245.0,100,0.8,37.6,0.6,63.5,12.2,7.7,4.9,19.9,0.9,6.8,3.0,0.1,85.2,81.9,14.8,18.1,147,5.0,22.0,5.0,37.0,18.0,32.0,14.0,37.0,10.0,9.0,5.0,5.0,87.0,109.0,34.8,32.3,45.5,40.2,33.1,32.2,42.7,40.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-107801,-0.602957709453,LONG,-265199,-0.959353916834,LONG,369056,0.677442921704,LONG
147,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-04-07,07.04.2009,020601,CBT,0,20,726363,5877,274868,3507,470322,77598,60379,26357,145486,9756,49926,21420,374,626498,593388,99865,132975,6289.0,259.0,4051.0,-600.0,13405.0,-10263.0,4949.0,-9136.0,2192.0,3180.0,974.0,55.0,2.0,13033.0,3566.0,-6744.0,2723.0,100,0.8,37.8,0.5,64.8,10.7,8.3,3.6,20.0,1.3,6.9,2.9,0.1,86.3,81.7,13.7,18.3,151,6.0,21.0,6.0,36.0,18.0,31.0,17.0,39.0,15.0,9.0,5.0,5.0,96.0,110.0,35.3,33.6,48.0,41.9,33.9,33.5,45.2,41.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-119129,-0.693243251107,LONG,-268991,-0.958132825162,LONG,392724,0.716754270696,LONG
148,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-04-14,14.04.2009,020601,CBT,0,20,726817,8284,280660,3893,462079,81866,62022,30728,138164,8791,44061,22107,226,620084,597729,106733,129088,454.0,2407.0,5792.0,386.0,-8243.0,4268.0,1643.0,4371.0,-7322.0,-965.0,-5865.0,687.0,-148.0,-6414.0,4341.0,6868.0,-3887.0,100,1.1,38.6,0.5,63.6,11.3,8.5,4.2,19.0,1.2,6.1,3.0,0.0,85.3,82.2,14.7,17.8,153,9.0,19.0,8.0,37.0,19.0,32.0,18.0,37.0,13.0,9.0,5.0,5.0,100.0,108.0,34.5,35.1,47.4,43.1,33.2,35.0,44.5,43.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-107436,-0.63612249248,LONG,-272376,-0.942660169445,LONG,380213,0.698991625992,LONG
149,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-04-21,21.04.2009,020601,CBT,0,20,706673,20529,261096,3735,429639,70465,73608,25548,129914,8520,39108,21819,26,600713,569183,105960,137490,-20144.0,12245.0,-19564.0,-158.0,-32440.0,-11401.0,11586.0,-5180.0,-8250.0,-271.0,-4953.0,-288.0,-200.0,-19371.0,-28546.0,-773.0,8402.0,100,2.9,36.9,0.5,60.8,10.0,10.4,3.6,18.4,1.2,5.5,3.1,0.0,85.0,80.5,15.0,19.5,146,10.0,19.0,7.0,37.0,17.0,31.0,17.0,33.0,13.0,8.0,5.0,5.0,95.0,104.0,34.0,35.0,44.7,43.0,31.4,34.9,40.2,41.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-104366,-0.671328041579,LONG,-240567,-0.854210386152,LONG,359174,0.718198614688,LONG
150,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-04-28,28.04.2009,020601,CBT,0,20,694396,18842,251634,3719,423509,68195,73351,26094,133601,5401,38574,19383,33,589523,555317,104873,139079,-12277.0,-1687.0,-9462.0,-16.0,-6130.0,-2270.0,-257.0,546.0,3687.0,-3119.0,-534.0,-2436.0,7.0,-11190.0,-13866.0,-1087.0,1589.0,100,2.7,36.2,0.5,61.0,9.8,10.6,3.8,19.2,0.8,5.6,2.8,0.0,84.9,80.0,15.1,20.0,140,7.0,20.0,8.0,37.0,16.0,32.0,13.0,33.0,11.0,9.0,5.0,5.0,93.0,100.0,33.9,34.0,44.7,41.7,31.4,33.8,40.4,40.5,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-107507,-0.673202041391,LONG,-232792,-0.860675253997,LONG,355314,0.722617672421,LONG
151,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-05-05,05.05.2009,020601,CBT,0,20,686278,7909,232932,4652,417946,71291,70878,21157,132749,4888,46097,20444,873,574400,538707,111878,147571,-8118.0,-10933.0,-18702.0,933.0,-5563.0,3096.0,-2473.0,-4937.0,-852.0,-513.0,7523.0,1061.0,840.0,-15123.0,-16610.0,7005.0,8492.0,100,1.2,33.9,0.7,60.9,10.4,10.3,3.1,19.3,0.7,6.7,3.0,0.1,83.7,78.5,16.3,21.5,133,7.0,19.0,7.0,38.0,14.0,32.0,10.0,31.0,11.0,8.0,6.0,4.0,90.0,97.0,32.1,33.2,43.8,41.1,29.5,32.9,39.3,39.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-111592,-0.725065949346,LONG,-225023,-0.934321813977,LONG,346655,0.708562516735,LONG
152,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-05-12,12.05.2009,020601,CBT,0,20,711193,6240,224201,7644,438227,70038,68151,26097,156421,7182,43099,28651,1174,597814,563462,113379,147731,24915.0,-1669.0,-8731.0,2992.0,20281.0,-1253.0,-2727.0,4940.0,23672.0,2294.0,-2998.0,8207.0,301.0,23414.0,24755.0,1501.0,160.0,100,0.9,31.5,1.1,61.6,9.8,9.6,3.7,22.0,1.0,6.1,4.0,0.2,84.1,79.2,15.9,20.8,147,7.0,18.0,7.0,39.0,16.0,35.0,16.0,36.0,15.0,8.0,7.0,4.0,102.0,105.0,30.4,30.9,41.3,38.0,29.0,30.7,38.3,37.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-130324,-0.714033684349,LONG,-217961,-0.945842970652,LONG,368189,0.724403608354,LONG
153,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-05-19,19.05.2009,020601,CBT,0,20,726264,5501,217530,9007,443304,70661,69237,33745,177110,10097,43887,28260,882,615660,582784,110604,143480,15071.0,-739.0,-6671.0,1363.0,5077.0,623.0,1086.0,7648.0,20689.0,2915.0,788.0,-391.0,-292.0,17846.0,19322.0,-2775.0,-4251.0,100,0.8,30.0,1.2,61.0,9.7,9.5,4.6,24.4,1.4,6.0,3.9,0.1,84.8,80.2,15.2,19.8,150,5.0,20.0,9.0,37.0,16.0,33.0,16.0,41.0,19.0,7.0,8.0,4.0,101.0,113.0,29.9,28.3,41.4,36.3,28.2,27.8,38.0,35.5,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-143365,-0.679922221432,LONG,-212029,-0.950670534589,LONG,372643,0.725035751462,LONG
154,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-05-26,26.05.2009,020601,CBT,0,20,744615,5300,208178,12899,435664,71768,77413,31769,178727,17886,42162,28211,1327,624420,596409,120195,148206,18351.0,-201.0,-9352.0,3892.0,-7640.0,1107.0,8176.0,-1976.0,1617.0,7789.0,-1725.0,-49.0,445.0,8760.0,13625.0,9591.0,4726.0,100,0.7,28.0,1.7,58.5,9.6,10.4,4.3,24.0,2.4,5.7,3.8,0.2,83.9,80.1,16.1,19.9,146,5.0,19.0,10.0,43.0,13.0,35.0,14.0,34.0,18.0,9.0,9.0,5.0,105.0,109.0,28.3,28.1,38.4,36.3,25.9,27.1,34.6,34.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-146958,-0.698151033749,LONG,-202878,-0.950346171502,LONG,363896,0.717132541897,LONG
155,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-06-02,02.06.2009,020601,CBT,0,20,755603,8315,199570,51744,424123,76840,61865,37168,172893,12569,47157,29040,507,643448,605028,112155,150575,10988.0,3015.0,-8608.0,38845.0,-11541.0,5072.0,-15548.0,5399.0,-5834.0,-5317.0,4995.0,829.0,-820.0,19028.0,8619.0,-8040.0,2369.0,100,1.1,26.4,6.8,56.1,10.2,8.2,4.9,22.9,1.7,6.2,3.8,0.1,85.2,80.1,14.8,19.9,153,8.0,15.0,9.0,45.0,19.0,37.0,17.0,31.0,15.0,9.0,9.0,5.0,112.0,105.0,26.8,33.3,38.0,40.8,23.1,26.6,31.8,34.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-135725,-0.646121840799,LONG,-191255,-0.920003848282,LONG,347283,0.693230837407,LONG
156,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-06-09,09.06.2009,020601,CBT,0,20,708941,7816,192488,22693,406720,86688,62554,42444,174586,10234,44515,30066,496,597472,579805,111469,129136,-46662.0,-499.0,-7082.0,-29051.0,-17403.0,9848.0,689.0,5276.0,1693.0,-2335.0,-2642.0,1026.0,-11.0,-45976.0,-25223.0,-686.0,-21439.0,100,1.1,27.2,3.2,57.4,12.2,8.8,6.0,24.6,1.4,6.3,4.2,0.1,84.3,81.8,15.7,18.2,155,9.0,16.0,7.0,43.0,20.0,34.0,18.0,32.0,14.0,9.0,8.0,5.0,108.0,104.0,26.1,29.2,34.5,37.5,23.6,26.3,31.7,34.5,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-132142,-0.608865133852,LONG,-184672,-0.921958622893,LONG,320032,0.648615344705,LONG
157,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2009-06-16,16.06.2009,020601,CBT,0,20,696764,25857,199441,7904,410437,78392,64799,31202,172526,5079,37718,34429,661,583657,563231,113107,133533,-12177.0,18041.0,6953.0,-14789.0,3717.0,-8296.0,2245.0,-11242.0,-2060.0,-5155.0,-6797.0,4363.0,165.0,-13815.0,-16574.0,1638.0,4397.0,100,3.7,28.6,1.1,58.9,11.3,9.3,4.5,24.8,0.7,5.4,4.9,0.1,83.8,80.8,16.2,19.2,156,9.0,19.0,7.0,42.0,21.0,33.0,17.0,31.0,11.0,9.0,8.0,5.0,101.0,107.0,26.9,29.2,35.6,37.6,24.1,28.5,32.7,36.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-141324,-0.693689625383,LONG,-173584,-0.77046400767,LONG,332045,0.679266164651,LONG
