,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_NZDUSD,PUT_NZDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
105,105,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-08,08.07.2008,112741,CME,0,112,30523,10269,4750,1381,362,12932,0,10174,9092,0,4102,505,16,26304,28676,4219,1847,3668.0,812.0,-2000.0,1099.0,-47.0,2882.0,0.0,449.0,1188.0,0.0,-31.0,58.0,0.0,2282.0,3227.0,1386.0,441.0,100,33.6,15.6,4.5,1.2,42.4,0.0,33.3,29.8,0.0,13.4,1.7,0.1,86.2,93.9,13.8,6.1,37,10.0,,,,4.0,0.0,10.0,5.0,0.0,,,,24.0,17.0,49.1,81.8,67.0,89.7,49.1,77.3,65.9,85.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.0561611128413,SHORT,0.367467874026,SHORT,-0.945539341056,SHORT,2008-07-14,970.1,1097.56,0.200441280579,1097.56,-93800.42,0.0451069579437,0.384043231965,0.373192400039,1097.56,-71664.96,0.184414801884,0.309909132935,1097.56,-96572.66
106,106,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-15,15.07.2008,112741,CME,0,112,29068,10343,5751,927,463,11509,0,10553,8497,0,3934,577,16,26236,27277,2832,1791,-1455.0,74.0,1001.0,-454.0,101.0,-1423.0,0.0,379.0,-595.0,0.0,-168.0,72.0,0.0,-68.0,-1399.0,-1387.0,-56.0,100,35.6,19.8,3.2,1.6,39.6,0.0,36.3,29.2,0.0,13.5,2.0,0.1,90.3,93.8,9.7,6.2,38,10.0,4.0,4.0,,,0.0,11.0,4.0,0.0,,,,27.0,16.0,50.6,83.5,66.7,90.2,50.6,80.6,66.6,87.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.107926509186,SHORT,0.285323723127,SHORT,-0.922652856666,SHORT,2008-07-21,1048.43,-5668.33,-0.082144150899,-5668.33,-99468.75,-0.0171108855165,0.280441581565,0.284792896188,-5668.33,-77333.29,0.137669245783,0.334523695371,-5668.33,-102240.99
107,107,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-22,22.07.2008,112741,CME,0,112,27932,10045,6552,654,522,10255,0,10289,8258,0,3754,763,14,25278,26496,2654,1436,-1136.0,-298.0,801.0,-273.0,59.0,-1254.0,0.0,-264.0,-239.0,0.0,-180.0,186.0,-2.0,-958.0,-781.0,-178.0,-355.0,100,36.0,23.5,2.3,1.9,36.7,0.0,36.8,29.6,0.0,13.4,2.7,0.1,90.5,94.9,9.5,5.1,39,10.0,4.0,4.0,,,0.0,10.0,4.0,0.0,,,,26.0,18.0,52.1,81.9,68.6,91.1,52.1,80.0,68.6,89.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.109505580417,SHORT,0.210459721636,SHORT,-0.903127029786,SHORT,2008-07-28,865.4,-1780.25,-0.074864001491,-1780.25,-101249.0,-0.0155079890265,0.207195914582,0.21110230501,-1780.25,-79113.54,0.12022858879,0.363969250584,-1780.25,-104021.24
108,108,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-29,29.07.2008,112741,CME,0,112,28995,10802,4657,1816,380,10297,0,9297,9755,0,4007,642,14,26316,27181,2679,1814,1063.0,757.0,-1895.0,1162.0,-142.0,42.0,0.0,-992.0,1497.0,0.0,253.0,-121.0,0.0,1038.0,685.0,25.0,378.0,100,37.3,16.1,6.3,1.3,35.5,0.0,32.1,33.6,0.0,13.8,2.2,0.0,90.8,93.7,9.2,6.3,39,11.0,,4.0,,,0.0,8.0,7.0,0.0,,,,25.0,19.0,50.7,78.6,69.1,86.4,50.7,72.7,65.8,80.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0240394709217,LONG,0.397503072644,SHORT,-0.928818956636,SHORT,2008-08-04,955.85,-14979.55,0.187043351008,-14979.55,-116228.55,0.0421570879509,0.414260644638,0.404070598488,-14979.55,-94093.09,0.163247343116,0.347084450468,-14979.55,-119000.79
109,109,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-08-05,05.08.2008,112741,CME,0,112,32162,12070,1816,3802,269,10927,0,9263,12657,0,4148,641,14,29566,29857,2596,2305,3167.0,1268.0,-2841.0,1986.0,-111.0,630.0,0.0,-34.0,2902.0,0.0,141.0,-1.0,0.0,3250.0,2676.0,-83.0,491.0,100,37.5,5.6,11.8,0.8,34.0,0.0,28.8,39.4,0.0,12.9,2.0,0.0,91.9,92.8,8.1,7.2,41,12.0,,4.0,,,0.0,7.0,11.0,0.0,,,,24.0,22.0,48.4,71.7,69.4,84.3,44.5,62.4,61.0,72.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.154835766423,LONG,0.738441595852,SHORT,-0.951947123973,SHORT,2008-08-11,-3809.46,1435.5,0.340938523208,1435.5,-114793.05,0.0760407375188,0.794593239415,0.774738731077,1435.5,-92657.59,0.26194847573,0.473177594485,1435.5,-117565.29
110,110,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-08-12,12.08.2008,112741,CME,0,112,31708,12787,1747,4364,229,10844,0,8282,11881,0,3765,511,14,29441,29361,2267,2347,-454.0,717.0,-69.0,562.0,-40.0,-83.0,0.0,-981.0,-776.0,0.0,-383.0,-130.0,0.0,-125.0,-496.0,-329.0,42.0,100,40.3,5.5,13.8,0.7,34.2,0.0,26.1,37.5,0.0,11.9,1.6,0.0,92.9,92.6,7.1,7.4,39,13.0,,4.0,,,0.0,5.0,10.0,0.0,,,,23.0,21.0,51.7,72.3,72.3,85.1,46.1,64.0,62.0,71.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.178495263602,LONG,0.75959818357,SHORT,-0.958638128782,SHORT,2008-08-18,1391.91,1555.26,0.021156587718,1555.26,-113237.79,0.00563320695489,0.763877157341,0.762605379266,1555.26,-91102.33,0.156817605939,0.504783038917,1555.26,-116010.03
111,111,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-08-19,19.08.2008,112741,CME,0,112,28137,11088,2917,3034,225,5452,0,6965,12163,0,4149,1062,12,25473,24640,2664,3497,-3571.0,-1699.0,1170.0,-1330.0,-4.0,-5392.0,0.0,-1317.0,282.0,0.0,384.0,551.0,-2.0,-3968.0,-4721.0,397.0,1150.0,100,39.4,10.4,10.8,0.8,19.4,0.0,24.8,43.2,0.0,14.7,3.8,0.0,90.5,87.6,9.5,12.4,36,12.0,4.0,,,,0.0,4.0,7.0,0.0,,,,21.0,19.0,50.5,62.1,72.4,79.7,48.9,52.8,64.5,69.4,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.271748222501,LONG,0.583434487683,SHORT,-0.920732781399,SHORT,2008-08-25,1239.84,1351.79,-0.176163695887,1351.79,-111886.0,-0.0378115044467,0.561373951958,0.571285163538,1351.79,-89750.54,0.168943202879,0.485273134043,1351.79,-114658.24
112,112,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-08-26,26.08.2008,112741,CME,0,112,26713,12751,6515,1756,360,2492,35,6325,11539,0,4481,816,12,25720,23165,993,3548,-1424.0,1663.0,3598.0,-1278.0,135.0,-2960.0,35.0,-640.0,-624.0,0.0,332.0,-246.0,0.0,247.0,-1475.0,-1671.0,51.0,100,47.7,24.4,6.6,1.3,9.3,0.1,23.7,43.2,0.0,16.8,3.1,0.0,96.3,86.7,3.7,13.3,34,12.0,5.0,4.0,,,,,6.0,0.0,,,,21.0,19.0,51.7,63.6,73.9,80.2,51.7,57.8,71.7,74.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.291871921182,LONG,0.323679020035,SHORT,-0.747545582048,SHORT,2008-09-01,1373.08,-8105.04,-0.259755467648,-8105.04,-119991.04,-0.0562162033117,0.305483014437,0.319380588099,-8105.04,-97855.58,0.21784191715,0.496262455508,-8105.04,-122763.28
113,113,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-09-02,02.09.2008,112741,CME,0,112,26943,13783,7579,1522,597,2479,35,6356,11922,0,3910,931,18,26221,24486,722,2457,230.0,1032.0,1064.0,-234.0,237.0,-13.0,0.0,31.0,383.0,0.0,-571.0,115.0,6.0,501.0,1321.0,-271.0,-1091.0,100,51.2,28.1,5.6,2.2,9.2,0.1,23.6,44.2,0.0,14.5,3.5,0.1,97.3,90.9,2.7,9.1,38,13.0,5.0,5.0,,,,4.0,7.0,0.0,,,,23.0,22.0,49.9,66.0,72.6,82.5,49.9,61.3,71.5,77.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.304519093993,LONG,0.290422245108,SHORT,-0.611833550065,SHORT,2008-09-08,1829.01,2086.73,-0.033256774927,2086.73,-117904.31,-0.00634717738935,0.2885788836,0.290333890422,2086.73,-95768.85,0.139898519038,0.456120605204,2086.73,-120676.55
114,114,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-09-09,09.09.2008,112741,CME,0,112,28411,14411,7476,1565,1669,2852,0,5995,13073,40,3749,702,0,27429,25708,982,2703,1468.0,628.0,-103.0,43.0,1072.0,373.0,-35.0,-361.0,1151.0,40.0,-161.0,-229.0,-18.0,1208.0,1222.0,260.0,246.0,100,50.7,26.3,5.5,5.9,10.0,0.0,21.1,46.0,0.1,13.2,2.5,0.0,96.5,90.5,3.5,9.5,39,14.0,4.0,6.0,,,0.0,,9.0,,,,0.0,24.0,22.0,45.6,62.7,68.9,80.5,45.6,58.3,68.6,76.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.371197818334,LONG,0.316854753964,SHORT,-0.261667772617,SHORT,2008-09-15,-11592.17,2543.43,0.026432508856,2543.43,-115360.88,0.00679482535028,0.319007726679,0.3175784526,2543.43,-93225.42,0.109179743645,0.453095710239,2543.43,-118133.12
115,115,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-09-16,16.09.2008,112741,CME,0,112,19338,9132,1776,307,1796,3005,0,5001,11014,0,2377,240,0,18613,16342,725,2996,-9073.0,-5279.0,-5700.0,-1258.0,127.0,153.0,0.0,-994.0,-2059.0,-40.0,-1372.0,-462.0,0.0,-8816.0,-9366.0,-257.0,293.0,100,47.2,9.2,1.6,9.3,15.5,0.0,25.9,57.0,0.0,12.3,1.2,0.0,96.3,84.5,3.7,15.5,33,7.0,6.0,,,,0.0,,9.0,0.0,,,0.0,16.0,19.0,61.8,65.3,88.6,74.1,61.8,65.3,88.6,74.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.375460505776,LONG,0.674367436744,SHORT,-0.251822536971,SHORT,2008-09-22,2440.32,2730.25,0.35751268278,2730.25,-112630.63,0.0796899294122,0.728107730176,0.707545081365,2730.25,-90495.17,0.26518612584,0.546810697027,2730.25,-115402.87
116,116,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-09-23,23.09.2008,112741,CME,0,112,22337,12713,3148,368,4036,6208,2,1847,8563,0,2128,440,0,21094,18729,1243,3608,2999.0,3581.0,1372.0,61.0,2240.0,3203.0,2.0,-3154.0,-2451.0,0.0,-249.0,200.0,0.0,2481.0,2387.0,518.0,612.0,100,56.9,14.1,1.6,18.1,27.8,0.0,8.3,38.3,0.0,9.5,2.0,0.0,94.4,83.8,5.6,16.2,25,6.0,,,,,,,6.0,0.0,,,0.0,13.0,14.0,64.1,67.7,91.4,77.4,64.1,67.7,89.7,77.4,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.645148895293,LONG,0.603051509993,SHORT,-0.212026552128,SHORT,2008-09-29,2219.17,-8083.28,-0.071315926751,-8083.28,-120713.91,-0.0147267967421,0.59417049298,0.598180340169,-8083.28,-98578.45,0.166056111322,0.533972450547,-8083.28,-123486.15
117,117,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-09-30,30.09.2008,112741,CME,0,112,18911,12880,1078,368,701,5796,2,1981,8959,0,2128,240,0,18060,16443,851,2468,-3426.0,167.0,-2070.0,0.0,-3335.0,-412.0,0.0,134.0,396.0,0.0,0.0,-200.0,0.0,-3034.0,-2286.0,-392.0,-1140.0,100,68.1,5.7,1.9,3.7,30.6,0.0,10.5,47.4,0.0,11.3,1.3,0.0,95.5,86.9,4.5,13.1,26,8.0,,,,,,,6.0,0.0,,,0.0,15.0,13.0,65.9,72.1,88.3,81.5,65.9,72.1,86.3,81.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.637842778793,LONG,0.845536609829,SHORT,-0.784208096044,SHORT,2008-10-06,3173.31,1531.33,0.242485099836,1531.33,-119182.58,0.054363895753,0.891503273941,0.877080685744,1531.33,-97047.12,0.203477171278,0.526047183138,1531.33,-121954.82
118,118,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-10-07,07.10.2008,112741,CME,0,112,19057,12703,1937,368,622,5361,2,2035,8699,0,2113,237,0,17843,16604,1214,2453,146.0,-177.0,859.0,0.0,-79.0,-435.0,0.0,54.0,-260.0,0.0,-15.0,-3.0,0.0,-217.0,161.0,363.0,-15.0,100,66.7,10.2,1.9,3.3,28.1,0.0,10.7,45.6,0.0,11.1,1.2,0.0,93.6,87.1,6.4,12.9,27,7.0,5.0,,,,,,6.0,0.0,,,0.0,14.0,15.0,65.9,73.4,87.0,81.5,65.9,73.4,85.0,80.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.620831004285,LONG,0.735382513661,SHORT,-0.792077553067,SHORT,2008-10-13,4200.73,5073.85,-0.110154096168,5073.85,-114108.73,-0.0232779351799,0.718264327176,0.724627941308,5073.85,-91973.27,0.153533714001,0.485205599062,5073.85,-116880.97
119,119,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-10-14,14.10.2008,112741,CME,0,112,18508,12765,4269,368,1738,5359,2,151,6481,0,2133,237,0,17157,16716,1351,1792,-549.0,62.0,2332.0,0.0,1116.0,-2.0,0.0,-1884.0,-2218.0,0.0,20.0,0.0,0.0,-686.0,112.0,137.0,-661.0,100,69.0,23.1,2.0,9.4,29.0,0.0,0.8,35.0,0.0,11.5,1.3,0.0,92.7,90.3,7.3,9.7,24,8.0,6.0,,,,,,4.0,0.0,,,0.0,12.0,14.0,67.1,65.7,89.2,82.5,67.1,65.7,87.2,82.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.954463208685,LONG,0.498767171539,SHORT,-0.51021558405,SHORT,2008-10-20,2667.18,-50514.47,-0.236615342122,-50514.47,-164623.2,-0.0511213592495,0.473269515781,0.486375165675,-50514.47,-142487.74,0.201329493998,0.39694637535,-50514.47,-167395.44
120,120,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-10-21,21.10.2008,112741,CME,0,112,18222,13154,3920,368,497,5377,2,751,6071,0,2154,237,0,16926,15975,1296,2247,-286.0,389.0,-349.0,0.0,-1241.0,18.0,0.0,600.0,-410.0,0.0,21.0,0.0,0.0,-231.0,-741.0,-55.0,455.0,100,72.2,21.5,2.0,2.7,29.5,0.0,4.1,33.3,0.0,11.8,1.3,0.0,92.9,87.7,7.1,12.3,25,8.0,5.0,,,,,,5.0,0.0,,,0.0,14.0,13.0,68.0,65.6,84.7,79.9,68.0,65.6,82.6,79.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.779829961888,LONG,0.540822302917,SHORT,-0.830779707184,SHORT,2008-10-27,-10456.47,4376.81,0.042055131378,4376.81,-160246.39,0.0102345139338,0.546357356312,0.543977847073,4376.81,-138110.93,0.133596382492,0.421190590661,4376.81,-163018.63
121,121,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-10-28,28.10.2008,112741,CME,0,112,18412,12970,5381,368,509,5503,2,1310,4777,0,2072,245,0,17231,16276,1181,2136,190.0,-184.0,1461.0,0.0,12.0,126.0,0.0,559.0,-1294.0,0.0,-82.0,8.0,0.0,305.0,301.0,-115.0,-111.0,100,70.4,29.2,2.0,2.8,29.9,0.0,7.1,25.9,0.0,11.3,1.3,0.0,93.6,88.4,6.4,11.6,27,8.0,5.0,,,,,5.0,4.0,0.0,,,0.0,16.0,13.0,66.5,66.1,82.6,81.3,66.5,66.1,80.6,81.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.569574503039,LONG,0.413546945671,SHORT,-0.830671989355,SHORT,2008-11-03,2740.38,3534.93,-0.127275357246,3534.93,-156711.46,-0.0270475843653,0.402361499769,0.409284539926,3534.93,-134576.0,0.139487442254,0.381233846578,3534.93,-159483.7
122,122,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-11-04,04.11.2008,112741,CME,0,112,18501,12645,6649,370,956,5585,2,1178,3186,0,1986,424,0,17137,16216,1364,2285,89.0,-325.0,1268.0,2.0,447.0,82.0,0.0,-132.0,-1591.0,0.0,-86.0,179.0,0.0,-94.0,-60.0,183.0,149.0,100,68.3,35.9,2.0,5.2,30.2,0.0,6.4,17.2,0.0,10.7,2.3,0.0,92.6,87.6,7.4,12.4,27,8.0,5.0,,,,,5.0,,0.0,,,0.0,17.0,13.0,65.4,63.7,83.9,80.3,65.4,63.7,81.9,80.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.46012832264,LONG,0.310770187623,SHORT,-0.707689955664,SHORT,2008-11-10,2434.84,3163.76,-0.102776758048,3163.76,-153547.7,-0.0216536403041,0.304040881763,0.309516184958,3163.76,-131412.24,0.130662492366,0.382784850358,3163.76,-156319.94
123,123,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-11-11,11.11.2008,112741,CME,0,112,19041,12669,6775,449,1007,5549,2,1361,3618,0,2058,300,0,17546,16693,1495,2348,540.0,24.0,126.0,79.0,51.0,-36.0,0.0,183.0,432.0,0.0,72.0,-124.0,0.0,409.0,477.0,131.0,63.0,100,66.5,35.6,2.4,5.3,29.1,0.0,7.1,19.0,0.0,10.8,1.6,0.0,92.1,87.7,7.9,12.3,27,8.0,5.0,,,,,4.0,4.0,0.0,,,0.0,17.0,13.0,63.2,63.2,81.9,80.5,63.2,63.2,79.9,80.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.45330387628,LONG,0.303126928616,SHORT,-0.692800488103,SHORT,2008-11-17,2908.63,3769.98,-0.007643259007,3769.98,-149777.72,-0.000707758132521,0.302912388067,0.303305278045,3769.98,-127642.26,0.105208071254,0.314442215718,3769.98,-152549.96
124,124,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-11-18,18.11.2008,112741,CME,0,112,18864,13430,6890,449,149,5540,2,1167,3670,0,2416,316,0,17613,16867,1251,1997,-177.0,761.0,115.0,0.0,-858.0,-9.0,0.0,-194.0,52.0,0.0,358.0,16.0,0.0,67.0,174.0,-244.0,-351.0,100,71.2,36.5,2.4,0.8,29.4,0.0,6.2,19.5,0.0,12.8,1.7,0.0,93.4,89.4,6.6,10.6,26,8.0,5.0,,,,,4.0,,0.0,,,0.0,17.0,12.0,64.8,65.0,82.4,83.1,64.8,65.0,80.4,82.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.517469505892,LONG,0.321850393701,SHORT,-0.947618210582,SHORT,2008-11-24,2370.45,3072.51,0.018723465085,3072.51,-146705.21,0.00509749765697,0.323491025329,0.322472820493,3072.51,-124569.75,0.0977836149849,0.3283786889,3072.51,-149477.45
125,125,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-11-25,25.11.2008,112741,CME,0,112,19099,13730,6921,488,149,5656,2,1097,4192,0,2156,316,0,17622,17575,1477,1524,235.0,300.0,31.0,39.0,0.0,116.0,0.0,-70.0,522.0,0.0,-260.0,0.0,0.0,9.0,708.0,226.0,-473.0,100,71.9,36.2,2.6,0.8,29.6,0.0,5.7,21.9,0.0,11.3,1.7,0.0,92.3,92.0,7.7,8.0,28,8.0,5.0,4.0,,,,4.0,5.0,0.0,,,0.0,18.0,15.0,63.5,68.1,82.6,83.7,63.5,68.1,80.7,83.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.585176782,LONG,0.329717689216,SHORT,-0.948664944014,SHORT,2008-12-01,1897.99,2577.96,0.007867295515,2577.96,-144127.25,0.00270725603924,0.330610319421,0.330172323135,2577.96,-121991.79,0.0952061531216,0.287891739903,2577.96,-146899.49
126,126,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-12-02,02.12.2008,112741,CME,0,112,19050,14030,6732,490,125,5553,2,801,4199,0,2242,318,0,17690,17294,1360,1756,-49.0,300.0,-189.0,2.0,-24.0,-103.0,0.0,-296.0,7.0,0.0,86.0,2.0,0.0,68.0,-281.0,-117.0,232.0,100,73.6,35.3,2.6,0.7,29.1,0.0,4.2,22.0,0.0,11.8,1.7,0.0,92.9,90.8,7.1,9.2,27,8.0,5.0,4.0,,,,,5.0,0.0,,,0.0,17.0,15.0,64.4,65.9,84.8,80.6,64.4,65.8,82.8,80.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.6796,LONG,0.351507561892,SHORT,-0.955970412117,SHORT,2008-12-08,1583.16,2191.59,0.021789872676,2191.59,-141935.66,0.00577263956533,0.353536688351,0.352345738395,2191.59,-119800.2,0.0953400129288,0.11492238403,2191.59,-144707.9
127,127,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-12-09,09.12.2008,112741,CME,0,112,19891,14058,6138,517,125,5107,0,633,3901,0,2016,447,0,17349,16110,2542,3781,841.0,28.0,-594.0,27.0,0.0,-446.0,-2.0,-168.0,-298.0,0.0,-226.0,129.0,0.0,-341.0,-1184.0,1182.0,2025.0,100,70.7,30.9,2.6,0.6,25.7,0.0,3.2,19.6,0.0,10.1,2.2,0.0,87.2,81.0,12.8,19.0,26,7.0,5.0,,,,0.0,,5.0,0.0,,,0.0,14.0,15.0,61.3,57.7,82.7,69.6,61.3,57.7,80.8,69.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.720776356418,LONG,0.392156862745,SHORT,-0.952217125382,SHORT,2008-12-15,-4519.92,2219.88,0.040649300853,2219.88,-139715.78,0.00992498720734,0.396049014591,0.393821941956,2219.88,-117580.32,0.0980068111009,0.156804208818,2219.88,-142488.02
128,128,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-12-16,16.12.2008,112741,CME,0,112,9130,5243,1621,0,174,2209,0,203,3474,0,481,362,0,6101,7666,3029,1464,-10761.0,-8815.0,-4517.0,-517.0,49.0,-2898.0,0.0,-430.0,-427.0,0.0,-1535.0,-85.0,0.0,-11248.0,-8444.0,487.0,-2317.0,100,57.4,17.8,0.0,1.9,24.2,0.0,2.2,38.1,0.0,5.3,4.0,0.0,66.8,84.0,33.2,16.0,21,6.0,,0.0,,,0.0,,6.0,0.0,,,0.0,9.0,12.0,55.0,55.9,65.7,75.2,55.0,55.9,65.7,75.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.889583899918,LONG,0.527680652681,SHORT,-0.853965589593,SHORT,2008-12-22,1669.71,1908.25,0.135523789936,1908.25,-137807.53,0.0308138422317,0.543940521061,0.536351338146,1908.25,-115672.07,0.132351203947,0.322330563663,1908.25,-140579.77
129,129,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-12-22,22.12.2008,112741,CME,0,112,8905,4904,2050,0,283,2021,0,429,3104,0,351,362,0,5967,7537,2938,1368,-225.0,-339.0,429.0,0.0,109.0,-188.0,0.0,226.0,-370.0,0.0,-130.0,0.0,0.0,-134.0,-129.0,-91.0,-96.0,100,55.1,23.0,0.0,3.2,22.7,0.0,4.8,34.9,0.0,3.9,4.1,0.0,67.0,84.6,33.0,15.4,21,5.0,4.0,0.0,,,0.0,,5.0,0.0,,,0.0,9.0,12.0,52.9,58.4,65.6,75.9,52.9,58.4,65.6,75.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.757146900651,LONG,0.410411274087,SHORT,-0.754340277778,SHORT,2008-12-29,708.84,1689.52,-0.117269378594,1689.52,-136118.01,-0.0248445323177,0.400214797924,0.406588090662,1689.52,-113982.55,0.134742312936,0.317693569743,1689.52,-138890.25
