,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_USDJPY,PUT_USDJPY,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
227,227,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2010-10-19,19.10.2010,97741,CME,0,97,139496,10626,83740,2060,40068,5114,1272,52791,11247,301,3010,5009,0,110128,108743,29368,30753,-7085.0,-166.0,-5624.0,-32.0,-749.0,-463.0,-14.0,-5061.0,-462.0,24.0,1180.0,-1238.0,0.0,-4818.0,-7809.0,-2267.0,724.0,100,7.6,60.0,1.5,28.7,3.7,0.9,37.8,8.1,0.2,2.2,3.6,0.0,78.9,78.0,21.1,22.0,111,8.0,17.0,,11.0,7.0,4.0,33.0,24.0,,6.0,5.0,0.0,63.0,56.0,33.9,50.0,45.1,57.1,33.9,48.5,44.7,55.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.648739810737,SHORT,-0.774791768222,LONG,0.773626665486,LONG,2010-10-25,1593.56,1593.2,0.014045685187,1593.2,-6923.65,0.000896920865479,0.774320547384,0.759875771641,1593.2,3879.3,0.0484571291322,0.112340468797,1593.2,-12906.73
228,228,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2010-10-26,26.10.2010,97741,CME,0,97,139850,10681,84041,1898,40593,5131,1285,49876,12371,670,5302,4459,0,110305,109855,29545,29995,354.0,55.0,301.0,-162.0,525.0,17.0,13.0,-2915.0,1124.0,369.0,2292.0,-550.0,0.0,177.0,1112.0,177.0,-758.0,100,7.6,60.1,1.4,29.0,3.7,0.9,35.7,8.8,0.5,3.8,3.2,0.0,78.9,78.6,21.1,21.4,111,8.0,18.0,,13.0,7.0,4.0,31.0,24.0,6.0,5.0,5.0,0.0,64.0,60.0,31.3,49.1,42.2,56.3,31.3,47.9,41.8,55.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.602518996899,SHORT,-0.774476890268,LONG,0.775566442131,LONG,2010-11-01,2235.03,2128.89,0.001939776645,2128.89,-4794.76,-0.000219280199796,0.775396375767,0.773662059692,2128.89,6008.19,0.0467666745601,0.108433715316,2128.89,-10777.84
229,229,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2010-11-02,02.11.2010,97741,CME,0,97,140062,10939,89363,2293,37626,5034,1150,51119,11044,777,5567,3427,0,109471,113088,30591,26974,212.0,258.0,5322.0,395.0,-2967.0,-97.0,-135.0,1243.0,-1327.0,107.0,265.0,-1032.0,0.0,-834.0,3233.0,1046.0,-3021.0,100,7.8,63.8,1.6,26.9,3.6,0.8,36.5,7.9,0.6,4.0,2.4,0.0,78.2,80.7,21.8,19.3,113,8.0,18.0,4.0,13.0,7.0,4.0,32.0,25.0,8.0,5.0,5.0,0.0,65.0,64.0,29.5,52.4,40.2,60.4,29.4,51.0,40.0,58.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.644676093496,SHORT,-0.781878726247,LONG,0.763994374121,LONG,2010-11-08,-6879.75,1298.85,-0.01157206801,1298.85,-3495.91,-0.00146511279017,0.762875036192,0.775312614012,1298.85,7307.04,0.0456309841079,0.103112477835,1298.85,-9478.99
230,230,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2010-11-09,09.11.2010,97741,CME,0,97,140515,13283,79046,3928,35743,4568,1086,37340,10628,731,14219,3779,0,106330,103766,34185,36749,453.0,2344.0,-10317.0,1635.0,-1883.0,-466.0,-64.0,-13779.0,-416.0,-46.0,8652.0,352.0,0.0,-3141.0,-9322.0,3594.0,9775.0,100,9.5,56.3,2.8,25.4,3.3,0.8,26.6,7.6,0.5,10.1,2.7,0.0,75.7,73.8,24.3,26.2,101,8.0,17.0,5.0,12.0,6.0,4.0,29.0,20.0,6.0,5.0,4.0,0.0,64.0,52.0,30.2,46.5,40.3,53.9,30.0,44.0,40.1,51.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.556871247498,SHORT,-0.712268084784,LONG,0.773362109598,LONG,2010-11-15,1923.65,1595.97,0.009367735477,1595.97,-1899.94,0.000465599876105,0.7737221869,0.764188930377,1595.97,8903.01,0.0449169882897,0.0970365062518,1595.97,-7883.02
231,231,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2010-11-16,16.11.2010,97741,CME,0,97,131701,16348,65592,4851,33548,6205,1194,32996,17655,110,13351,2820,0,102398,98427,29303,33274,-8814.0,3065.0,-13454.0,923.0,-2195.0,1637.0,108.0,-4344.0,7027.0,-621.0,-868.0,-959.0,0.0,-3932.0,-5339.0,-4882.0,-3475.0,100,12.4,49.8,3.7,25.5,4.7,0.9,25.1,13.4,0.1,10.1,2.1,0.0,77.8,74.7,22.2,25.3,100,10.0,17.0,5.0,11.0,7.0,4.0,24.0,25.0,5.0,,,0.0,56.0,58.0,30.9,41.4,43.6,49.3,30.9,38.0,43.3,45.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.302876547353,SHORT,-0.60097632414,LONG,0.687822302719,LONG,2010-11-22,848.3,1151.22,-0.085539806879,1151.22,-748.72,-0.00828516009477,0.682123584824,0.771537339103,1151.22,10054.23,0.0581443831741,0.265747742117,1151.22,-6731.8
232,232,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2010-11-23,23.11.2010,97741,CME,0,97,129620,17060,65010,4803,33178,5501,1236,29210,18566,1061,16851,3289,0,103399,99466,26221,30154,-2081.0,712.0,-582.0,-48.0,-370.0,-704.0,42.0,-3786.0,911.0,951.0,3500.0,469.0,0.0,1001.0,1039.0,-3082.0,-3120.0,100,13.2,50.2,3.7,25.6,4.2,1.0,22.5,14.3,0.8,13.0,2.5,0.0,79.8,76.7,20.2,23.3,99,11.0,16.0,,11.0,6.0,4.0,24.0,24.0,7.0,,4.0,0.0,57.0,56.0,32.7,42.8,44.1,50.8,32.7,39.3,43.8,47.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.222789685198,SHORT,-0.584257341294,LONG,0.715556244991,LONG,2010-11-29,1692.72,-2929.55,0.027733942272,-2929.55,-3678.27,0.00215901921085,0.71710114467,0.688407879558,-2929.55,7124.68,0.055954158287,0.253376975136,-2929.55,-9661.35
233,233,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2010-11-30,30.11.2010,97741,CME,0,97,133069,16145,66213,4780,34651,5536,1087,31861,20030,1034,18851,3788,0,108409,102468,24660,30601,3449.0,-915.0,1203.0,-23.0,1473.0,35.0,-149.0,2651.0,1464.0,-27.0,2000.0,499.0,0.0,5010.0,3002.0,-1561.0,447.0,100,12.1,49.8,3.6,26.0,4.2,0.8,23.9,15.1,0.8,14.2,2.8,0.0,81.5,77.0,18.5,23.0,102,12.0,15.0,8.0,11.0,6.0,4.0,25.0,24.0,7.0,,6.0,0.0,64.0,57.0,34.9,41.2,45.4,49.0,34.7,38.2,45.2,46.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.227997147868,SHORT,-0.607931227082,LONG,0.724488018513,LONG,2010-12-06,230.11,1380.45,0.008931773522,1380.45,-2297.82,0.000425402876689,0.7247962178,0.715741044447,1380.45,8505.13,0.0527640966906,0.255372894047,1380.45,-8280.9
234,234,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2010-12-07,07.12.2010,97741,CME,0,97,132233,16265,61091,7515,34325,5954,1389,24070,18531,1443,18758,3377,0,103765,99300,28468,32933,-836.0,120.0,-5122.0,2735.0,-326.0,418.0,302.0,-7791.0,-1499.0,409.0,-93.0,-411.0,0.0,-4644.0,-3168.0,3808.0,2332.0,100,12.3,46.2,5.7,26.0,4.5,1.1,18.2,14.0,1.1,14.2,2.6,0.0,78.5,75.1,21.5,24.9,93,11.0,16.0,7.0,11.0,6.0,5.0,22.0,19.0,4.0,,6.0,0.0,54.0,55.0,35.4,40.6,46.4,48.5,35.2,36.3,46.2,44.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.130020422056,SHORT,-0.579476705104,LONG,0.70436207453,LONG,2010-12-13,1474.06,1433.56,-0.020125943983,1433.56,-864.26,-0.00225380580236,0.702774579199,0.724053749727,1433.56,9938.69,0.0506694266524,0.248261255613,1433.56,-6847.34
235,235,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2010-12-14,14.12.2010,97741,CME,0,97,96110,6772,37518,309,36065,5368,1374,30175,16807,0,1320,4775,0,76015,66151,20095,29959,-36123.0,-9493.0,-23573.0,-7206.0,1740.0,-586.0,-15.0,6105.0,-1724.0,-1443.0,-17438.0,1398.0,0.0,-27750.0,-33149.0,-8373.0,-2974.0,100,7.0,39.0,0.3,37.5,5.6,1.4,31.4,17.5,0.0,1.4,5.0,0.0,79.1,68.8,20.9,31.2,88,8.0,13.0,,10.0,5.0,5.0,21.0,21.0,0.0,,8.0,0.0,45.0,50.0,34.7,32.1,50.0,41.6,34.7,31.8,49.7,41.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.284534502575,SHORT,-0.694197335742,LONG,0.740882871141,LONG,2010-12-20,1094.93,63.08,0.036520796611,63.08,-801.18,0.00296919352693,0.743082695766,0.705136486955,63.08,10001.77,0.0515927180269,0.145258711428,63.08,-6784.26
236,236,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2010-12-21,21.12.2010,97741,CME,0,97,90072,6595,30802,913,32396,5757,1478,26660,18025,143,2900,3807,0,71085,60925,18987,29147,-6038.0,-177.0,-6716.0,604.0,-3669.0,389.0,104.0,-3515.0,1218.0,143.0,1580.0,-968.0,0.0,-4930.0,-5226.0,-1108.0,-812.0,100,7.3,34.2,1.0,36.0,6.4,1.6,29.6,20.0,0.2,3.2,4.2,0.0,78.9,67.6,21.1,32.4,88,7.0,14.0,,10.0,6.0,5.0,18.0,24.0,,,7.0,0.0,44.0,54.0,30.9,29.2,44.8,38.2,30.5,28.3,44.4,37.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.193241579949,SHORT,-0.647297911597,LONG,0.698215081383,LONG,2010-12-27,905.8,-3296.8,-0.042667789758,-3296.8,-4097.98,-0.00433223157107,0.695190251964,0.739969018757,-3296.8,6704.97,0.0524390069039,0.166524492452,-3296.8,-10081.06
237,237,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2010-12-28,28.12.2010,97741,CME,0,97,109343,6492,50314,872,31827,5335,1463,43230,15361,94,1386,6133,0,85364,79572,23979,29771,19271.0,-103.0,19512.0,-41.0,-569.0,-422.0,-15.0,16570.0,-2664.0,-49.0,-1514.0,2326.0,0.0,14279.0,18647.0,4992.0,624.0,100,5.9,46.0,0.8,29.1,4.9,1.3,39.5,14.0,0.1,1.3,5.6,0.0,78.1,72.8,21.9,27.2,93,6.0,15.0,,10.0,5.0,5.0,22.0,23.0,,,10.0,0.0,46.0,56.0,30.8,33.5,47.0,44.2,30.8,32.9,46.6,43.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.475653257326,SHORT,-0.771432595148,LONG,0.712878747107,LONG,2011-01-03,1239.16,1414.27,0.014663665724,1414.27,-2683.71,0.00095390052391,0.713558762517,0.698521955006,1414.27,8119.24,0.0503887192211,0.154549132673,1414.27,-8666.79
238,238,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-01-04,04.01.2011,97741,CME,0,97,128483,6453,66023,678,33598,4166,1153,58969,15446,189,900,13993,0,101940,101648,26543,26835,19140.0,-39.0,15709.0,-194.0,1771.0,-1169.0,-310.0,15739.0,85.0,95.0,-486.0,7860.0,0.0,16576.0,22076.0,2564.0,-2936.0,100,5.0,51.4,0.5,26.1,3.2,0.9,45.9,12.0,0.1,0.7,10.9,0.0,79.3,79.1,20.7,20.9,105,5.0,18.0,,12.0,4.0,4.0,30.0,24.0,7.0,,11.0,0.0,57.0,62.0,27.6,38.4,44.2,53.6,27.6,38.0,44.0,53.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.584868642075,SHORT,-0.821927258679,LONG,0.779366592522,LONG,2011-01-10,1452.8,1331.27,0.066487845415,1331.27,-1352.44,0.00573224527824,0.783834112992,0.714297854425,1331.27,9450.51,0.0575940431359,0.196016616143,1331.27,-7335.52
239,239,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-01-11,11.01.2011,97741,CME,0,97,107132,7286,51451,945,33555,4224,1107,38108,15428,270,2810,3745,0,84081,77170,23051,29962,-21351.0,833.0,-14572.0,267.0,-43.0,58.0,-46.0,-20861.0,-18.0,81.0,1910.0,-10248.0,0.0,-17859.0,-24478.0,-3492.0,3127.0,100,6.8,48.0,0.9,31.3,3.9,1.0,35.6,14.4,0.3,2.6,3.5,0.0,78.5,72.0,21.5,28.0,91,6.0,16.0,,12.0,4.0,4.0,18.0,25.0,6.0,,7.0,0.0,48.0,56.0,31.2,38.6,45.9,47.1,31.2,37.8,45.6,46.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.423640167364,SHORT,-0.751911061171,LONG,0.776383705233,LONG,2011-01-17,1205.0,1128.89,-0.002982887289,1128.89,-223.55,-0.000673164574361,0.775861071227,0.779296482096,1128.89,10579.4,0.0537890753854,0.226870390811,1128.89,-6206.63
240,240,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-01-18,18.01.2011,97741,CME,0,97,110405,7253,47230,1075,33495,5063,939,38457,19862,319,3900,4828,0,85438,79316,24967,31089,3273.0,-33.0,-4221.0,130.0,-60.0,839.0,-168.0,349.0,4434.0,49.0,1090.0,1083.0,0.0,1357.0,2146.0,1916.0,1127.0,100,6.6,42.8,1.0,30.3,4.6,0.9,34.8,18.0,0.3,3.5,4.4,0.0,77.4,71.8,22.6,28.2,97,6.0,18.0,,12.0,5.0,4.0,21.0,24.0,10.0,,9.0,0.0,53.0,61.0,31.7,34.9,45.0,43.4,31.7,34.1,44.7,42.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.318849774516,SHORT,-0.733751812492,LONG,0.737382644328,LONG,2011-01-24,1271.67,1219.66,-0.039001060905,1219.66,996.11,-0.0039941481767,0.734437428784,0.775544779704,1219.66,11799.06,0.053486333775,0.225220954171,1219.66,-4986.97
241,241,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-01-25,25.01.2011,97741,CME,0,97,116661,7222,54620,1310,31537,5406,914,44866,18633,631,4900,5061,0,91380,86575,25281,30086,6256.0,-31.0,7390.0,235.0,-1958.0,343.0,-25.0,6409.0,-1229.0,312.0,1000.0,233.0,0.0,5942.0,7259.0,314.0,-1003.0,100,6.2,46.8,1.1,27.0,4.6,0.8,38.5,16.0,0.5,4.2,4.3,0.0,78.3,74.2,21.7,25.8,105,6.0,20.0,,11.0,5.0,,25.0,26.0,13.0,,9.0,0.0,59.0,65.0,29.3,36.4,44.2,45.3,29.3,35.4,44.2,44.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.413124616136,SHORT,-0.766437049255,LONG,0.70733291828,LONG,2011-01-31,1399.11,1359.17,-0.030049726048,1359.17,2355.28,-0.00316880826369,0.705091515883,0.736736821759,1359.17,13158.23,0.0521272766321,0.217257708101,1359.17,-3627.8
242,242,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-02-01,01.02.2011,97741,CME,0,97,116384,7808,54359,1662,29986,5472,918,42962,15604,392,5656,4940,0,89384,83347,27000,33037,-277.0,586.0,-261.0,352.0,-1551.0,66.0,4.0,-1904.0,-3029.0,-239.0,756.0,-121.0,0.0,-1996.0,-3228.0,1719.0,2951.0,100,6.7,46.7,1.4,25.8,4.7,0.8,36.9,13.4,0.3,4.9,4.2,0.0,76.8,71.6,23.2,28.4,106,6.0,21.0,5.0,11.0,5.0,,26.0,23.0,9.0,4.0,10.0,0.0,60.0,63.0,26.3,34.4,40.0,44.5,26.3,33.5,40.0,43.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.467131099956,SHORT,-0.748805636431,LONG,0.691353150206,LONG,2011-02-07,320.43,1181.16,-0.015979768074,1181.16,3536.44,-0.00187151595188,0.690059271757,0.70698744535,1181.16,14339.39,0.049914951646,0.168929575843,1181.16,-2446.64
243,243,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-02-08,08.02.2011,97741,CME,0,97,117705,7775,54561,1455,27348,5728,903,47774,16880,559,5796,3733,0,91610,83819,26095,33886,1321.0,-33.0,202.0,-207.0,-2638.0,256.0,-15.0,4812.0,1276.0,167.0,140.0,-1207.0,0.0,2226.0,472.0,-905.0,849.0,100,6.6,46.4,1.2,23.2,4.9,0.8,40.6,14.3,0.5,4.9,3.2,0.0,77.8,71.2,22.2,28.8,106,6.0,19.0,6.0,11.0,5.0,,30.0,24.0,8.0,5.0,6.0,0.0,65.0,58.0,23.8,35.1,37.4,46.5,23.8,34.4,37.4,45.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.477835864757,SHORT,-0.750545431211,LONG,0.653646148265,LONG,2011-02-14,1143.19,1075.67,-0.037707001941,1075.67,4612.11,-0.00387483206019,0.651113379214,0.690548354786,1075.67,15415.06,0.0504671734006,0.138034701351,1075.67,-1370.97
244,244,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-02-15,15.02.2011,97741,CME,0,97,116803,16781,25750,2522,26476,7514,901,23786,39895,433,25048,3968,0,95947,80983,20856,35820,-902.0,9006.0,-28811.0,1067.0,-872.0,1786.0,-2.0,-23988.0,23015.0,-126.0,19252.0,235.0,0.0,4337.0,-2836.0,-5239.0,1934.0,100,14.4,22.0,2.2,22.7,6.4,0.8,20.4,34.2,0.4,21.4,3.4,0.0,82.1,69.3,17.9,30.7,109,11.0,13.0,,11.0,6.0,4.0,24.0,33.0,9.0,4.0,7.0,0.0,59.0,66.0,32.5,21.3,43.3,34.6,32.5,19.4,43.3,32.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.2529639924,LONG,-0.210881474689,LONG,0.557869961753,LONG,2011-02-21,1052.51,-5172.6,-0.095776186512,-5172.6,-560.49,-0.00922898498914,0.55272138825,0.651627653065,-5172.6,10242.46,0.0643873519539,0.251567127737,-5172.6,-6543.57
245,245,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-02-22,22.02.2011,97741,CME,0,97,124016,27541,29116,584,25704,7480,933,45552,46274,808,1384,4577,0,102506,89772,21510,34244,7213.0,10760.0,3366.0,-1938.0,-772.0,-34.0,32.0,21766.0,6379.0,375.0,-23664.0,609.0,0.0,6559.0,8789.0,654.0,-1576.0,100,22.2,23.5,0.5,20.7,6.0,0.8,36.7,37.3,0.7,1.1,3.7,0.0,82.7,72.4,17.3,27.6,106,12.0,12.0,4.0,10.0,6.0,,20.0,35.0,7.0,,9.0,0.0,54.0,66.0,35.5,23.8,48.4,36.1,35.5,23.5,48.4,35.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.00786269683968,LONG,-0.0277988598055,LONG,0.549180327869,LONG,2011-02-28,1119.61,1239.39,-0.008689633884,1239.39,678.9,-0.00119934372122,0.548521671891,0.557682995956,1239.39,11481.85,0.0592332393374,0.266736506331,1239.39,-5304.18
246,246,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-03-01,01.03.2011,97741,CME,0,97,136561,10843,66676,1442,25947,8464,326,70347,18023,841,1380,5942,0,111126,101714,25435,34847,12545.0,-16698.0,37560.0,858.0,243.0,984.0,-607.0,24795.0,-28251.0,33.0,-4.0,1365.0,0.0,8620.0,11942.0,3925.0,603.0,100,7.9,48.8,1.1,19.0,6.2,0.2,51.5,13.2,0.6,1.0,4.4,0.0,81.4,74.5,18.6,25.5,109,7.0,21.0,6.0,9.0,7.0,,30.0,23.0,9.0,,10.0,0.0,61.0,65.0,33.4,34.2,47.5,44.1,33.4,33.8,47.5,43.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.592101391875,SHORT,-0.720249229221,LONG,0.50806428177,LONG,2011-03-07,1074.62,1014.13,-0.041116046099,1014.13,1693.03,-0.00418915615305,0.505935921158,0.548315439735,1014.13,12495.98,0.0578356456875,0.255962013097,1014.13,-4290.05
247,247,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-03-08,08.03.2011,97741,CME,0,97,131247,12522,58052,2013,27160,8223,332,60815,21907,214,900,4777,154,104110,95672,27137,35575,-5314.0,1679.0,-8624.0,571.0,1213.0,-241.0,6.0,-9532.0,3884.0,-627.0,-480.0,-1165.0,154.0,-7016.0,-6042.0,1702.0,728.0,100,9.5,44.2,1.5,20.7,6.3,0.3,46.3,16.7,0.2,0.7,3.6,0.1,79.3,72.9,20.7,27.1,102,9.0,18.0,5.0,10.0,7.0,,25.0,24.0,5.0,,8.0,,55.0,61.0,31.3,31.0,45.2,41.3,31.3,30.4,45.2,40.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.470346461643,SHORT,-0.645138436251,LONG,0.535200520024,LONG,2011-03-14,1641.61,1728.8,0.027136238254,1728.8,3421.83,0.00210390910826,0.536326533273,0.5086295268,1728.8,14224.78,0.0556520237331,0.259990235924,1728.8,-2561.25
248,248,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-03-15,15.03.2011,97741,CME,0,97,114701,7763,43047,127,26499,6992,444,46447,22075,470,900,6667,0,82650,79822,32051,34879,-16546.0,-4759.0,-15005.0,-1886.0,-661.0,-1231.0,112.0,-14368.0,168.0,256.0,0.0,1890.0,-154.0,-21460.0,-15850.0,4914.0,-696.0,100,6.8,37.5,0.1,23.1,6.1,0.4,40.5,19.2,0.4,0.8,5.8,0.0,72.1,69.6,27.9,30.4,99,6.0,17.0,,9.0,8.0,,25.0,22.0,,,11.0,0.0,44.0,61.0,27.6,27.6,39.3,39.4,27.6,27.6,38.7,39.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.355681387,SHORT,-0.69443023027,LONG,0.582454987907,LONG,2011-03-21,1376.47,1466.84,0.047254467883,1466.84,4888.67,0.00395887020147,0.584760851602,0.536191726656,1466.84,15691.62,0.0570011511106,0.175676682447,1466.84,-1094.41
249,249,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-03-22,22.03.2011,97741,CME,0,97,112051,8236,53465,710,24037,7499,1367,46376,18083,247,1824,2747,0,82797,84118,29254,27933,-2650.0,473.0,10418.0,583.0,-2462.0,507.0,923.0,-71.0,-3992.0,-223.0,924.0,-3920.0,0.0,147.0,4296.0,-2797.0,-6946.0,100,7.4,47.7,0.6,21.5,6.7,1.2,41.4,16.1,0.2,1.6,2.5,0.0,73.9,75.1,26.1,24.9,101,7.0,17.0,,9.0,7.0,,31.0,20.0,,,7.0,0.0,55.0,54.0,29.6,29.8,40.3,45.9,29.6,29.7,40.0,45.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.438930172668,SHORT,-0.733035120987,LONG,0.524416539827,LONG,2011-03-28,-12155.94,1563.49,-0.05803844808,1563.49,6452.16,-0.00574945235491,0.521401431917,0.581233916787,1563.49,17255.11,0.0590554606856,0.152470793659,1563.49,469.08
250,250,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-03-29,29.03.2011,97741,CME,0,97,100377,7688,32419,1518,23960,7695,1330,34783,24060,329,1610,2639,0,71218,69990,29159,30387,-11674.0,-548.0,-21046.0,808.0,-77.0,196.0,-37.0,-11593.0,5977.0,82.0,-214.0,-108.0,0.0,-11579.0,-14128.0,-95.0,2454.0,100,7.7,32.3,1.5,23.9,7.7,1.3,34.7,24.0,0.3,1.6,2.6,0.0,71.0,69.7,29.0,30.3,97,6.0,18.0,,9.0,8.0,,25.0,24.0,,,5.0,0.0,46.0,58.0,24.5,24.4,36.4,36.2,24.5,24.3,36.1,35.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.182230681644,SHORT,-0.616625526716,LONG,0.513820881377,LONG,2011-04-04,1372.12,1302.98,-0.01059565845,1302.98,7755.14,-0.00137508490113,0.513114334041,0.524190495711,1302.98,18558.09,0.0550621563957,0.195050671874,1302.98,1772.06
