,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_EURUSD,PUT_EURUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
260,260,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-06-07,07.06.2011,99741,CME,0,99,296126,86262,121951,16229,34242,23907,2285,71419,63880,4894,16182,5707,40,231553,238893,64573,57233,26025.0,-17677.0,6335.0,15145.0,238.0,-445.0,-254.0,15409.0,2907.0,896.0,-432.0,-10238.0,-82.0,13243.0,14264.0,12782.0,11761.0,100,29.1,41.2,5.5,11.6,8.1,0.8,24.1,21.6,1.7,5.5,1.9,0.0,78.2,80.7,21.8,19.3,171,23.0,18.0,15.0,17.0,16.0,12.0,36.0,45.0,19.0,6.0,9.0,,102.0,118.0,35.5,31.7,44.8,43.0,32.4,31.3,41.6,41.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.0557210326758,SHORT,-0.171406204224,LONG,0.177733065057,LONG,2011-06-13,1875.82,1491.23,0.01233447708,1491.23,-40396.68,0.00199060804517,0.178086861926,0.16717494633,1491.23,-50042.25,0.0438601785684,0.112246493591,1491.23,-37411.47
261,261,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-06-14,14.06.2011,99741,CME,0,99,190373,16959,71044,228,31198,26312,2093,68240,42128,344,14629,6197,157,133848,148503,56525,41870,-105753.0,-69303.0,-50907.0,-16001.0,-3044.0,2405.0,-192.0,-3179.0,-21752.0,-4550.0,-1553.0,490.0,117.0,-97705.0,-90390.0,-8048.0,-15363.0,100,8.9,37.3,0.1,16.4,13.8,1.1,35.8,22.1,0.2,7.7,3.3,0.1,70.3,78.0,29.7,22.0,158,17.0,15.0,5.0,13.0,19.0,11.0,38.0,41.0,10.0,6.0,9.0,,86.0,99.0,29.4,29.3,41.0,39.4,29.3,29.2,40.7,39.2,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.236590316034,SHORT,-0.614581321091,LONG,0.0849591375413,LONG,2011-06-20,2227.97,1673.46,-0.0927739275157,1673.46,-38723.22,-0.0178254362187,0.0834447038539,0.164532694489,1673.46,-48368.79,0.0601851442224,0.266297987267,1673.46,-35738.01
262,262,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-06-21,21.06.2011,99741,CME,0,99,189190,26697,58092,850,32294,26404,2287,57942,44490,553,14438,13305,162,135223,146143,53967,43047,-1183.0,9738.0,-12952.0,622.0,1096.0,92.0,194.0,-10298.0,2362.0,209.0,-191.0,7108.0,5.0,1375.0,-2360.0,-2558.0,1177.0,100,14.1,30.7,0.4,17.1,14.0,1.2,30.6,23.5,0.3,7.6,7.0,0.1,71.5,77.2,28.5,22.8,159,18.0,16.0,4.0,14.0,19.0,11.0,34.0,42.0,9.0,6.0,10.0,,81.0,104.0,26.9,25.8,38.7,37.2,26.8,25.4,38.4,36.7,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.131326148079,SHORT,-0.370272087181,LONG,0.100344134383,LONG,2011-06-27,2331.74,495.39,0.0153849968417,495.39,-38227.83,0.00256572128049,0.100601589464,0.0871490808105,0.0,-48368.79,0.055393304373,0.267793102573,495.39,-35242.62
263,263,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-06-28,28.06.2011,99741,CME,0,99,183206,22759,54950,1562,31913,28185,2487,53306,41546,613,14432,8088,272,127344,137703,55862,45503,-5984.0,-3938.0,-3142.0,712.0,-381.0,1781.0,200.0,-4636.0,-2944.0,60.0,-6.0,-5217.0,110.0,-7879.0,-8440.0,1895.0,2456.0,100,12.4,30.0,0.9,17.4,15.4,1.4,29.1,22.7,0.3,7.9,4.4,0.1,69.5,75.2,30.5,24.8,158,17.0,17.0,5.0,14.0,20.0,11.0,34.0,37.0,10.0,6.0,13.0,,81.0,105.0,27.2,23.6,38.1,34.2,27.1,22.8,37.7,33.3,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.123982625564,SHORT,-0.414250601603,LONG,0.0620320143765,LONG,2011-07-04,-16134.67,1385.75,-0.0383121200065,1385.75,-36842.08,-0.0075577740613,0.0615631904273,0.0949148022292,0.0,-48368.79,0.0539179351847,0.259080114986,1385.75,-33856.87
264,264,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-07-05,05.07.2011,99741,CME,0,99,194329,23399,65753,1139,30071,27142,2413,64555,47296,814,14634,5905,273,137298,150735,57031,43594,11123.0,640.0,10803.0,-423.0,-1842.0,-1043.0,-74.0,11249.0,5750.0,201.0,202.0,-2183.0,1.0,9954.0,13032.0,1169.0,-1909.0,100,12.0,33.8,0.6,15.5,14.0,1.2,33.2,24.3,0.4,7.5,3.0,0.1,70.7,77.6,29.3,22.4,161,17.0,18.0,5.0,15.0,19.0,11.0,39.0,36.0,11.0,7.0,10.0,,90.0,101.0,25.7,27.0,38.2,36.8,25.6,26.5,37.8,36.3,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.15430349304,SHORT,-0.475076274228,LONG,0.0511946585566,LONG,2011-07-11,2341.8,1748.75,-0.0108373558199,1748.75,-35093.33,-0.0023779680757,0.0510729192929,0.0604977410648,0.0,-48368.79,0.0501988483755,0.260372770393,1748.75,-32108.12
265,265,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-07-12,12.07.2011,99741,CME,0,99,185541,33834,41507,2363,31530,26027,2451,46791,57127,454,15128,5908,224,132775,136061,52766,49480,-8788.0,10435.0,-24246.0,1224.0,1459.0,-1115.0,38.0,-17764.0,9831.0,-360.0,494.0,3.0,-49.0,-4523.0,-14674.0,-4265.0,5886.0,100,18.2,22.4,1.3,17.0,14.0,1.3,25.2,30.8,0.2,8.2,3.2,0.1,71.6,73.3,28.4,26.7,158,20.0,16.0,6.0,16.0,15.0,11.0,28.0,45.0,12.0,8.0,10.0,,85.0,105.0,23.8,19.7,34.8,29.2,23.8,18.7,34.5,28.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.0994630381647,LONG,-0.101843617685,LONG,0.095609569644,LONG,2011-07-18,2231.09,758.02,0.0444149110874,758.02,-34335.31,0.00803871906675,0.0963781481145,0.0575203470947,0.0,-48368.79,0.0519279651876,0.173016508169,758.02,-31350.1
266,266,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-07-19,19.07.2011,99741,CME,0,99,180314,43685,40685,3367,30521,26509,1974,35357,52885,1363,20008,6732,526,136801,134041,43513,46273,-5227.0,9851.0,-822.0,1004.0,-1009.0,482.0,-477.0,-11434.0,-4242.0,909.0,4880.0,824.0,302.0,4026.0,-2020.0,-9253.0,-3207.0,100,24.2,22.6,1.9,16.9,14.7,1.1,19.6,29.3,0.8,11.1,3.7,0.3,75.9,74.3,24.1,25.7,153,20.0,14.0,7.0,15.0,16.0,11.0,27.0,42.0,12.0,7.0,12.0,4.0,82.0,105.0,19.8,19.9,33.3,29.4,19.7,18.4,33.1,27.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.198635570363,LONG,0.0355576626763,SHORT,0.0703489391548,LONG,2011-07-25,1641.0,1341.21,-0.0252606304892,1341.21,-32994.1,-0.00509718211359,0.0699903578004,0.0920228799859,0.0,-48368.79,0.0497463902925,0.163905075568,1341.21,-30008.89
267,267,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-07-26,26.07.2011,99741,CME,0,99,183690,33545,55319,3858,29579,27123,2026,41839,46960,1672,19712,3979,526,132757,141463,50933,42227,3376.0,-10140.0,14634.0,491.0,-942.0,614.0,52.0,6482.0,-5925.0,309.0,-296.0,-2753.0,0.0,-4044.0,7422.0,7420.0,-4046.0,100,18.3,30.1,2.1,16.1,14.8,1.1,22.8,25.6,0.9,10.7,2.2,0.3,72.3,77.0,27.7,23.0,162,21.0,15.0,6.0,16.0,16.0,11.0,36.0,41.0,15.0,10.0,7.0,4.0,95.0,103.0,17.1,23.9,29.4,33.3,16.9,22.1,29.1,31.5,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.057669568351,LONG,-0.24502610731,LONG,0.0433141688124,LONG,2011-08-01,2129.64,1743.08,-0.0270347703424,1743.08,-31251.02,-0.00543165997002,0.0430789009755,0.0665311338097,0.0,-48368.79,0.0483515758982,0.157463263926,1743.08,-28265.81
268,268,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-08-02,02.08.2011,99741,CME,0,99,190722,44251,45965,4129,26995,31200,2611,44262,56722,2344,19509,5466,427,144528,148864,46194,41858,7032.0,10706.0,-9354.0,271.0,-2584.0,4077.0,585.0,2423.0,9762.0,672.0,-203.0,1487.0,-99.0,11771.0,7401.0,-4739.0,-369.0,100,23.2,24.1,2.2,14.2,16.4,1.4,23.2,29.7,1.2,10.2,2.9,0.2,75.8,78.1,24.2,21.9,173,23.0,16.0,7.0,13.0,20.0,10.0,38.0,47.0,17.0,9.0,7.0,5.0,99.0,113.0,15.2,21.0,27.9,30.5,15.0,19.2,27.7,28.6,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.123385882912,LONG,-0.0189988472111,LONG,-0.0722570667583,SHORT,2011-08-08,2444.28,1039.92,-0.115571235571,2444.28,-28806.74,-0.0221234033247,-0.0706584945273,0.0273579959448,0.0,-48368.79,0.07024206162,0.276975046994,2444.28,-25821.53
269,269,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-08-09,09.08.2011,99741,CME,0,99,183571,40723,37502,4222,24483,35128,1924,48629,45771,2644,14112,12852,426,137163,140469,46408,43102,-7151.0,-3528.0,-8463.0,93.0,-2512.0,3928.0,-687.0,4367.0,-10951.0,300.0,-5397.0,7386.0,-1.0,-7365.0,-8395.0,214.0,1244.0,100,22.2,20.4,2.3,13.3,19.1,1.0,26.5,24.9,1.4,7.7,7.0,0.2,74.7,76.5,25.3,23.5,167,23.0,12.0,6.0,14.0,23.0,11.0,37.0,42.0,21.0,7.0,9.0,4.0,97.0,112.0,19.1,21.5,31.6,30.3,19.0,19.5,31.3,28.3,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.0302754237288,SHORT,0.0411760945989,SHORT,-0.178574424183,SHORT,2011-08-15,1838.93,1383.74,-0.106317357425,1838.93,-26967.81,-0.020378773486,-0.174935296442,-0.086632018914,0.0,-48368.79,0.0794665632319,0.297541784789,1838.93,-23982.6
270,270,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-08-16,16.08.2011,99741,CME,0,99,168931,34730,37812,5296,24713,32037,1562,41298,37636,2564,13295,7733,315,123773,124955,45158,43976,-14640.0,-5993.0,310.0,1074.0,230.0,-3091.0,-362.0,-7331.0,-8135.0,-80.0,-817.0,-5119.0,-111.0,-13390.0,-15514.0,-1250.0,874.0,100,20.6,22.4,3.1,14.6,19.0,0.9,24.4,22.3,1.5,7.9,4.6,0.2,73.3,74.0,26.7,26.0,157,21.0,12.0,8.0,15.0,20.0,10.0,31.0,44.0,21.0,7.0,7.0,4.0,92.0,108.0,18.2,20.7,29.8,30.3,18.0,18.7,29.5,28.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.0463931892467,SHORT,-0.0424857324033,LONG,-0.129057268722,SHORT,2011-08-22,2043.58,1530.82,0.049517155461,2043.58,-24924.23,0.00900064309881,-0.130218867137,-0.171804646197,2043.58,-46325.21,0.0739585941052,0.278789073109,2043.58,-21939.02
271,271,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-08-23,23.08.2011,99741,CME,0,99,174714,35450,41523,6200,25481,32403,1658,42878,38997,1998,13455,7892,205,127325,130876,47389,43838,5783.0,720.0,3711.0,904.0,768.0,366.0,96.0,1580.0,1361.0,-566.0,160.0,159.0,-110.0,3552.0,5921.0,2231.0,-138.0,100,20.3,23.8,3.5,14.6,18.5,0.9,24.5,22.3,1.1,7.7,4.5,0.1,72.9,74.9,27.1,25.1,161,21.0,14.0,8.0,15.0,20.0,10.0,32.0,44.0,20.0,8.0,7.0,4.0,94.0,109.0,17.6,21.2,29.0,30.6,17.4,18.9,28.5,28.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.0474015267176,SHORT,-0.0788977953308,LONG,-0.119583995577,SHORT,2011-08-29,-13055.42,1330.37,0.009473273145,-13055.42,-37979.65,0.00145118644476,-0.11975753425,-0.127755305896,-13055.42,-59380.63,0.0657950329883,0.300016081184,-13055.42,-34994.44
272,272,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-08-30,30.08.2011,99741,CME,0,99,179162,35559,44817,5333,31427,29268,1636,43107,39766,3300,7439,7219,256,128057,131595,51105,47567,4448.0,109.0,3294.0,-867.0,5946.0,-3135.0,-22.0,229.0,769.0,1302.0,-6016.0,-673.0,51.0,732.0,719.0,3716.0,3729.0,100,19.8,25.0,3.0,17.5,16.3,0.9,24.1,22.2,1.8,4.2,4.0,0.1,71.5,73.5,28.5,26.5,159,22.0,14.0,8.0,16.0,19.0,9.0,35.0,41.0,19.0,7.0,5.0,,95.0,103.0,17.2,20.5,28.9,30.2,17.0,18.7,28.4,28.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.0403146983939,SHORT,-0.115183636907,LONG,0.0355712991185,LONG,2011-09-05,-8405.53,1698.13,0.155155294695,1698.13,-36281.52,0.0289165580162,0.0365998986532,-0.0977182503848,0.0,-59380.63,0.0942600953431,0.339368996261,1698.13,-33296.31
273,273,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-09-06,06.09.2011,99741,CME,0,99,209515,52370,34782,12524,32752,30303,2030,53812,61495,4396,6100,9153,398,164382,155081,45133,54434,30353.0,16811.0,-10035.0,7191.0,1325.0,1035.0,394.0,10705.0,21729.0,1096.0,-1339.0,1934.0,142.0,36325.0,23486.0,-5972.0,6867.0,100,25.0,16.6,6.0,15.6,14.5,1.0,25.7,29.4,2.1,2.9,4.4,0.2,78.5,74.0,21.5,26.0,173,23.0,14.0,12.0,15.0,19.0,10.0,29.0,56.0,22.0,5.0,12.0,,93.0,127.0,26.7,18.6,36.5,26.4,26.1,16.1,35.5,23.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.0666308203318,LONG,0.201808334863,SHORT,0.0388391087146,LONG,2011-09-12,2930.74,2119.07,0.0032678095961,2119.07,-34162.45,0.000281272955576,0.0388500331055,0.0360303218767,0.0,-59380.63,0.0818825278213,0.355891302314,2119.07,-31177.24
274,274,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-09-13,13.09.2011,99741,CME,0,99,264500,75972,37329,38985,32327,32396,1748,63377,73866,3165,6381,9908,413,222368,197810,42132,66690,54985.0,23602.0,2547.0,26461.0,-425.0,2093.0,-282.0,9565.0,12371.0,-1231.0,281.0,755.0,15.0,57986.0,42729.0,-3001.0,12256.0,100,28.7,14.1,14.7,12.2,12.2,0.7,24.0,27.9,1.2,2.4,3.7,0.2,84.1,74.8,15.9,25.2,168,21.0,16.0,14.0,15.0,22.0,10.0,23.0,53.0,21.0,7.0,11.0,5.0,93.0,125.0,38.9,21.8,49.8,30.3,34.5,13.5,43.0,19.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.0764264844109,LONG,0.341064950883,SHORT,-0.00106608160932,SHORT,2011-09-19,2492.31,2049.76,-0.0399051903239,2492.31,-31670.14,-0.00785811495266,-0.00105770421749,0.0332535549041,0.0,-59380.63,0.0740699169544,0.356862247099,2492.31,-28684.93
275,275,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-09-20,20.09.2011,99741,CME,0,99,201556,91696,10822,109,30342,32220,2246,36687,87622,902,6060,10640,920,168962,145481,32594,56075,-62944.0,15724.0,-26507.0,-38876.0,-1985.0,-176.0,498.0,-26690.0,13756.0,-2263.0,-321.0,732.0,507.0,-53406.0,-52329.0,-9538.0,-10615.0,100,45.5,5.4,0.1,15.1,16.0,1.1,18.2,43.5,0.4,3.0,5.3,0.5,83.8,72.2,16.2,27.8,174,23.0,10.0,,15.0,23.0,11.0,21.0,60.0,12.0,8.0,14.0,,80.0,122.0,38.5,15.5,49.3,24.4,38.5,15.5,48.9,24.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.409745070751,LONG,0.788876099807,SHORT,-0.0300182219239,SHORT,2011-09-26,2564.4,2048.61,-0.0289521403146,2564.4,-29105.74,0.000503212945256,-0.0300333274818,-0.00512149603146,0.0,-59380.63,0.0825263066751,0.348400213429,2564.4,-26120.53
276,276,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-09-27,27.09.2011,99741,CME,0,99,215172,98269,13083,45,28053,36233,2658,44206,90665,959,5534,10874,639,180363,155156,34809,60016,13616.0,6573.0,2261.0,-64.0,-2289.0,4013.0,412.0,7519.0,3043.0,57.0,-526.0,234.0,-281.0,11401.0,9675.0,2215.0,3941.0,100,45.7,6.1,0.0,13.0,16.8,1.2,20.5,42.1,0.4,2.6,5.1,0.3,83.8,72.1,16.2,27.9,181,27.0,12.0,,14.0,27.0,12.0,21.0,59.0,11.0,8.0,13.0,,82.0,127.0,42.9,19.2,53.3,27.0,42.9,19.2,52.9,27.0,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.344469900868,LONG,0.765015446512,SHORT,-0.127243878916,SHORT,2011-10-03,2735.59,-11171.64,-0.0972256569921,2735.59,-26370.15,-0.00775336552865,-0.126257310611,-0.0434916943402,0.0,-59380.63,0.0743318286185,0.267468959111,2735.59,-23384.94
277,277,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-10-04,04.10.2011,99741,CME,0,99,220839,96550,16071,74,29077,41359,3142,53010,89631,962,5109,10180,361,188285,161780,32554,59059,5667.0,-1719.0,2988.0,29.0,1024.0,5126.0,484.0,8804.0,-1034.0,3.0,-425.0,-694.0,-278.0,7922.0,6624.0,-2255.0,-957.0,100,43.7,7.3,0.0,13.2,18.7,1.4,24.0,40.6,0.4,2.3,4.6,0.2,85.3,73.3,14.7,26.7,178,27.0,12.0,,16.0,27.0,12.0,19.0,56.0,13.0,6.0,15.0,,80.0,126.0,44.4,21.3,54.8,29.8,44.4,20.7,54.4,29.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.256735440722,LONG,0.71460029657,SHORT,-0.174371060253,SHORT,2011-10-10,2063.99,1826.26,-0.047127181337,2063.99,-24306.16,-0.00579314094183,-0.173360904125,-0.133700262445,2063.99,-57316.64,0.0668913157571,0.233410553109,2063.99,-21320.95
278,278,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-10-11,11.10.2011,99741,CME,0,99,223167,97660,25444,348,26634,37618,5496,50685,81502,866,5691,9346,361,187741,160981,35426,62186,2328.0,1110.0,9373.0,274.0,-2443.0,-3741.0,2354.0,-2325.0,-8129.0,-96.0,582.0,-834.0,0.0,-544.0,-799.0,2872.0,3127.0,100,43.8,11.4,0.2,11.9,16.9,2.5,22.7,36.5,0.4,2.6,4.2,0.2,84.1,72.1,15.9,27.9,170,27.0,13.0,,14.0,26.0,11.0,14.0,57.0,11.0,6.0,13.0,,72.0,124.0,43.2,18.2,53.6,27.8,43.0,18.2,53.1,26.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.23313185109,LONG,0.586625942293,SHORT,-0.170951876984,SHORT,2011-10-17,2212.8,1850.29,0.003419183269,2212.8,-22093.36,-0.0192058818332,-0.167668595435,-0.173432715179,2212.8,-55103.84,0.0749923951336,0.267350340005,2212.8,-19108.15
279,279,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-10-18,18.10.2011,99741,CME,0,99,230483,98308,24570,403,30588,36734,8276,54759,87551,621,6868,11655,425,200248,170235,30235,60248,7316.0,648.0,-874.0,55.0,3954.0,-884.0,2780.0,4074.0,6049.0,-245.0,1177.0,2309.0,64.0,12507.0,9254.0,-5191.0,-1938.0,100,42.7,10.7,0.2,13.3,15.9,3.6,23.8,38.0,0.3,3.0,5.1,0.2,86.9,73.9,13.1,26.1,175,27.0,11.0,,15.0,26.0,12.0,20.0,55.0,11.0,6.0,15.0,,79.0,122.0,44.1,19.0,55.0,27.5,42.4,18.8,52.2,26.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.230426533624,LONG,0.600091147317,SHORT,-0.0912925938029,SHORT,2011-10-24,2605.18,2089.48,0.0796592831811,2605.18,-19488.18,-0.00985606498399,-0.0903928080658,-0.159673607335,2605.18,-52498.66,0.0695441801488,0.272633809118,2605.18,-16502.97
280,280,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-10-25,25.10.2011,99741,CME,0,99,235774,98779,31117,220,37864,34209,8183,51243,91709,432,6485,9206,425,203631,175501,32143,60273,5291.0,471.0,6547.0,-183.0,7276.0,-2525.0,-93.0,-3516.0,4158.0,-189.0,-383.0,-2449.0,0.0,3383.0,5266.0,1908.0,25.0,100,41.9,13.2,0.1,16.1,14.5,3.5,21.7,38.9,0.2,2.8,3.9,0.2,86.4,74.4,13.6,25.6,169,27.0,11.0,4.0,14.0,24.0,11.0,19.0,55.0,9.0,7.0,12.0,,79.0,115.0,44.1,20.4,54.5,29.5,41.5,20.4,51.9,28.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.283074038838,LONG,0.520893637987,SHORT,0.0507124720769,LONG,2011-10-31,2372.62,1905.77,0.14200506588,1905.77,-17582.41,-5.73236217808e-05,0.0507095650543,-0.0714122915629,0.0,-52498.66,0.0620247292036,0.324371722982,1905.77,-14597.2
281,281,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-11-01,01.11.2011,99741,CME,0,99,231229,90759,41183,328,39110,33811,8954,48212,78541,1515,6416,10077,2102,197396,176511,33833,54718,-4545.0,-8020.0,10066.0,108.0,1246.0,-398.0,771.0,-3031.0,-13168.0,1083.0,-69.0,871.0,1677.0,-6235.0,1010.0,1690.0,-5555.0,100,39.3,17.8,0.1,16.9,14.6,3.9,20.9,34.0,0.7,2.8,4.4,0.9,85.4,76.3,14.6,23.7,186,26.0,11.0,4.0,14.0,25.0,11.0,27.0,59.0,15.0,10.0,14.0,4.0,90.0,130.0,39.4,21.3,50.5,31.7,36.6,21.3,47.6,31.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.239276387936,LONG,0.375740855831,SHORT,0.0726676814635,LONG,2011-11-07,2340.0,1712.26,0.0219552093866,1712.26,-15870.15,0.0149250368558,0.0737522492876,0.0539380408864,0.0,-52498.66,0.0679966728706,0.335876013337,1712.26,-12884.94
282,282,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-11-08,08.11.2011,99741,CME,0,99,231445,86576,49344,160,41872,33044,8654,52683,67623,1842,6005,12010,911,198703,173588,32742,57857,216.0,-4183.0,8161.0,-168.0,2762.0,-767.0,-300.0,4471.0,-10918.0,327.0,-411.0,1933.0,-1191.0,1307.0,-2923.0,-1091.0,3139.0,100,37.4,21.3,0.1,18.1,14.3,3.7,22.8,29.2,0.8,2.6,5.2,0.4,85.9,75.0,14.1,25.0,174,26.0,12.0,4.0,15.0,24.0,11.0,26.0,49.0,15.0,7.0,14.0,,88.0,119.0,39.3,25.3,50.2,34.5,36.7,25.2,47.3,33.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.124183332502,LONG,0.273925838729,SHORT,0.11783864595,LONG,2011-11-14,2467.03,1878.01,0.0451709644865,1878.01,-13992.14,0.028609480707,0.121209948418,0.0794635988371,0.0,-52498.66,0.0915808656368,0.306849375112,1878.01,-11006.93
283,283,EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-11-15,15.11.2011,99741,CME,0,99,244552,93935,39429,100,42802,31319,8914,59834,86885,1280,6056,12670,280,213201,180877,31351,63675,13107.0,7359.0,-9915.0,-60.0,930.0,-1725.0,260.0,7151.0,19262.0,-562.0,51.0,660.0,-631.0,14498.0,7289.0,-1391.0,5818.0,100,38.4,16.1,0.0,17.5,12.8,3.6,24.5,35.5,0.5,2.5,5.2,0.1,87.2,74.0,12.8,26.0,177,26.0,11.0,4.0,16.0,22.0,12.0,28.0,53.0,14.0,5.0,16.0,,85.0,124.0,44.0,25.2,54.5,34.7,41.5,25.2,51.8,33.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.184372848779,LONG,0.40870099877,SHORT,0.154922356687,LONG,2011-11-21,2130.55,1764.43,0.037083710737,1764.43,-12227.71,0.00440834745903,0.155605308264,0.123125978674,1764.43,-50734.23,0.0800952486277,0.313423211107,1764.43,-9242.5
