,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_USDCAD,PUT_USDCAD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
80,80,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-24,24.12.2007,90741,CME,0,90,77357,8289,43067,2765,14033,535,1081,18957,11883,1283,3797,1395,72,50277,62081,27080,15276,-43937.0,-11606.0,-19493.0,-23660.0,2811.0,0.0,0.0,-8966.0,2637.0,-221.0,-266.0,-557.0,-9.0,-41917.0,-41303.0,-2020.0,-2634.0,100,10.7,55.7,3.6,18.1,0.7,1.4,24.5,15.4,1.7,4.9,1.8,0.1,65.0,80.3,35.0,19.7,67,4.0,14.0,9.0,9.0,,,16.0,14.0,,7.0,,,45.0,34.0,25.8,40.2,37.5,52.9,25.8,38.7,37.5,51.4,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.229377431907,SHORT,-0.677194485552,LONG,0.926551345415,LONG,2007-12-31,1567.59,1583.31,0.01756095671,1583.31,19425.18,0.00428114224514,0.930518043522,0.915018132054,1583.31,12779.04,0.152666948791,0.468469625012,1583.31,22284.55
81,81,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-31,31.12.2007,90741,CME,0,90,83024,9160,49923,2758,15527,535,1105,22043,9457,1283,3715,1416,73,55664,66550,27360,16474,5667.0,871.0,6856.0,-7.0,1494.0,0.0,24.0,3086.0,-2426.0,0.0,-82.0,21.0,1.0,5387.0,4469.0,280.0,1198.0,100,11.0,60.1,3.3,18.7,0.6,1.3,26.6,11.4,1.5,4.5,1.7,0.1,67.0,80.2,33.0,19.8,65,4.0,16.0,9.0,9.0,,,18.0,9.0,,7.0,,,47.0,30.0,27.7,40.8,39.6,55.2,27.7,39.4,39.5,53.8,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.399555555556,SHORT,-0.689927728788,LONG,0.933383140331,LONG,2008-01-07,2059.88,2004.27,0.006831794916,2004.27,21429.45,0.00310402928909,0.936280388937,0.929275477601,2004.27,14783.31,0.14207188211,0.46871881636,2004.27,24288.82
82,82,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-08,08.01.2008,90741,CME,0,90,82454,10233,44461,3313,12780,535,1123,19985,13224,2178,3373,1410,56,53041,66300,29413,16154,-570.0,1073.0,-5462.0,555.0,-2747.0,0.0,18.0,-2058.0,3767.0,895.0,-342.0,-6.0,-17.0,-2623.0,-250.0,2053.0,-320.0,100,12.4,53.9,4.0,15.5,0.6,1.4,24.2,16.0,2.6,4.1,1.7,0.1,64.3,80.4,35.7,19.6,58,5.0,11.0,8.0,8.0,,,14.0,11.0,,5.0,,,40.0,31.0,23.6,41.5,36.1,53.8,23.6,40.0,36.1,52.4,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.203589388419,SHORT,-0.625809046696,LONG,0.919639504318,LONG,2008-01-14,1808.59,1735.73,-0.013743636013,1735.73,23165.18,0.000846666897889,0.920418132644,0.929752938179,1735.73,16519.04,0.132328017245,0.114626363705,0.0,24288.82
83,83,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-15,15.01.2008,90741,CME,0,90,81827,14491,39602,4582,9266,535,1123,17647,14470,2935,2909,1410,63,53016,64720,28811,17107,-627.0,4258.0,-4859.0,1269.0,-3514.0,0.0,0.0,-2338.0,1246.0,757.0,-464.0,0.0,7.0,-25.0,-1580.0,-602.0,953.0,100,17.7,48.4,5.6,11.3,0.7,1.4,21.6,17.7,3.6,3.6,1.7,0.1,64.8,79.1,35.2,20.9,59,8.0,11.0,9.0,9.0,,,11.0,13.0,,4.0,,,41.0,32.0,22.6,38.3,36.1,49.3,22.6,36.8,35.2,47.4,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.0989195753028,SHORT,-0.464219030189,LONG,0.890827466585,LONG,2008-01-21,1769.61,-10779.55,-0.028812037733,-10779.55,12385.63,-0.000806510790376,0.890109004621,0.911370964403,-10779.55,5739.49,0.123846421582,0.128739014393,-10779.55,13509.27
84,84,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-22,22.01.2008,90741,CME,0,90,86378,15430,37193,5990,8318,1008,1123,21077,16997,2640,3606,1413,24,58208,66388,28170,19990,4551.0,939.0,-2409.0,1408.0,-948.0,473.0,0.0,3430.0,2527.0,-295.0,697.0,3.0,-39.0,5192.0,1668.0,-641.0,2883.0,100,17.9,43.1,6.9,9.6,1.2,1.3,24.4,19.7,3.1,4.2,1.6,0.0,67.4,76.9,32.6,23.1,71,10.0,12.0,8.0,8.0,,,16.0,16.0,,5.0,,,48.0,37.0,19.4,34.6,32.1,45.6,19.4,32.1,32.0,43.1,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.107159741556,SHORT,-0.413564410999,LONG,0.783830152262,LONG,2008-01-28,1614.14,1595.47,-0.106997314323,1595.47,13981.1,-0.00938433856609,0.776474424735,0.858808614867,1595.47,7334.96,0.125520689762,0.288560380343,1595.47,15104.74
85,85,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-29,29.01.2008,90741,CME,0,90,90907,18371,37150,5440,8493,4893,1123,23708,19948,1750,2996,1458,14,61895,71776,29012,19131,4529.0,2941.0,-43.0,-550.0,175.0,3885.0,0.0,2631.0,2951.0,-890.0,-610.0,45.0,-10.0,3687.0,5388.0,842.0,-859.0,100,20.2,40.9,6.0,9.3,5.4,1.2,26.1,21.9,1.9,3.3,1.6,0.0,68.1,79.0,31.9,21.0,68,7.0,14.0,6.0,8.0,,,18.0,13.0,,4.0,,,44.0,35.0,22.6,33.1,38.8,50.1,21.9,31.4,36.5,46.6,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.0861279091076,SHORT,-0.338232380541,LONG,0.2689376961,LONG,2008-02-04,1718.79,1700.34,-0.514892456162,1700.34,15681.44,-0.0541351462609,0.254378714587,0.635583749713,1700.34,9035.3,0.268015644975,0.652387943406,1700.34,16805.08
86,86,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-05,05.02.2008,90741,CME,0,90,93574,17508,44551,4963,10356,7420,1166,24579,15577,1656,4142,1530,45,64415,76908,29159,16666,2667.0,-863.0,7401.0,-477.0,1863.0,2527.0,43.0,871.0,-4371.0,-94.0,1146.0,72.0,31.0,2520.0,5132.0,147.0,-2465.0,100,18.7,47.6,5.3,11.1,7.9,1.2,26.3,16.6,1.8,4.4,1.6,0.0,68.8,82.2,31.2,17.8,76,6.0,15.0,7.0,9.0,,,20.0,15.0,,7.0,,,50.0,39.0,21.1,37.0,35.2,50.7,20.0,34.4,32.9,48.1,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.224175714713,SHORT,-0.435762741907,LONG,0.165166516652,LONG,2008-02-11,1717.56,1683.86,-0.103771179448,1683.86,17365.3,-0.00903039431282,0.163674997879,0.239464140598,1683.86,10719.16,0.253547953524,0.6304781315,1683.86,18488.94
87,87,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-12,12.02.2008,90741,CME,0,90,101187,12464,57193,2022,10939,7760,1170,35195,13351,1519,4020,2264,100,67429,85379,33758,15808,7613.0,-5044.0,12642.0,-2941.0,583.0,340.0,4.0,10616.0,-2226.0,-137.0,-122.0,734.0,55.0,3014.0,8471.0,4599.0,-858.0,100,12.3,56.5,2.0,10.8,7.7,1.2,34.8,13.2,1.5,4.0,2.2,0.1,66.6,84.4,33.4,15.6,73,4.0,16.0,6.0,9.0,,,20.0,13.0,,6.0,,,47.0,37.0,19.4,39.8,32.4,57.3,19.4,38.4,32.4,55.8,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.449964981667,SHORT,-0.642132161879,LONG,0.170009091395,LONG,2008-02-18,1738.24,1678.7,0.004842574743,1678.7,19044.0,0.00288578886332,0.170499701738,0.166659808476,1678.7,12397.86,0.235559279355,0.639046462164,1678.7,20167.64
88,88,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-19,19.02.2008,90741,CME,0,90,95614,14200,48553,3961,11658,7434,1170,25742,12071,1093,5189,1530,149,63162,75961,32452,19653,-5573.0,1736.0,-8640.0,1939.0,719.0,-326.0,0.0,-9453.0,-1280.0,-426.0,1169.0,-734.0,49.0,-4267.0,-9418.0,-1306.0,3845.0,100,14.9,50.8,4.1,12.2,7.8,1.2,26.9,12.6,1.1,5.4,1.6,0.2,66.1,79.4,33.9,20.6,77,4.0,17.0,7.0,9.0,,,22.0,13.0,,8.0,,,51.0,37.0,19.4,36.4,30.7,52.6,19.4,34.4,30.2,50.6,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.361542326713,SHORT,-0.547431995283,LONG,0.221244500314,LONG,2008-02-25,1640.23,1626.34,0.051235408919,1626.34,20670.34,0.00797561854667,0.223009062054,0.18484908318,1626.34,14024.2,0.220258134983,0.649938012395,1626.34,21793.98
89,89,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-26,26.02.2008,90741,CME,0,90,110073,10451,63630,3789,12327,7101,1170,44453,14464,1651,4453,1993,127,78421,93925,31652,16148,14459.0,-3749.0,15077.0,-172.0,669.0,-333.0,0.0,18711.0,2393.0,558.0,-736.0,463.0,-22.0,15259.0,17964.0,-800.0,-3505.0,100,9.5,57.8,3.4,11.2,6.5,1.1,40.4,13.1,1.5,4.0,1.8,0.1,71.2,85.3,28.8,14.7,85,5.0,18.0,6.0,9.0,,,28.0,14.0,4.0,6.0,,,56.0,42.0,19.7,41.3,31.8,58.0,19.7,39.7,31.8,56.4,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.509004192338,SHORT,-0.717849381083,LONG,0.268993205683,LONG,2008-03-03,1876.78,1802.41,0.047748705369,1802.41,22472.75,0.00759308690054,0.271035694469,0.235186034678,1802.41,15826.61,0.205974155888,0.270234795894,1802.41,23596.39
90,90,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-04,04.03.2008,90741,CME,0,90,117986,10783,69939,2448,12392,7101,1120,49515,15993,2670,5473,1655,147,84548,101073,33438,16913,7913.0,332.0,6309.0,-1341.0,65.0,0.0,-50.0,5062.0,1529.0,1019.0,1020.0,-338.0,20.0,6127.0,7148.0,1786.0,765.0,100,9.1,59.3,2.1,10.5,6.0,0.9,42.0,13.6,2.3,4.6,1.4,0.1,71.7,85.7,28.3,14.3,85,5.0,21.0,9.0,9.0,,,25.0,13.0,4.0,7.0,,,57.0,44.0,23.2,38.7,35.2,54.9,23.2,37.5,35.2,53.7,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.51172375893,SHORT,-0.732836153713,LONG,0.27143077002,LONG,2008-03-10,1909.26,1891.15,0.002437564337,1891.15,24363.9,0.00262193144718,0.272142442892,0.269874992101,1891.15,17717.76,0.191430687636,0.218691492534,1891.15,25487.54
91,91,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-11,11.03.2008,90741,CME,0,90,117606,13286,60569,8948,13004,7092,1120,35996,16311,3776,7983,2229,17,84130,100062,33476,17544,-380.0,2503.0,-9370.0,6500.0,612.0,-9.0,0.0,-13519.0,318.0,1106.0,2510.0,574.0,-130.0,-418.0,-1011.0,38.0,631.0,100,11.3,51.5,7.6,11.1,6.0,1.0,30.6,13.9,3.2,6.8,1.9,0.0,71.5,85.1,28.5,14.9,83,6.0,20.0,13.0,9.0,,,24.0,12.0,5.0,6.0,,,59.0,45.0,18.0,33.1,30.6,51.2,17.5,31.4,29.2,46.9,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.376335863269,SHORT,-0.640213932706,LONG,0.294187898089,LONG,2008-03-17,-6052.61,2114.28,0.022757128069,2114.28,26478.18,0.00485122225195,0.295615068966,0.278202373725,2114.28,19832.04,0.17830537053,0.203200050969,2114.28,27601.82
92,92,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-18,18.03.2008,90741,CME,0,90,127275,13407,49542,25599,12955,7407,1120,32112,19052,2549,9393,2214,17,97152,107500,30123,19775,9669.0,121.0,-11027.0,16651.0,-49.0,315.0,0.0,-3884.0,2741.0,-1227.0,1410.0,-15.0,0.0,13022.0,7438.0,-3353.0,2231.0,100,10.5,38.9,20.1,10.2,5.8,0.9,25.2,15.0,2.0,7.4,1.7,0.0,76.3,84.5,23.7,15.5,85,9.0,16.0,13.0,9.0,,,23.0,14.0,7.0,8.0,,,62.0,46.0,17.5,35.5,28.8,54.1,12.8,28.0,22.6,42.9,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.255257603002,SHORT,-0.574036124482,LONG,0.272468323347,LONG,2008-03-24,1925.67,1825.32,-0.021719574742,1825.32,28303.5,-2.83856919456e-05,0.272460589145,0.288104251585,1825.32,21657.36,0.166042366725,0.182999775363,1825.32,29427.14
93,93,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-25,25.03.2008,90741,CME,0,90,98867,26646,40616,4697,12503,7407,1120,15608,23736,2657,9032,2630,17,72280,82880,26587,15987,-28408.0,13239.0,-8926.0,-20902.0,-452.0,0.0,0.0,-16504.0,4684.0,108.0,-361.0,416.0,0.0,-24872.0,-24620.0,-3536.0,-3788.0,100,27.0,41.1,4.8,12.6,7.5,1.1,15.8,24.0,2.7,9.1,2.7,0.0,73.1,83.8,26.9,16.2,77,11.0,12.0,5.0,8.0,,,15.0,18.0,4.0,7.0,,,45.0,44.0,25.2,33.8,38.4,49.4,24.1,30.0,36.5,45.6,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.20658804392,LONG,-0.207695281139,LONG,0.255951783024,LONG,2008-03-31,1760.43,-128.06,-0.016516540323,-128.06,28175.44,0.000542447271802,0.25609062337,0.267882567354,-128.06,21529.3,0.1545678191,0.129858966291,0.0,29427.14
94,94,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-01,01.04.2008,90741,CME,0,90,100329,28105,39611,5825,12874,7271,1165,14380,24642,2496,8371,2542,17,73233,83569,27096,16760,1462.0,1459.0,-1005.0,1128.0,371.0,-136.0,45.0,-1228.0,906.0,-161.0,-661.0,-88.0,0.0,953.0,689.0,509.0,773.0,100,28.0,39.5,5.8,12.8,7.2,1.2,14.3,24.6,2.5,8.3,2.5,0.0,73.0,83.3,27.0,16.7,77,11.0,12.0,5.0,8.0,4.0,,17.0,16.0,4.0,6.0,,,46.0,43.0,25.9,33.6,38.7,49.5,24.5,29.4,35.7,45.3,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.262979857516,LONG,-0.169915529565,LONG,0.278133531894,LONG,2008-04-07,1619.29,1581.79,0.02218174887,1581.79,29757.23,0.00478809650897,0.279465262087,0.262535557162,1581.79,23111.09,0.144210470598,0.0720915658426,0.0,29427.14
95,95,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-08,08.04.2008,90741,CME,0,90,106562,29921,41008,5349,13841,7282,1168,19679,28891,2749,8301,2542,15,81023,89004,25539,17558,6233.0,1816.0,1397.0,-476.0,967.0,11.0,3.0,5299.0,4249.0,253.0,-70.0,0.0,-2.0,7790.0,5435.0,-1557.0,798.0,100,28.1,38.5,5.0,13.0,6.8,1.1,18.5,27.1,2.6,7.8,2.4,0.0,76.0,83.5,24.0,16.5,79,10.0,12.0,5.0,8.0,4.0,,18.0,18.0,5.0,6.0,,,46.0,46.0,25.9,34.5,39.4,48.1,25.2,31.1,37.9,44.7,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.189664401894,LONG,-0.156311240818,LONG,0.310514604933,LONG,2008-04-14,1609.18,-1366.99,0.032381073039,-1366.99,28390.24,0.00590708015866,0.312348839595,0.28771381805,-1366.99,21744.1,0.135130224283,0.109393002944,0.0,29427.14
96,96,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-15,15.04.2008,90741,CME,0,90,104970,32471,41723,5452,14096,7738,1168,14132,26022,2534,9954,2582,18,79825,87237,25145,17733,-1592.0,2550.0,715.0,103.0,255.0,456.0,0.0,-5547.0,-2869.0,-215.0,1653.0,40.0,3.0,-1198.0,-1767.0,-394.0,175.0,100,30.9,39.7,5.2,13.4,7.4,1.1,13.5,24.8,2.4,9.5,2.5,0.0,76.0,83.1,24.0,16.9,79,9.0,12.0,4.0,9.0,5.0,,16.0,18.0,,7.0,,,44.0,45.0,29.6,29.9,42.9,44.1,28.8,26.2,41.1,40.4,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.29610997659,LONG,-0.124700110521,LONG,0.291197215352,LONG,2008-04-21,1682.92,1664.96,-0.019317389581,1664.96,30055.2,0.000235161762193,0.291265693802,0.305124909816,1664.96,23409.06,0.126053399339,0.111686468092,0.0,29427.14
97,97,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-22,22.04.2008,90741,CME,0,90,105665,22879,55380,943,14013,6875,1168,26356,20018,2389,9589,2206,18,77355,88997,28310,16668,695.0,-9592.0,13657.0,-4509.0,-83.0,-863.0,0.0,12224.0,-6004.0,-145.0,-365.0,-376.0,0.0,-2470.0,1760.0,3165.0,-1065.0,100,21.7,52.4,0.9,13.3,6.5,1.1,24.9,18.9,2.3,9.1,2.1,0.0,73.2,84.2,26.8,15.8,78,7.0,13.0,4.0,9.0,4.0,,20.0,16.0,6.0,7.0,,,48.0,43.0,27.8,31.1,41.2,45.2,27.0,31.1,40.0,45.2,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.136671410704,SHORT,-0.415300476622,LONG,0.341727307545,LONG,2008-04-28,1705.37,1642.48,0.050530092193,1642.48,31697.68,0.00789823715638,0.344426350863,0.306101373295,1642.48,25051.54,0.119902850258,0.159507574854,1642.48,31069.62
98,98,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-29,29.04.2008,90741,CME,0,90,98159,29063,46094,3809,13646,6875,1168,13114,18987,1882,9324,2206,18,72024,81039,26135,17120,-7506.0,6184.0,-9286.0,2866.0,-367.0,0.0,0.0,-13242.0,-1031.0,-507.0,-265.0,0.0,0.0,-5331.0,-7958.0,-2175.0,452.0,100,29.6,47.0,3.9,13.9,7.0,1.2,13.4,19.3,1.9,9.5,2.2,0.0,73.4,82.6,26.6,17.4,76,9.0,12.0,6.0,8.0,4.0,,14.0,19.0,,7.0,,,43.0,45.0,28.8,30.5,42.5,44.3,28.0,27.6,41.0,41.5,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.182953802062,LONG,-0.226605638863,LONG,0.329954680571,LONG,2008-05-05,1494.91,1456.76,-0.011772626974,1456.76,33154.44,0.00106290935195,0.330305392487,0.338529171329,1456.76,26508.3,0.111788601656,0.174937700139,1456.76,32526.38
99,99,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-06,06.05.2008,90741,CME,0,90,114709,23605,63364,2517,14505,6874,1118,30596,16251,1907,9128,2775,18,83394,94824,31315,19885,16550.0,-5458.0,17270.0,-1292.0,859.0,-1.0,-50.0,17482.0,-2736.0,25.0,-196.0,569.0,0.0,11370.0,13785.0,5180.0,2765.0,100,20.6,55.2,2.2,12.6,6.0,1.0,26.7,14.2,1.7,8.0,2.4,0.0,72.7,82.7,27.3,17.3,78,8.0,12.0,5.0,9.0,4.0,,21.0,14.0,5.0,7.0,,,51.0,40.0,25.5,33.7,39.0,48.9,24.6,32.7,37.9,47.9,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.306209575853,SHORT,-0.457162897124,LONG,0.356939052341,LONG,2008-05-12,1563.87,264.81,0.02698437177,264.81,33419.25,0.00531499970487,0.358836183299,0.338041501335,264.81,26773.11,0.105042557591,0.173914792141,264.81,32791.19
100,100,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-13,13.05.2008,90741,CME,0,90,108527,20316,61155,1642,14694,6893,1118,28628,14384,2931,8910,2146,18,78257,90287,30270,18240,-6182.0,-3289.0,-2209.0,-875.0,189.0,19.0,0.0,-1968.0,-1867.0,1024.0,-218.0,-629.0,0.0,-5137.0,-4537.0,-1045.0,-1645.0,100,18.7,56.4,1.5,13.5,6.4,1.0,26.4,13.3,2.7,8.2,2.0,0.0,72.1,83.2,27.9,16.8,77,7.0,14.0,5.0,9.0,4.0,,22.0,11.0,6.0,7.0,,,52.0,39.0,23.7,29.5,37.0,46.8,22.8,29.4,36.1,46.8,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.331163396262,SHORT,-0.501270390691,LONG,0.361374901561,LONG,2008-05-19,1424.26,1413.7,0.00443584922,1413.7,34832.95,0.00284116637632,0.362401627781,0.358468573464,1413.7,28186.81,0.0979868265623,0.191589294852,1413.7,34204.89
101,101,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-20,20.05.2008,90741,CME,0,90,115665,16114,65649,2321,16945,6893,1118,33511,16005,2765,8558,2206,16,81348,96973,34317,18692,7138.0,-4202.0,4494.0,679.0,2251.0,0.0,0.0,4883.0,1621.0,-166.0,-352.0,60.0,-2.0,3091.0,6686.0,4047.0,452.0,100,13.9,56.8,2.0,14.7,6.0,1.0,29.0,13.8,2.4,7.4,1.9,0.0,70.3,83.8,29.7,16.2,82,8.0,14.0,6.0,12.0,4.0,,24.0,12.0,5.0,6.0,,,56.0,40.0,21.2,30.1,33.7,47.6,21.2,30.0,33.2,47.6,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.353542289361,SHORT,-0.605836380759,LONG,0.421679671113,LONG,2008-05-26,1296.99,1321.88,0.060304769552,1321.88,36154.83,0.00897063214691,0.425462404326,0.379319402335,1321.88,29508.69,0.0959402419266,0.211445609751,1321.88,35526.77
102,102,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-27,27.05.2008,90741,CME,0,90,127620,12916,81108,1385,16224,7193,1118,50447,13752,2300,9020,2206,14,93424,109076,34196,18544,11955.0,-3198.0,15459.0,-936.0,-721.0,300.0,0.0,16936.0,-2253.0,-465.0,462.0,0.0,-2.0,12076.0,12103.0,-121.0,-148.0,100,10.1,63.6,1.1,12.7,5.6,0.9,39.5,10.8,1.8,7.1,1.7,0.0,73.2,85.5,26.8,14.5,90,7.0,16.0,4.0,11.0,4.0,,31.0,12.0,4.0,7.0,,,63.0,37.0,25.1,34.0,36.0,52.4,25.1,33.9,36.0,52.3,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.571582111871,SHORT,-0.725261635327,LONG,0.385659990605,LONG,2008-06-02,-7839.43,1433.65,-0.036019680508,1433.65,37588.48,-0.00159727244128,0.38504398653,0.41142167943,1433.65,30942.34,0.0909888956494,0.204113838179,1433.65,36960.42
103,103,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-06-03,03.06.2008,90741,CME,0,90,122819,13939,64980,3509,16317,7194,1123,42908,15514,2014,9873,2206,15,89698,96555,33121,26264,-4801.0,1023.0,-16128.0,2124.0,93.0,1.0,5.0,-7539.0,1762.0,-286.0,853.0,0.0,1.0,-3726.0,-12521.0,-1075.0,7720.0,100,11.3,52.9,2.9,13.3,5.9,0.9,34.9,12.6,1.6,8.0,1.8,0.0,73.0,78.6,27.0,21.4,83,8.0,13.0,7.0,12.0,4.0,,23.0,13.0,,8.0,,,58.0,38.0,24.3,31.5,35.8,49.1,24.3,31.3,35.8,48.9,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.468898702544,SHORT,-0.646751732789,LONG,0.388031134363,LONG,2008-06-09,1415.38,1360.97,0.002371143758,1360.97,38949.45,0.00261464434259,0.389045697773,0.386607988612,1360.97,32303.31,0.0849884619337,0.223428920281,1360.97,38321.39
