,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1
250,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-03-29,29.03.2011,096742,CME,0,96,104506,9894,26309,5989,7333,22059,1264,48611,22631,212,2341,5570,0,75644,84034,28862,20472,-13468.0,6828.0,-26563.0,5607.0,490.0,568.0,11.0,-22030.0,3760.0,200.0,955.0,-31.0,0.0,-7939.0,-16448.0,-5529.0,2980.0,100,9.5,25.2,5.7,7.0,21.1,1.2,46.5,21.7,0.2,2.2,5.3,0.0,72.4,80.4,27.6,19.6,90,11.0,8.0,5.0,4.0,12.0,5.0,29.0,20.0,5.0,,4.0,0.0,56.0,49.0,25.7,35.9,40.8,49.6,24.8,33.8,37.6,45.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.364672524634,SHORT,-0.453415462807,LONG,-0.501020685901,SHORT
251,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-04-05,05.04.2011,096742,CME,0,96,111219,3937,46036,755,6066,22966,1292,65160,12265,165,608,7408,0,77983,90887,33236,20332,6713.0,-5957.0,19727.0,-5234.0,-1267.0,907.0,28.0,16549.0,-10366.0,-47.0,-1733.0,1838.0,0.0,2339.0,6853.0,4374.0,-140.0,100,3.5,41.4,0.7,5.5,20.6,1.2,58.6,11.0,0.1,0.5,6.7,0.0,70.1,81.7,29.9,18.3,98,7.0,12.0,,,13.0,5.0,37.0,20.0,,,5.0,0.0,56.0,53.0,29.4,35.4,39.6,47.7,29.4,34.0,39.3,46.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.683177268324,SHORT,-0.842434914854,LONG,-0.582116285478,SHORT
252,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-04-12,12.04.2011,096742,CME,0,96,120316,3091,53047,602,5649,20934,1289,65715,19528,118,2391,5558,0,78855,101076,41461,19240,9097.0,-846.0,7011.0,-153.0,-417.0,-2032.0,-3.0,555.0,7263.0,-47.0,1783.0,-1850.0,0.0,872.0,10189.0,8225.0,-1092.0,100,2.6,44.1,0.5,4.7,17.4,1.1,54.6,16.2,0.1,2.0,4.6,0.0,65.5,84.0,34.5,16.0,99,7.0,14.0,,,13.0,5.0,34.0,20.0,5.0,4.0,4.0,0.0,56.0,55.0,23.3,34.5,35.7,49.2,23.3,34.0,35.5,47.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.541827481435,SHORT,-0.889878513663,LONG,-0.574991535944,SHORT
253,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-04-19,19.04.2011,096742,CME,0,96,108808,2934,50616,682,5853,21349,1369,61801,10389,157,1711,6030,0,74507,90592,34301,18216,-11508.0,-157.0,-2431.0,80.0,204.0,415.0,80.0,-3914.0,-9139.0,39.0,-680.0,472.0,0.0,-4348.0,-10484.0,-7160.0,-1024.0,100,2.7,46.5,0.6,5.4,19.6,1.3,56.8,9.5,0.1,1.6,5.5,0.0,68.5,83.3,31.5,16.7,99,7.0,13.0,,,13.0,5.0,40.0,15.0,6.0,,5.0,0.0,60.0,53.0,24.3,34.2,36.8,48.4,24.3,32.9,36.5,47.0,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.71217620169,SHORT,-0.890420168067,LONG,-0.569663995294,SHORT
254,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-04-26,26.04.2011,096742,CME,0,96,118486,3118,57539,730,6263,21959,1369,65497,16612,113,2911,4258,27,80028,102607,38458,15879,9678.0,184.0,6923.0,48.0,410.0,610.0,0.0,3696.0,6223.0,-44.0,1200.0,-1772.0,27.0,5521.0,12015.0,4157.0,-2337.0,100,2.6,48.6,0.6,5.3,18.5,1.2,55.3,14.0,0.1,2.5,3.6,0.0,67.5,86.6,32.5,13.4,105,6.0,14.0,,4.0,14.0,5.0,40.0,19.0,4.0,4.0,4.0,,61.0,57.0,23.2,35.5,35.9,50.7,23.2,34.2,35.6,49.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.595367133932,SHORT,-0.89719240978,LONG,-0.556161859542,SHORT
255,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-05-03,03.05.2011,096742,CME,0,96,124003,4907,55107,1336,6927,21840,1368,67257,24099,217,3204,3902,27,85243,107896,38760,16107,5517.0,1789.0,-2432.0,606.0,664.0,-119.0,-1.0,1760.0,7487.0,104.0,293.0,-356.0,0.0,5215.0,5289.0,302.0,228.0,100,4.0,44.4,1.1,5.6,17.6,1.1,54.2,19.4,0.2,2.6,3.1,0.0,68.7,87.0,31.3,13.0,108,7.0,13.0,4.0,4.0,13.0,5.0,40.0,23.0,8.0,4.0,4.0,,64.0,62.0,23.8,35.1,35.3,49.4,23.8,33.6,35.0,47.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.472415604886,SHORT,-0.836471489986,LONG,-0.518406507456,SHORT
256,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-05-10,10.05.2011,096742,CME,0,96,108117,8778,43641,556,5912,23057,1358,51546,16971,209,3770,3403,0,72129,89195,35988,18922,-15886.0,3871.0,-11466.0,-780.0,-1015.0,1217.0,-10.0,-15711.0,-7128.0,-8.0,566.0,-499.0,-27.0,-13114.0,-18701.0,-2772.0,2815.0,100,8.1,40.4,0.5,5.5,21.3,1.3,47.7,15.7,0.2,3.5,3.1,0.0,66.7,82.5,33.3,17.5,96,10.0,11.0,4.0,,13.0,5.0,32.0,20.0,6.0,4.0,,0.0,58.0,53.0,23.5,34.2,34.1,49.0,23.2,33.0,33.8,47.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.504619291563,SHORT,-0.665083271333,LONG,-0.591839552625,SHORT
257,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-05-17,17.05.2011,096742,CME,0,96,103753,16480,29169,480,7963,23823,1329,42806,22573,463,3339,3406,0,72860,81243,30893,22510,-4364.0,7702.0,-14472.0,-76.0,2051.0,766.0,-29.0,-8740.0,5602.0,254.0,-431.0,3.0,0.0,731.0,-7952.0,-5095.0,3588.0,100,15.9,28.1,0.5,7.7,23.0,1.3,41.3,21.8,0.4,3.2,3.3,0.0,70.2,78.3,29.8,21.7,94,11.0,9.0,,6.0,14.0,5.0,27.0,21.0,7.0,,,0.0,57.0,52.0,19.2,33.2,29.7,44.2,18.9,32.1,29.4,43.0,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.309472460576,SHORT,-0.277968849263,LONG,-0.498961807085,SHORT
258,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-05-24,24.05.2011,096742,CME,0,96,110336,33458,23313,2582,7133,23772,1331,40112,35157,543,2681,3056,0,87840,89754,22496,20582,6583.0,16978.0,-5856.0,2102.0,-830.0,-51.0,2.0,-2694.0,12584.0,80.0,-658.0,-350.0,0.0,14980.0,8511.0,-8397.0,-1928.0,100,30.3,21.1,2.3,6.5,21.5,1.2,36.4,31.9,0.5,2.4,2.8,0.0,79.6,81.3,20.4,18.7,89,11.0,9.0,,4.0,13.0,5.0,28.0,18.0,9.0,,,0.0,56.0,50.0,21.8,37.1,38.7,50.1,21.8,35.9,38.4,48.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.0658305544115,SHORT,0.178700392806,SHORT,-0.53839184598,SHORT
259,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-05-31,31.05.2011,096742,CME,0,96,108085,23477,28689,2286,7062,22473,1281,45326,27703,521,1784,4450,0,81737,87403,26348,20682,-2251.0,-9981.0,5376.0,-296.0,-71.0,-1299.0,-50.0,5214.0,-7454.0,-22.0,-897.0,1394.0,0.0,-6103.0,-2351.0,3852.0,100.0,100,21.7,26.5,2.1,6.5,20.8,1.2,41.9,25.6,0.5,1.7,4.1,0.0,75.6,80.9,24.4,19.1,91,11.0,9.0,4.0,4.0,12.0,5.0,28.0,21.0,10.0,,4.0,0.0,55.0,55.0,21.7,31.2,35.7,44.3,21.7,30.0,35.4,41.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.241315094004,SHORT,-0.0999118199594,LONG,-0.521787709497,SHORT
260,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-06-07,07.06.2011,096742,CME,0,96,113641,22290,29594,6281,7258,23830,1289,45049,27844,1421,2178,4428,6,85772,94693,27869,18948,5556.0,-1187.0,905.0,3995.0,196.0,1357.0,8.0,-277.0,141.0,900.0,394.0,-22.0,6.0,4035.0,7290.0,1521.0,-1734.0,100,19.6,26.0,5.5,6.4,21.0,1.1,39.6,24.5,1.3,1.9,3.9,0.0,75.5,83.3,24.5,16.7,94,10.0,9.0,4.0,4.0,13.0,5.0,29.0,21.0,12.0,,4.0,,61.0,55.0,23.2,29.0,37.2,43.4,21.3,28.0,34.8,40.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.236030894599,SHORT,-0.140775576286,LONG,-0.533067421513,SHORT
261,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-06-14,14.06.2011,096742,CME,0,96,90719,7542,18029,0,6278,23787,1136,45295,22346,1139,1454,4001,0,62844,70438,27875,20281,-22922.0,-14748.0,-11565.0,-6281.0,-980.0,-43.0,-153.0,246.0,-5498.0,-282.0,-724.0,-427.0,-6.0,-22928.0,-24255.0,6.0,1333.0,100,8.3,19.9,0.0,6.9,26.2,1.3,49.9,24.6,1.3,1.6,4.4,0.0,69.3,77.6,30.7,22.4,77,7.0,7.0,0.0,4.0,12.0,5.0,23.0,17.0,5.0,,4.0,0.0,43.0,44.0,27.6,26.8,43.6,40.6,27.4,26.0,43.3,39.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.339276474328,SHORT,-0.410113018654,LONG,-0.582371528355,SHORT
262,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-06-21,21.06.2011,096742,CME,0,96,92824,24600,6497,286,7035,26755,943,34679,31722,1176,1883,3993,0,70602,71372,22222,21452,2105.0,17058.0,-11532.0,286.0,757.0,2968.0,-193.0,-10616.0,9376.0,37.0,429.0,-8.0,0.0,7758.0,934.0,-5653.0,1171.0,100,26.5,7.0,0.3,7.6,28.8,1.0,37.4,34.2,1.3,2.0,4.3,0.0,76.1,76.9,23.9,23.1,81,10.0,4.0,,5.0,13.0,5.0,25.0,16.0,9.0,4.0,4.0,0.0,52.0,45.0,28.0,36.8,43.5,47.3,27.7,35.9,43.1,46.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.0445324618605,SHORT,0.582146187735,SHORT,-0.583604616751,SHORT
263,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-06-28,28.06.2011,096742,CME,0,96,102414,40701,2595,288,5641,30017,935,31718,38411,1071,1383,5073,0,81737,78390,20677,24024,9590.0,16101.0,-3902.0,2.0,-1394.0,3262.0,-8.0,-2961.0,6689.0,-105.0,-500.0,1080.0,0.0,11135.0,7018.0,-1545.0,2572.0,100,39.7,2.5,0.3,5.5,29.3,0.9,31.0,37.5,1.0,1.4,5.0,0.0,79.8,76.5,20.2,23.5,89,12.0,4.0,,4.0,13.0,4.0,26.0,22.0,10.0,,5.0,0.0,53.0,52.0,29.2,36.6,45.3,45.8,29.2,36.1,45.0,45.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.0954384063654,LONG,0.880127494457,SHORT,-0.683605362051,SHORT
264,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-07-05,05.07.2011,096742,CME,0,96,118359,52854,1544,1147,4476,29292,956,32737,54116,877,2105,5073,0,95152,93005,23207,25354,15945.0,12153.0,-1051.0,859.0,-1165.0,-725.0,21.0,1019.0,15705.0,-194.0,722.0,0.0,0.0,13415.0,14615.0,2530.0,1330.0,100,44.7,1.3,1.0,3.8,24.7,0.8,27.7,45.7,0.7,1.8,4.3,0.0,80.4,78.6,19.6,21.4,87,13.0,,,4.0,13.0,4.0,21.0,25.0,8.0,,5.0,0.0,49.0,53.0,30.0,32.2,46.0,44.4,30.0,31.7,45.9,43.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.246151543412,LONG,0.943233207103,SHORT,-0.734896943852,SHORT
265,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-07-12,12.07.2011,096742,CME,0,96,121134,61108,2018,825,4551,30103,966,32673,51382,879,1180,5073,0,102182,91246,18952,29888,2775.0,8254.0,474.0,-322.0,75.0,811.0,10.0,-64.0,-2734.0,2.0,-925.0,0.0,0.0,7030.0,-1759.0,-4255.0,4534.0,100,50.4,1.7,0.7,3.8,24.9,0.8,27.0,42.4,0.7,1.0,4.2,0.0,84.4,75.3,15.6,24.7,87,15.0,4.0,,4.0,13.0,4.0,21.0,23.0,10.0,,5.0,0.0,48.0,55.0,34.7,31.7,52.3,42.6,34.7,30.9,52.3,41.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.222580453275,LONG,0.936064379178,SHORT,-0.737346338085,SHORT
266,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-07-19,19.07.2011,096742,CME,0,96,98291,40867,4221,680,4930,29769,875,30668,32990,926,615,4851,0,79561,74312,18730,23979,-22843.0,-20241.0,2203.0,-145.0,379.0,-334.0,-91.0,-2005.0,-18392.0,47.0,-565.0,-222.0,0.0,-22621.0,-16934.0,-222.0,-5909.0,100,41.6,4.3,0.7,5.0,30.3,0.9,31.2,33.6,0.9,0.6,4.9,0.0,80.9,75.6,19.1,24.4,82,13.0,5.0,,4.0,13.0,4.0,22.0,19.0,8.0,,5.0,0.0,46.0,51.0,31.9,28.3,47.7,39.7,31.9,27.4,47.4,38.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.0364761695309,LONG,0.812766146203,SHORT,-0.7158419551,SHORT
267,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-07-26,26.07.2011,096742,CME,0,96,97415,27585,10555,693,5104,30093,882,36243,28345,866,600,4351,0,71973,75785,25442,21630,-876.0,-13282.0,6334.0,13.0,174.0,324.0,7.0,5575.0,-4645.0,-60.0,-15.0,-500.0,0.0,-7588.0,1473.0,6712.0,-2349.0,100,28.3,10.8,0.7,5.2,30.9,0.9,37.2,29.1,0.9,0.6,4.5,0.0,73.9,77.8,26.1,22.2,86,11.0,8.0,,4.0,13.0,4.0,29.0,16.0,8.0,,4.0,0.0,51.0,49.0,25.0,25.0,39.1,38.8,25.0,24.1,38.8,37.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.122282776986,SHORT,0.446512847404,SHORT,-0.709975281984,SHORT
268,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-08-02,02.08.2011,096742,CME,0,96,103172,21499,12612,631,6302,29605,1157,45269,32566,941,745,4357,0,76544,81869,26628,21303,5757.0,-6086.0,2057.0,-62.0,1198.0,-488.0,275.0,9026.0,4221.0,75.0,145.0,6.0,0.0,4571.0,6084.0,1186.0,-327.0,100,20.8,12.2,0.6,6.1,28.7,1.1,43.9,31.6,0.9,0.7,4.2,0.0,74.2,79.4,25.8,20.6,97,12.0,9.0,,5.0,12.0,4.0,33.0,21.0,9.0,,4.0,0.0,58.0,54.0,19.9,26.7,33.7,40.9,19.9,26.2,33.2,40.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.163204214043,SHORT,0.260531793263,SHORT,-0.648982092628,SHORT
269,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-08-09,09.08.2011,096742,CME,0,96,105544,22461,10645,701,8068,30871,1100,45535,36774,156,485,4357,0,78506,84604,27038,20940,2372.0,962.0,-1967.0,70.0,1766.0,1266.0,-57.0,266.0,4208.0,-785.0,-260.0,0.0,0.0,1962.0,2735.0,410.0,-363.0,100,21.3,10.1,0.7,7.6,29.2,1.0,43.1,34.8,0.1,0.5,4.1,0.0,74.4,80.2,25.6,19.8,85,9.0,9.0,,6.0,12.0,4.0,29.0,15.0,8.0,,4.0,0.0,51.0,48.0,18.7,34.2,32.7,46.2,18.7,33.7,32.2,45.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.106440364966,SHORT,0.356914154534,SHORT,-0.585608259072,SHORT
270,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-08-16,16.08.2011,096742,CME,0,96,100562,20771,10809,749,9915,30274,866,39090,33654,162,815,4500,0,72368,81014,28194,19548,-4982.0,-1690.0,164.0,48.0,1847.0,-597.0,-234.0,-6445.0,-3120.0,6.0,330.0,143.0,0.0,-6138.0,-3590.0,1156.0,-1392.0,100,20.7,10.7,0.7,9.9,30.1,0.9,38.9,33.5,0.2,0.8,4.5,0.0,72.0,80.6,28.0,19.4,89,11.0,8.0,4.0,6.0,12.0,4.0,31.0,15.0,8.0,,5.0,0.0,57.0,48.0,18.1,34.3,29.9,47.7,17.8,33.7,29.5,46.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.0747278126031,SHORT,0.315452818239,SHORT,-0.506581402871,SHORT
271,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-08-23,23.08.2011,096742,CME,0,96,102177,13724,21327,124,11043,31288,846,44312,25387,208,445,4595,0,70702,83775,31475,18402,1615.0,-7047.0,10518.0,-625.0,1128.0,1014.0,-20.0,5222.0,-8267.0,46.0,-370.0,95.0,0.0,-1666.0,2761.0,3281.0,-1146.0,100,13.4,20.9,0.1,10.8,30.6,0.8,43.4,24.8,0.2,0.4,4.5,0.0,69.2,82.0,30.8,18.0,97,9.0,12.0,,6.0,12.0,4.0,35.0,17.0,9.0,,5.0,0.0,57.0,54.0,18.6,30.6,29.8,43.2,18.3,29.9,29.5,42.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.271524699063,SHORT,-0.21691249893,LONG,-0.478254706952,SHORT
272,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-08-30,30.08.2011,096742,CME,0,96,96164,19731,11721,510,8773,33030,848,33756,26167,244,2668,4007,0,66530,76527,29634,19637,-6013.0,6007.0,-9606.0,386.0,-2270.0,1742.0,2.0,-10556.0,780.0,36.0,2223.0,-588.0,0.0,-4172.0,-7248.0,-1841.0,1235.0,100,20.5,12.2,0.5,9.1,34.3,0.9,35.1,27.2,0.3,2.8,4.2,0.0,69.2,79.6,30.8,20.4,92,10.0,10.0,5.0,5.0,12.0,4.0,31.0,18.0,7.0,,4.0,0.0,56.0,52.0,19.2,34.1,32.3,45.0,18.9,33.2,31.9,44.0,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.12664586219,SHORT,0.25467378863,SHORT,-0.580269358658,SHORT
273,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-09-06,06.09.2011,096742,CME,0,96,110372,41583,3496,4496,8925,34363,883,28491,40168,773,1996,4007,0,87147,88186,23225,22186,14208.0,21852.0,-8225.0,3986.0,152.0,1333.0,35.0,-5265.0,14001.0,529.0,-672.0,0.0,0.0,20617.0,11659.0,-6409.0,2549.0,100,37.7,3.2,4.1,8.1,31.1,0.8,25.8,36.4,0.7,1.8,3.6,0.0,79.0,79.9,21.0,20.1,95,15.0,6.0,7.0,5.0,11.0,4.0,26.0,26.0,12.0,,4.0,0.0,59.0,59.0,27.7,38.3,40.6,48.0,27.3,37.8,39.1,46.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.170072386723,LONG,0.844894518512,SHORT,-0.587645536869,SHORT
274,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-09-13,13.09.2011,096742,CME,0,96,142120,67023,3420,6143,7030,34107,1287,32136,57893,3043,1563,5196,0,118225,111089,23895,31031,31748.0,25440.0,-76.0,1647.0,-1895.0,-256.0,404.0,3645.0,17725.0,2270.0,-433.0,1189.0,0.0,31078.0,22903.0,670.0,8845.0,100,47.2,2.4,4.3,4.9,24.0,0.9,22.6,40.7,2.1,1.1,3.7,0.0,83.2,78.2,16.8,21.8,101,16.0,7.0,7.0,,14.0,5.0,19.0,33.0,12.0,,6.0,0.0,56.0,69.0,34.6,31.5,49.9,42.9,34.6,31.1,48.5,41.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.286096702174,LONG,0.902900217197,SHORT,-0.65821523203,SHORT
275,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-09-20,20.09.2011,096742,CME,0,96,143678,90296,1411,0,8460,32667,891,28616,73293,1359,500,4714,0,130122,114335,13556,29343,1558.0,23273.0,-2009.0,-6143.0,1430.0,-1440.0,-396.0,-3520.0,15400.0,-1684.0,-1063.0,-482.0,0.0,11897.0,3246.0,-10339.0,-1688.0,100,62.8,1.0,0.0,5.9,22.7,0.6,19.9,51.0,0.9,0.3,3.3,0.0,90.6,79.6,9.4,20.4,89,15.0,4.0,0.0,4.0,13.0,4.0,14.0,32.0,8.0,,6.0,0.0,42.0,59.0,40.2,39.4,64.2,51.9,40.2,38.4,64.0,50.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.438400926317,LONG,0.969228085097,SHORT,-0.588591436283,SHORT
276,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-09-27,27.09.2011,096742,CME,0,96,154682,99728,1737,26,9131,32336,883,29354,81226,2334,0,3246,0,141456,121788,13226,32894,11004.0,9432.0,326.0,26.0,671.0,-331.0,-8.0,738.0,7933.0,975.0,-500.0,-1468.0,0.0,11334.0,7453.0,-330.0,3551.0,100,64.5,1.1,0.0,5.9,20.9,0.6,19.0,52.5,1.5,0.0,2.1,0.0,91.4,78.7,8.6,21.3,90,13.0,6.0,,4.0,15.0,4.0,12.0,35.0,6.0,0.0,5.0,0.0,37.0,64.0,43.5,37.8,64.1,49.8,43.5,36.2,63.9,48.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.469090251402,LONG,0.965761592667,SHORT,-0.55960161092,SHORT
277,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-10-04,04.10.2011,096742,CME,0,96,175500,116888,1676,26,11062,46716,1952,31069,87381,3007,0,3288,0,164004,144046,11496,31454,20818.0,17160.0,-61.0,0.0,1931.0,14380.0,1069.0,1715.0,6155.0,673.0,0.0,42.0,0.0,22548.0,22258.0,-1730.0,-1440.0,100,66.6,1.0,0.0,6.3,26.6,1.1,17.7,49.8,1.7,0.0,1.9,0.0,93.4,82.1,6.6,17.9,96,14.0,4.0,,6.0,14.0,5.0,14.0,39.0,5.0,0.0,5.0,0.0,40.0,67.0,42.2,46.9,65.5,57.8,42.2,44.4,65.5,55.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.475407344871,LONG,0.971728349246,SHORT,-0.61708608813,SHORT
278,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-10-11,11.10.2011,096742,CME,0,96,184709,126154,2018,207,10362,61231,1971,29796,81278,2191,1666,3219,0,172347,152115,12362,32594,9209.0,9266.0,342.0,181.0,-700.0,14515.0,19.0,-1273.0,-6103.0,-816.0,1666.0,-69.0,0.0,8343.0,8069.0,866.0,1140.0,100,68.3,1.1,0.1,5.6,33.1,1.1,16.1,44.0,1.2,0.9,1.7,0.0,93.3,82.4,6.7,17.6,96,15.0,6.0,,6.0,15.0,4.0,16.0,32.0,6.0,,4.0,0.0,46.0,63.0,39.2,46.9,62.8,57.1,39.2,45.0,62.7,55.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.463492806597,LONG,0.968511063259,SHORT,-0.710530359113,SHORT
279,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-10-18,18.10.2011,096742,CME,0,96,175827,117762,1678,181,8645,61819,2177,31122,75652,2134,1707,2726,0,163728,146367,12099,29460,-8882.0,-8392.0,-340.0,-26.0,-1717.0,588.0,206.0,1326.0,-5626.0,-57.0,41.0,-493.0,0.0,-8619.0,-5748.0,-263.0,-3134.0,100,67.0,1.0,0.1,4.9,35.2,1.2,17.7,43.0,1.2,1.0,1.6,0.0,93.1,83.2,6.9,16.8,95,14.0,5.0,4.0,5.0,15.0,5.0,16.0,35.0,5.0,,,0.0,44.0,65.0,39.0,46.8,62.9,57.5,39.0,44.9,62.8,55.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.417049094349,LONG,0.971902210315,SHORT,-0.754626475931,SHORT
